Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
697,4,4.000,157829,160736,161828,281351,645011,645011,645011,645011,645011
698,1,1.000,764862,764862,764862,764862,764862,764862,764862,764862,764862
699,2,2.000,163323,163323,899832,531577,899832,899832,899832,899832,899832
700,2,2.000,167019,167019,759590,463304,759590,759590,759590,759590,759590
701,2,2.000,915138,915138,935918,925528,935918,935918,935918,935918,935918
702,1,1.000,166538,166538,166538,166538,166538,166538,166538,166538,166538
703,4,4.000,163585,168667,534417,461074,977630,977630,977630,977630,977630
704,1,1.000,85025,85025,85025,85025,85025,85025,85025,85025,85025
705,2,2.000,160958,160958,934867,547912,934867,934867,934867,934867,934867
706,3,3.000,160775,160775,170388,326829,649324,649324,649324,649324,649324
707,3,3.000,159162,159162,161881,412133,915358,915358,915358,915358,915358
708,6,6.000,68572,85668,159689,137206,166255,185358,185358,185358,185358
709,2,2.000,159363,159363,813783,486573,813783,813783,813783,813783,813783
710,4,4.000,86793,162532,188811,305943,785637,785637,785637,785637,785637
711,2,2.000,198160,198160,493399,345779,493399,493399,493399,493399,493399
712,2,2.000,723005,723005,1024117,873561,1024117,1024117,1024117,1024117,1024117
713,1,1.000,862379,862379,862379,862379,862379,862379,862379,862379,862379
714,1,1.000,1084716,1084716,1084716,1084716,1084716,1084716,1084716,1084716,1084716
715,2,2.000,167223,167223,592917,380070,592917,592917,592917,592917,592917
716,2,2.000,165411,165411,698880,432145,698880,698880,698880,698880,698880
717,2,2.000,629024,629024,924164,776594,924164,924164,924164,924164,924164
718,1,1.000,734574,734574,734574,734574,734574,734574,734574,734574,734574
719,1,1.000,673822,673822,673822,673822,673822,673822,673822,673822,673822
720,2,2.000,189184,189184,659280,424232,659280,659280,659280,659280,659280
721,3,3.000,158803,158803,160648,308539,606166,606166,606166,606166,606166
722,5,5.000,156791,157164,157305,213121,157534,436811,436811,436811,436811
723,2,2.000,158182,158182,953007,555594,953007,953007,953007,953007,953007
724,2,2.000,446957,446957,737920,592438,737920,737920,737920,737920,737920
725,1,1.000,1355971,1355971,1355971,1355971,1355971,1355971,1355971,1355971,1355971
726,1,1.000,746503,746503,746503,746503,746503,746503,746503,746503,746503
727,1,1.000,1349357,1349357,1349357,1349357,1349357,1349357,1349357,1349357,1349357
728,1,1.000,160551,160551,160551,160551,160551,160551,160551,160551,160551
729,5,5.000,159791,162598,163600,337873,447594,755786,755786,755786,755786
730,1,1.000,550655,550655,550655,550655,550655,550655,550655,550655,550655
731,1,1.000,859097,859097,859097,859097,859097,859097,859097,859097,859097
732,2,2.000,159762,159762,806649,483205,806649,806649,806649,806649,806649
733,5,5.000,70028,159595,169754,256986,184736,700818,700818,700818,700818
734,1,1.000,757963,757963,757963,757963,757963,757963,757963,757963,757963
735,6,6.000,71386,158837,160160,278231,186292,933546,933546,933546,933546
736,2,2.000,161304,161304,688625,424964,688625,688625,688625,688625,688625
737,1,1.000,1319207,1319207,1319207,1319207,1319207,1319207,1319207,1319207,1319207
738,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
739,2,2.000,595505,595505,666415,630960,666415,666415,666415,666415,666415
740,2,2.000,545557,545557,642059,593808,642059,642059,642059,642059,642059
741,1,1.000,783339,783339,783339,783339,783339,783339,783339,783339,783339
742,5,5.000,116253,156999,157362,160079,160516,209267,209267,209267,209267
743,4,4.000,71575,172363,572197,393161,756510,756510,756510,756510,756510
744,1,1.000,539759,539759,539759,539759,539759,539759,539759,539759,539759
745,3,3.000,158154,158154,613182,578720,964824,964824,964824,964824,964824
746,1,1.000,158319,158319,158319,158319,158319,158319,158319,158319,158319
747,1,1.000,1315036,1315036,1315036,1315036,1315036,1315036,1315036,1315036,1315036
748,2,2.000,165883,165883,750776,458329,750776,750776,750776,750776,750776
749,2,2.000,159146,159146,745192,452169,745192,745192,745192,745192,745192
750,1,1.000,901991,901991,901991,901991,901991,901991,901991,901991,901991
751,2,2.000,156745,156745,923692,540218,923692,923692,923692,923692,923692
752,6,6.000,68672,155544,160309,144560,160526,164924,164924,164924,164924
753,4,4.000,156196,156594,156908,252220,539182,539182,539182,539182,539182
754,1,1.000,1315931,1315931,1315931,1315931,1315931,1315931,1315931,1315931,1315931
755,4,4.000,70403,156555,157668,204320,432655,432655,432655,432655,432655
756,2,2.000,433282,433282,980257,706769,980257,980257,980257,980257,980257
757,1,1.000,538950,538950,538950,538950,538950,538950,538950,538950,538950
758,3,3.000,68061,68061,157983,517194,1325538,1325538,1325538,1325538,1325538
759,2,2.000,159077,159077,833225,496151,833225,833225,833225,833225,833225
760,1,1.000,702796,702796,702796,702796,702796,702796,702796,702796,702796
761,2,2.000,158222,158222,666632,412427,666632,666632,666632,666632,666632
762,4,4.000,86483,86836,158555,292746,839113,839113,839113,839113,839113
763,2,2.000,159924,159924,971331,565627,971331,971331,971331,971331,971331
764,1,1.000,949995,949995,949995,949995,949995,949995,949995,949995,949995
765,2,2.000,162130,162130,1411712,786921,1411712,1411712,1411712,1411712,1411712
766,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
767,1,1.000,1008733,1008733,1008733,1008733,1008733,1008733,1008733,1008733,1008733
768,4,4.000,163627,195822,336599,449020,1100035,1100035,1100035,1100035,1100035
769,1,1.000,203609,203609,203609,203609,203609,203609,203609,203609,203609
770,3,3.000,165012,165012,566920,588099,1032365,1032365,1032365,1032365,1032365
771,1,1.000,868557,868557,868557,868557,868557,868557,868557,868557,868557
772,1,1.000,720384,720384,720384,720384,720384,720384,720384,720384,720384
773,2,2.000,184569,184569,604604,394586,604604,604604,604604,604604,604604
774,1,1.000,918945,918945,918945,918945,918945,918945,918945,918945,918945
775,6,6.000,75618,93152,171049,215124,175038,605637,605637,605637,605637
776,2,2.000,166556,166556,946456,556506,946456,946456,946456,946456,946456
777,2,2.000,73669,73669,465977,269823,465977,465977,465977,465977,465977
778,1,1.000,1375186,1375186,1375186,1375186,1375186,1375186,1375186,1375186,1375186
779,2,2.000,562736,562736,788142,675439,788142,788142,788142,788142,788142
780,1,1.000,471150,471150,471150,471150,471150,471150,471150,471150,471150
781,2,2.000,562435,562435,629816,596125,629816,629816,629816,629816,629816
782,4,4.000,157956,158926,163119,317857,791430,791430,791430,791430,791430
783,2,2.000,72359,72359,526574,299466,526574,526574,526574,526574,526574
784,2,2.000,617995,617995,688622,653308,688622,688622,688622,688622,688622
785,1,1.000,444690,444690,444690,444690,444690,444690,444690,444690,444690
786,2,2.000,157633,157633,1036268,596950,1036268,1036268,1036268,1036268,1036268
787,3,3.000,160319,160319,185575,297051,545261,545261,545261,545261,545261
788,2,2.000,85565,85565,960573,523069,960573,960573,960573,960573,960573
789,2,2.000,164489,164489,771455,467972,771455,771455,771455,771455,771455
790,2,2.000,162735,162735,957034,559884,957034,957034,957034,957034,957034
791,2,2.000,494694,494694,550113,522403,550113,550113,550113,550113,550113
792,1,1.000,1332916,1332916,1332916,1332916,1332916,1332916,1332916,1332916,1332916
793,2,2.000,162244,162244,479245,320744,479245,479245,479245,479245,479245
794,1,1.000,759509,759509,759509,759509,759509,759509,759509,759509,759509
795,3,3.000,157821,157821,157997,428120,968543,968543,968543,968543,968543
796,2,2.000,164082,164082,1136088,650085,1136088,1136088,1136088,1136088,1136088
797,1,1.000,458492,458492,458492,458492,458492,458492,458492,458492,458492
798,3,3.000,163124,163124,576660,697045,1351352,1351352,1351352,1351352,1351352
799,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
800,3,3.000,191419,191419,477662,448414,676163,676163,676163,676163,676163
801,4,4.000,158811,160844,161643,355608,941134,941134,941134,941134,941134
802,1,1.000,937447,937447,937447,937447,937447,937447,937447,937447,937447
803,1,1.000,606364,606364,606364,606364,606364,606364,606364,606364,606364
804,1,1.000,907916,907916,907916,907916,907916,907916,907916,907916,907916
805,2,2.000,588301,588301,839550,713925,839550,839550,839550,839550,839550
806,2,2.000,158280,158280,493354,325817,493354,493354,493354,493354,493354
807,2,2.000,159401,159401,645832,402616,645832,645832,645832,645832,645832
808,1,1.000,962350,962350,962350,962350,962350,962350,962350,962350,962350
809,1,1.000,927594,927594,927594,927594,927594,927594,927594,927594,927594
810,6,6.000,69172,157452,160111,251961,186558,780002,780002,780002,780002
811,2,2.000,155920,155920,833654,494787,833654,833654,833654,833654,833654
812,2,2.000,157481,157481,1321929,739705,1321929,1321929,1321929,1321929,1321929
813,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
814,1,1.000,1049979,1049979,1049979,1049979,1049979,1049979,1049979,1049979,1049979
815,4,4.000,157367,158790,162091,233090,454114,454114,454114,454114,454114
816,3,3.000,163412,163412,188751,335522,654404,654404,654404,654404,654404
817,3,3.000,163683,163683,169522,429958,956670,956670,956670,956670,956670
818,2,2.000,106146,106146,948566,527356,948566,948566,948566,948566,948566
819,4,4.000,164305,164640,166958,165834,167434,167434,167434,167434,167434
820,3,3.000,172161,172161,172443,426661,935381,935381,935381,935381,935381
821,2,2.000,545219,545219,879763,712491,879763,879763,879763,879763,879763
822,2,2.000,160318,160318,915629,537973,915629,915629,915629,915629,915629
823,1,1.000,856927,856927,856927,856927,856927,856927,856927,856927,856927
824,2,2.000,160918,160918,882166,521542,882166,882166,882166,882166,882166
825,1,1.000,891381,891381,891381,891381,891381,891381,891381,891381,891381
826,3,3.000,70911,70911,176283,533573,1353527,1353527,1353527,1353527,1353527
827,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
828,2,2.000,72150,72150,1009830,540990,1009830,1009830,1009830,1009830,1009830
829,2,2.000,511095,511095,556548,533821,556548,556548,556548,556548,556548
830,1,1.000,676340,676340,676340,676340,676340,676340,676340,676340,676340
831,2,2.000,161896,161896,989819,575857,989819,989819,989819,989819,989819
832,4,4.000,87749,159052,161315,226393,497458,497458,497458,497458,497458
833,2,2.000,161416,161416,755591,458503,755591,755591,755591,755591,755591
834,2,2.000,163785,163785,1350095,756940,1350095,1350095,1350095,1350095,1350095
835,3,3.000,164608,164608,189769,507580,1168363,1168363,1168363,1168363,1168363
836,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
837,3,3.000,160864,160864,283195,295648,442886,442886,442886,442886,442886
838,3,3.000,171338,171338,182570,370850,758643,758643,758643,758643,758643
839,3,3.000,167463,167463,171566,295822,548439,548439,548439,548439,548439
840,4,4.000,169338,170641,197923,266002,526107,526107,526107,526107,526107
841,2,2.000,651417,651417,819965,735691,819965,819965,819965,819965,819965
842,2,2.000,75948,75948,573595,324771,573595,573595,573595,573595,573595
843,1,1.000,1396641,1396641,1396641,1396641,1396641,1396641,1396641,1396641,1396641
844,1,1.000,1082339,1082339,1082339,1082339,1082339,1082339,1082339,1082339,1082339
845,1,1.000,1415695,1415695,1415695,1415695,1415695,1415695,1415695,1415695,1415695
846,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
847,2,2.000,179689,179689,955359,567524,955359,955359,955359,955359,955359
848,2,2.000,170802,170802,889165,529983,889165,889165,889165,889165,889165
849,3,3.000,73818,73818,571730,421393,618632,618632,618632,618632,618632
850,1,1.000,520715,520715,520715,520715,520715,520715,520715,520715,520715
851,1,1.000,923974,923974,923974,923974,923974,923974,923974,923974,923974
852,3,3.000,161652,161652,505163,535156,938654,938654,938654,938654,938654
853,1,1.000,665522,665522,665522,665522,665522,665522,665522,665522,665522
854,3,3.000,71174,71174,160183,262604,556455,556455,556455,556455,556455
855,2,2.000,160873,160873,1105546,633209,1105546,1105546,1105546,1105546,1105546
856,4,4.000,161257,161520,162219,470824,1398301,1398301,1398301,1398301,1398301
857,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
858,2,2.000,615978,615978,831456,723717,831456,831456,831456,831456,831456
859,1,1.000,447490,447490,447490,447490,447490,447490,447490,447490,447490
860,2,2.000,159958,159958,996601,578279,996601,996601,996601,996601,996601
861,2,2.000,602537,602537,654614,628575,654614,654614,654614,654614,654614
862,4,4.000,71672,162238,163274,239545,560999,560999,560999,560999,560999
863,1,1.000,554724,554724,554724,554724,554724,554724,554724,554724,554724
864,5,5.000,70858,161688,161970,208567,170927,477393,477393,477393,477393
865,1,1.000,994332,994332,994332,994332,994332,994332,994332,994332,994332
866,4,4.000,160308,160712,167493,235515,453547,453547,453547,453547,453547
867,2,2.000,983902,983902,988436,986169,988436,988436,988436,988436,988436
868,1,1.000,199733,199733,199733,199733,199733,199733,199733,199733,199733
869,1,1.000,817570,817570,817570,817570,817570,817570,817570,817570,817570
870,2,2.000,508449,508449,938229,723339,938229,938229,938229,938229,938229
871,3,3.000,162195,162195,164442,387633,836264,836264,836264,836264,836264
872,1,1.000,564586,564586,564586,564586,564586,564586,564586,564586,564586
873,1,1.000,1372739,1372739,1372739,1372739,1372739,1372739,1372739,1372739,1372739
874,1,1.000,472122,472122,472122,472122,472122,472122,472122,472122,472122
875,3,3.000,86564,86564,159316,344170,786630,786630,786630,786630,786630
876,3,3.000,158877,158877,166523,359918,754355,754355,754355,754355,754355
877,1,1.000,896640,896640,896640,896640,896640,896640,896640,896640,896640
878,1,1.000,986518,986518,986518,986518,986518,986518,986518,986518,986518
879,2,2.000,161380,161380,869196,515288,869196,869196,869196,869196,869196
880,3,3.000,159744,159744,171673,364160,761064,761064,761064,761064,761064
881,4,4.000,161135,172782,440204,317476,495784,495784,495784,495784,495784
882,1,1.000,707045,707045,707045,707045,707045,707045,707045,707045,707045
883,1,1.000,1383953,1383953,1383953,1383953,1383953,1383953,1383953,1383953,1383953
884,1,1.000,868588,868588,868588,868588,868588,868588,868588,868588,868588
885,1,1.000,832828,832828,832828,832828,832828,832828,832828,832828,832828
886,2,2.000,164522,164522,836165,500343,836165,836165,836165,836165,836165
887,2,2.000,159265,159265,1343806,751535,1343806,1343806,1343806,1343806,1343806
888,2,2.000,86291,86291,554174,320232,554174,554174,554174,554174,554174
889,1,1.000,984853,984853,984853,984853,984853,984853,984853,984853,984853
890,5,5.000,86661,158813,160888,270925,163218,785047,785047,785047,785047
891,1,1.000,501796,501796,501796,501796,501796,501796,501796,501796,501796
892,3,3.000,162171,162171,450632,432662,685185,685185,685185,685185,685185
893,1,1.000,943611,943611,943611,943611,943611,943611,943611,943611,943611
894,2,2.000,451814,451814,622226,537020,622226,622226,622226,622226,622226
895,2,2.000,161992,161992,458848,310420,458848,458848,458848,458848,458848
896,2,2.000,511390,511390,601647,556518,601647,601647,601647,601647,601647
897,2,2.000,495947,495947,1023101,759524,1023101,1023101,1023101,1023101,1023101
898,3,3.000,72941,72941,165157,274601,585705,585705,585705,585705,585705
899,2,2.000,169490,169490,708006,438748,708006,708006,708006,708006,708006
900,3,3.000,164169,164169,178047,289173,525303,525303,525303,525303,525303
901,2,2.000,159760,159760,665054,412407,665054,665054,665054,665054,665054
902,6,6.000,86595,157872,160204,148183,161202,165087,165087,165087,165087
903,1,1.000,970613,970613,970613,970613,970613,970613,970613,970613,970613
904,2,2.000,452065,452065,721440,586752,721440,721440,721440,721440,721440
905,1,1.000,997193,997193,997193,997193,997193,997193,997193,997193,997193
906,3,3.000,163206,163206,163477,370334,784320,784320,784320,784320,784320
907,2,2.000,630387,630387,926609,778498,926609,926609,926609,926609,926609
908,1,1.000,1011126,1011126,1011126,1011126,1011126,1011126,1011126,1011126,1011126
909,1,1.000,494432,494432,494432,494432,494432,494432,494432,494432,494432
910,1,1.000,878672,878672,878672,878672,878672,878672,878672,878672,878672
911,1,1.000,954657,954657,954657,954657,954657,954657,954657,954657,954657
912,4,4.000,89623,164044,187205,275014,659186,659186,659186,659186,659186
913,2,2.000,165602,165602,917115,541358,917115,917115,917115,917115,917115
914,1,1.000,987690,987690,987690,987690,987690,987690,987690,987690,987690
915,4,4.000,164501,170981,191733,378344,986163,986163,986163,986163,986163
916,1,1.000,165161,165161,165161,165161,165161,165161,165161,165161,165161
917,1,1.000,1008992,1008992,1008992,1008992,1008992,1008992,1008992,1008992,1008992
918,1,1.000,1003546,1003546,1003546,1003546,1003546,1003546,1003546,1003546,1003546
919,1,1.000,1353418,1353418,1353418,1353418,1353418,1353418,1353418,1353418,1353418
920,2,2.000,548425,548425,933760,741092,933760,933760,933760,933760,933760
921,1,1.000,186179,186179,186179,186179,186179,186179,186179,186179,186179
922,4,4.000,160311,187272,187659,323054,756974,756974,756974,756974,756974
923,2,2.000,160203,160203,546538,353370,546538,546538,546538,546538,546538
924,3,3.000,85228,85228,618013,449793,646140,646140,646140,646140,646140
925,3,3.000,158277,158277,188140,422444,920916,920916,920916,920916,920916
926,2,2.000,157516,157516,161805,159660,161805,161805,161805,161805,161805
927,7,7.000,158354,159648,159802,241023,169112,720167,720167,720167,720167
928,2,2.000,161162,161162,962819,561990,962819,962819,962819,962819,962819
929,2,2.000,158203,158203,183335,170769,183335,183335,183335,183335,183335
930,1,1.000,907321,907321,907321,907321,907321,907321,907321,907321,907321
931,2,2.000,163225,163225,871295,517260,871295,871295,871295,871295,871295
932,6,6.000,157600,157993,158807,223992,165348,546087,546087,546087,546087
933,1,1.000,991467,991467,991467,991467,991467,991467,991467,991467,991467
934,1,1.000,710277,710277,710277,710277,710277,710277,710277,710277,710277
935,1,1.000,980639,980639,980639,980639,980639,980639,980639,980639,980639
936,2,2.000,71170,71170,806061,438615,806061,806061,806061,806061,806061
937,4,4.000,110098,169466,186024,475646,1436998,1436998,1436998,1436998,1436998
938,1,1.000,190414,190414,190414,190414,190414,190414,190414,190414,190414
939,5,5.000,70140,159248,160202,204068,185933,444819,444819,444819,444819
940,1,1.000,1333496,1333496,1333496,1333496,1333496,1333496,1333496,1333496,1333496
941,1,1.000,610756,610756,610756,610756,610756,610756,610756,610756,610756
942,4,4.000,162136,162898,437874,348556,631316,631316,631316,631316,631316
943,2,2.000,160033,160033,823232,491632,823232,823232,823232,823232,823232
944,1,1.000,639281,639281,639281,639281,639281,639281,639281,639281,639281
945,2,2.000,161678,161678,1328716,745197,1328716,1328716,1328716,1328716,1328716
946,1,1.000,709196,709196,709196,709196,709196,709196,709196,709196,709196
947,3,3.000,165198,165198,489162,522793,914019,914019,914019,914019,914019
948,1,1.000,935559,935559,935559,935559,935559,935559,935559,935559,935559
949,2,2.000,158735,158735,162690,160712,162690,162690,162690,162690,162690
950,2,2.000,492028,492028,654428,573228,654428,654428,654428,654428,654428
951,6,6.000,69686,86647,161148,338610,190259,1364436,1364436,1364436,1364436
952,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
953,2,2.000,158364,158364,787165,472764,787165,787165,787165,787165,787165
954,2,2.000,552169,552169,554175,553172,554175,554175,554175,554175,554175
955,5,5.000,97898,125002,161510,146890,162941,187102,187102,187102,187102
956,2,2.000,91819,91819,913256,502537,913256,913256,913256,913256,913256
957,2,2.000,191017,191017,860786,525901,860786,860786,860786,860786,860786
958,3,3.000,96099,96099,216952,370037,797062,797062,797062,797062,797062
959,2,2.000,547034,547034,766393,656713,766393,766393,766393,766393,766393
960,1,1.000,537263,537263,537263,537263,537263,537263,537263,537263,537263
961,5,5.000,72429,160365,164957,208839,173151,473296,473296,473296,473296
962,2,2.000,164539,164539,788622,476580,788622,788622,788622,788622,788622
963,2,2.000,553938,553938,620539,587238,620539,620539,620539,620539,620539
964,1,1.000,923921,923921,923921,923921,923921,923921,923921,923921,923921
965,1,1.000,825626,825626,825626,825626,825626,825626,825626,825626,825626
966,4,4.000,159733,161379,161539,330848,840742,840742,840742,840742,840742
967,2,2.000,453129,453129,647482,550305,647482,647482,647482,647482,647482
968,2,2.000,166966,166966,603736,385351,603736,603736,603736,603736,603736
969,4,4.000,159322,160278,455650,356394,650326,650326,650326,650326,650326
970,2,2.000,161844,161844,257128,209486,257128,257128,257128,257128,257128
971,2,2.000,161324,161324,910399,535861,910399,910399,910399,910399,910399
972,1,1.000,960657,960657,960657,960657,960657,960657,960657,960657,960657
973,2,2.000,445247,445247,877977,661612,877977,877977,877977,877977,877977
974,2,2.000,442797,442797,495506,469151,495506,495506,495506,495506,495506
975,1,1.000,968843,968843,968843,968843,968843,968843,968843,968843,968843
976,3,3.000,158250,158250,180784,242686,389026,389026,389026,389026,389026
977,4,4.000,158378,186906,493092,462704,1012442,1012442,1012442,1012442,1012442
978,1,1.000,821509,821509,821509,821509,821509,821509,821509,821509,821509
979,2,2.000,178722,178722,663579,421150,663579,663579,663579,663579,663579
980,1,1.000,766791,766791,766791,766791,766791,766791,766791,766791,766791
981,2,2.000,159355,159355,777833,468594,777833,777833,777833,777833,777833
982,3,3.000,161289,161289,178163,271448,474892,474892,474892,474892,474892
983,2,2.000,164295,164295,772444,468369,772444,772444,772444,772444,772444
984,6,6.000,92224,166562,170777,241318,221835,629129,629129,629129,629129
985,1,1.000,1028982,1028982,1028982,1028982,1028982,1028982,1028982,1028982,1028982
986,1,1.000,622368,622368,622368,622368,622368,622368,622368,622368,622368
987,4,4.000,190014,192059,448573,444360,946794,946794,946794,946794,946794
988,1,1.000,540621,540621,540621,540621,540621,540621,540621,540621,540621
989,1,1.000,994199,994199,994199,994199,994199,994199,994199,994199,994199
990,1,1.000,759031,759031,759031,759031,759031,759031,759031,759031,759031
991,3,3.000,160182,160182,651624,508243,712925,712925,712925,712925,712925
992,2,2.000,184168,184168,1312029,748098,1312029,1312029,1312029,1312029,1312029
993,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
994,3,3.000,159317,159317,495886,664318,1337753,1337753,1337753,1337753,1337753
995,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
996,4,4.000,167304,183019,444723,403907,820582,820582,820582,820582,820582
997,1,1.000,1362011,1362011,1362011,1362011,1362011,1362011,1362011,1362011,1362011
998,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
999,3,3.000,160056,160056,493320,658657,1322596,1322596,1322596,1322596,1322596
1000,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1001,3,3.000,157877,157877,542578,449992,649521,649521,649521,649521,649521
1002,1,1.000,701199,701199,701199,701199,701199,701199,701199,701199,701199
1003,3,3.000,160004,160004,440312,529652,988641,988641,988641,988641,988641
1004,2,2.000,159013,159013,487737,323375,487737,487737,487737,487737,487737
1005,1,1.000,970029,970029,970029,970029,970029,970029,970029,970029,970029
1006,4,4.000,83970,85746,156838,221475,559348,559348,559348,559348,559348
1007,2,2.000,158184,158184,909411,533797,909411,909411,909411,909411,909411
1008,2,2.000,181525,181525,644437,412981,644437,644437,644437,644437,644437
1009,4,4.000,69636,159720,163845,331482,932728,932728,932728,932728,932728
1010,1,1.000,622865,622865,622865,622865,622865,622865,622865,622865,622865
1011,2,2.000,797941,797941,850187,824064,850187,850187,850187,850187,850187
1012,1,1.000,827830,827830,827830,827830,827830,827830,827830,827830,827830
1013,4,4.000,83476,84234,155672,119886,156162,156162,156162,156162,156162
1014,2,2.000,156123,156123,922251,539187,922251,922251,922251,922251,922251
1015,3,3.000,155038,155038,156540,416116,936772,936772,936772,936772,936772
1016,1,1.000,803814,803814,803814,803814,803814,803814,803814,803814,803814
1017,3,3.000,158124,158124,589407,704741,1366692,1366692,1366692,1366692,1366692
1018,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1019,4,4.000,70073,161996,163124,210000,444808,444808,444808,444808,444808
1020,2,2.000,160508,160508,807583,484045,807583,807583,807583,807583,807583
1021,2,2.000,543750,543750,600175,571962,600175,600175,600175,600175,600175
1022,3,3.000,156882,156882,193851,347783,692616,692616,692616,692616,692616
1023,2,2.000,159767,159767,1315425,737596,1315425,1315425,1315425,1315425,1315425
1024,1,1.000,595906,595906,595906,595906,595906,595906,595906,595906,595906
1025,2,2.000,93596,93596,1312149,702872,1312149,1312149,1312149,1312149,1312149
1026,2,2.000,157773,157773,160112,158942,160112,160112,160112,160112,160112
1027,2,2.000,526315,526315,600364,563339,600364,600364,600364,600364,600364
1028,1,1.000,1034945,1034945,1034945,1034945,1034945,1034945,1034945,1034945,1034945
1029,4,4.000,162624,163195,163246,281429,636653,636653,636653,636653,636653
1030,2,2.000,160103,160103,964826,562464,964826,964826,964826,964826,964826
1031,1,1.000,947979,947979,947979,947979,947979,947979,947979,947979,947979
1032,1,1.000,723785,723785,723785,723785,723785,723785,723785,723785,723785
1033,2,2.000,163423,163423,981106,572264,981106,981106,981106,981106,981106
1034,2,2.000,160543,160543,1006025,583284,1006025,1006025,1006025,1006025,1006025
1035,1,1.000,492718,492718,492718,492718,492718,492718,492718,492718,492718
1036,3,3.000,91349,91349,163967,432170,1041196,1041196,1041196,1041196,1041196
1037,1,1.000,1434857,1434857,1434857,1434857,1434857,1434857,1434857,1434857,1434857
1038,2,2.000,207610,207610,681586,444598,681586,681586,681586,681586,681586
1039,1,1.000,853103,853103,853103,853103,853103,853103,853103,853103,853103
1040,1,1.000,550052,550052,550052,550052,550052,550052,550052,550052,550052
1041,2,2.000,163654,163654,905954,534804,905954,905954,905954,905954,905954
1042,2,2.000,649209,649209,771114,710161,771114,771114,771114,771114,771114
1043,1,1.000,1348830,1348830,1348830,1348830,1348830,1348830,1348830,1348830,1348830
1044,1,1.000,159775,159775,159775,159775,159775,159775,159775,159775,159775
1045,2,2.000,607853,607853,832227,720040,832227,832227,832227,832227,832227
1046,2,2.000,86016,86016,1037254,561635,1037254,1037254,1037254,1037254,1037254
1047,1,1.000,850402,850402,850402,850402,850402,850402,850402,850402,850402
1048,3,3.000,158640,158640,160522,276427,510121,510121,510121,510121,510121
1049,3,3.000,162999,162999,194334,403952,854524,854524,854524,854524,854524
1050,1,1.000,755223,755223,755223,755223,755223,755223,755223,755223,755223
1051,2,2.000,69729,69729,881158,475443,881158,881158,881158,881158,881158
1052,1,1.000,1028017,1028017,1028017,1028017,1028017,1028017,1028017,1028017,1028017
1053,3,3.000,161092,161092,445090,403824,605292,605292,605292,605292,605292
1054,1,1.000,839551,839551,839551,839551,839551,839551,839551,839551,839551
1055,3,3.000,69588,69588,447033,380958,626254,626254,626254,626254,626254
1056,4,4.000,70339,158862,159217,223147,504172,504172,504172,504172,504172
1057,2,2.000,159244,159244,934028,546636,934028,934028,934028,934028,934028
1058,1,1.000,640599,640599,640599,640599,640599,640599,640599,640599,640599
1059,3,3.000,157580,157580,159314,341493,707586,707586,707586,707586,707586
1060,3,3.000,86680,86680,164712,397606,941426,941426,941426,941426,941426
1061,1,1.000,774543,774543,774543,774543,774543,774543,774543,774543,774543
1062,3,3.000,162617,162617,494668,526775,923041,923041,923041,923041,923041
1063,4,4.000,69740,71826,160891,116403,163157,163157,163157,163157,163157
1064,4,4.000,160796,186412,503179,446857,937041,937041,937041,937041,937041
1065,1,1.000,158572,158572,158572,158572,158572,158572,158572,158572,158572
1066,4,4.000,162235,164751,188453,266667,551229,551229,551229,551229,551229
1067,2,2.000,86784,86784,942581,514682,942581,942581,942581,942581,942581
1068,4,4.000,156653,157103,160855,282677,656097,656097,656097,656097,656097
1069,2,2.000,547795,547795,881163,714479,881163,881163,881163,881163,881163
1070,2,2.000,161804,161804,163907,162855,163907,163907,163907,163907,163907
1071,2,2.000,71912,71912,1401077,736494,1401077,1401077,1401077,1401077,1401077
1072,3,3.000,161227,161227,186059,177792,186092,186092,186092,186092,186092
1073,3,3.000,69622,69622,159877,331709,765628,765628,765628,765628,765628
1074,3,3.000,196690,196690,445056,450312,709190,709190,709190,709190,709190
1075,2,2.000,187056,187056,836662,511859,836662,836662,836662,836662,836662
1076,2,2.000,164365,164365,451227,307796,451227,451227,451227,451227,451227
1077,3,3.000,161894,161894,794001,683062,1093293,1093293,1093293,1093293,1093293
