Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.200,1646.590,1646.590,1646.590,1646.590,1646.590,1646.590,1646.590,1646.590,1646.590,0.001
5,0.200,1355.835,1355.835,1355.835,1355.835,1355.835,1355.835,1355.835,1355.835,1355.835,0.001
10,0.400,1380.295,1358.872,1358.872,1401.717,1401.717,1401.717,1401.717,1401.717,1401.717,0.001
15,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
20,0.200,1467.081,1467.081,1467.081,1467.081,1467.081,1467.081,1467.081,1467.081,1467.081,0.001
25,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
30,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
35,0.200,1355.850,1355.850,1355.850,1355.850,1355.850,1355.850,1355.850,1355.850,1355.850,0.001
40,0.200,1352.676,1352.676,1352.676,1352.676,1352.676,1352.676,1352.676,1352.676,1352.676,0.001
45,0.200,1362.592,1362.592,1362.592,1362.592,1362.592,1362.592,1362.592,1362.592,1362.592,0.001
50,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
55,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
60,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
65,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
70,0.400,846.794,328.032,328.032,1365.555,1365.555,1365.555,1365.555,1365.555,1365.555,0.001
75,0.200,1343.391,1343.391,1343.391,1343.391,1343.391,1343.391,1343.391,1343.391,1343.391,0.001
80,0.200,1385.513,1385.513,1385.513,1385.513,1385.513,1385.513,1385.513,1385.513,1385.513,0.001
85,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
90,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
95,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
100,0.200,1337.098,1337.098,1337.098,1337.098,1337.098,1337.098,1337.098,1337.098,1337.098,0.001
105,0.200,1346.580,1346.580,1346.580,1346.580,1346.580,1346.580,1346.580,1346.580,1346.580,0.001
