Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
240,195,5.118,0.886,2.091,5.016,7.482,10.478,11.383,15.317,19.275,0.195
241,168,5.953,1.174,2.396,2.995,8.648,11.041,19.082,19.577,19.979,0.168
242,225,4.439,0.843,1.853,2.352,6.494,8.361,9.55,15.148,15.248,0.225
243,178,5.63,0.879,2.379,2.716,8.697,11.676,15.322,19.993,20.312,0.178
244,160,6.22,1.305,2.444,5.722,9.61,11.394,13.916,19.588,19.589,0.161
245,175,5.737,1.184,2.386,2.665,8.895,11.387,18.423,19.726,19.87,0.174
246,188,5.278,1.051,2.423,2.697,8.024,10.42,11.356,19.031,20.466,0.189
247,176,5.733,1.189,2.389,5.573,8.626,10.972,11.678,18.997,19.252,0.174
248,104,21.125,1.116,2.185,2.541,9.141,10.809,11.453,19.255,1639.301,0.047
249,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
250,143,5.569,1.033,2.288,2.55,8.907,11.115,11.996,18.209,18.287,0.18
251,170,5.841,1.108,2.399,5.374,8.694,10.896,12.73,19.082,19.238,0.171
252,170,5.883,1.294,2.339,5.399,9.244,11.32,11.793,18.33,18.482,0.17
253,186,5.351,1.068,2.207,2.453,8.387,10.319,12.011,18.372,19.477,0.187
254,174,5.732,1.118,2.367,2.666,8.709,11.63,14.796,19.517,20.095,0.174
255,183,5.453,1.088,2.359,2.567,8.068,10.951,11.916,19.26,19.526,0.183
256,181,5.523,1.046,2.286,2.727,8.704,10.596,11.385,20.587,21.658,0.181
257,118,20.474,1.367,2.434,6.006,10.088,11.512,18.279,19.889,1656.508,0.049
258,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
259,99,5.939,1.159,2.455,2.76,10.236,11.76,12.274,20.147,20.147,0.168
260,155,6.443,1.223,2.523,3.324,10.191,11.868,19.809,20.616,20.731,0.155
261,165,6.021,1.144,2.532,5.902,9.02,11.731,12.214,20.39,21.302,0.166
262,162,6.154,1.175,2.551,6.037,9.525,11.06,12.304,20.144,21.162,0.162
263,159,6.319,1.192,2.397,6.217,9.446,11.345,12.377,19.937,20.142,0.158
264,202,4.942,0.927,1.954,5.119,7.466,9.145,9.515,15.83,16.223,0.202
265,189,5.252,0.919,2.01,2.681,7.789,10.819,12.127,20.019,21.437,0.19
266,176,5.684,1.082,2.317,5.494,8.971,10.906,11.495,19.603,19.78,0.176
267,14,118.162,1.509,2.309,6.054,8.568,18.507,1578.933,1578.933,1578.933,0.008
268,58,6.016,1.26,2.348,6.457,8.395,11.104,13.174,18.901,18.901,0.166
269,208,4.771,1.014,2.239,2.42,7.219,9.898,10.762,18.023,18.712,0.21
270,208,4.799,1.019,2.174,2.47,7.212,9.872,10.77,17.54,17.637,0.208
271,196,5.114,1.123,2.161,2.606,7.682,10.007,11.756,18.968,19.454,0.196
272,162,6.169,1.276,2.457,6.017,8.835,11.384,12.083,19.284,19.405,0.162
273,192,5.179,1.013,2.23,2.568,8.269,10.666,12.048,17.426,19.195,0.193
274,198,5.036,1.099,2.204,2.626,8.052,10.165,10.644,16.96,17.293,0.199
275,190,5.253,1.076,2.249,2.671,8.46,10.42,10.995,18.588,18.773,0.19
276,172,5.8,1.074,2.274,5.323,8.706,10.738,11.574,18.885,22.989,0.172
277,169,5.911,1.153,2.336,2.686,9.149,11.513,18.93,19.545,19.885,0.169
278,176,5.696,1.203,2.426,2.676,8.83,11.007,12.386,19.783,24.341,0.176
279,156,6.421,1.21,2.449,6.156,9.866,11.513,12.913,20.089,20.986,0.156
280,187,5.298,1.105,2.246,2.422,8.555,10.242,11.598,19.336,19.746,0.189
281,181,5.539,1.092,2.348,2.854,8.353,10.809,11.601,19.8,19.837,0.181
282,184,5.457,1.052,2.287,2.98,8.259,10.809,11.44,18.329,18.444,0.183
283,123,8.082,1.021,2.289,2.683,7.955,10.227,13.543,18.921,337.534,0.124
284,187,5.328,0.996,2.279,2.914,8.78,10.299,11.006,17.207,18.813,0.188
285,175,5.765,1.083,2.196,5.381,8.419,10.316,17.125,18.084,30.856,0.173
286,165,5.973,1.145,2.193,5.715,9.127,10.704,11.133,18.558,19.003,0.167
287,187,5.389,1.076,2.129,2.828,8.238,10.529,11.074,17.704,17.951,0.186
288,231,4.287,0.851,1.695,2.066,6.744,8.111,9.944,16.865,18.112,0.233
289,226,4.451,0.814,1.693,2.336,6.586,8.458,10.152,17.579,18.339,0.225
290,181,5.506,1.116,2.31,2.664,8.737,11.131,11.534,19.617,22.8,0.182
291,178,5.594,1.145,2.328,2.659,8.565,10.917,11.672,20.076,21.907,0.179
292,175,5.694,1.346,2.416,3.001,8.634,10.658,11.885,19.191,21.232,0.176
293,172,5.839,1.299,2.363,5.303,8.957,10.845,11.628,19.631,19.702,0.171
294,181,5.466,1.113,2.314,2.805,7.972,9.983,11.096,18.589,18.769,0.183
295,173,5.769,1.097,2.356,5.366,8.632,10.711,11.551,19.442,19.453,0.173
296,172,5.806,1.211,2.519,2.735,9.23,11.37,12.559,20.629,23.262,0.172
297,185,5.428,1.144,2.278,2.61,8.452,10.812,11.581,18.712,18.993,0.184
298,118,11.667,1.071,2.327,2.554,8.124,10.182,11.536,18.852,778.281,0.086
