Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
625,3,3.000,144727,144727,158781,336502,705998,705998,705998,705998,705998
626,1,1.000,760276,760276,760276,760276,760276,760276,760276,760276,760276
627,2,2.000,595304,595304,945488,770396,945488,945488,945488,945488,945488
628,2,2.000,144385,144385,884847,514616,884847,884847,884847,884847,884847
629,2,2.000,143380,143380,869073,506226,869073,869073,869073,869073,869073
630,2,2.000,160384,160384,784795,472589,784795,784795,784795,784795,784795
631,3,3.000,148138,148138,158370,155642,160418,160418,160418,160418,160418
632,4,4.000,143274,145278,592385,436138,863617,863617,863617,863617,863617
633,2,2.000,143785,143785,935597,539691,935597,935597,935597,935597,935597
634,2,2.000,149714,149714,630494,390104,630494,630494,630494,630494,630494
635,1,1.000,720508,720508,720508,720508,720508,720508,720508,720508,720508
636,5,5.000,146234,154606,162596,283224,173210,779477,779477,779477,779477
637,1,1.000,948521,948521,948521,948521,948521,948521,948521,948521,948521
638,3,3.000,55010,55010,151847,236393,502322,502322,502322,502322,502322
639,5,5.000,58416,145996,157341,139452,162939,172572,172572,172572,172572
640,1,1.000,993277,993277,993277,993277,993277,993277,993277,993277,993277
641,4,4.000,145512,146426,158817,224113,445699,445699,445699,445699,445699
642,3,3.000,161912,161912,168996,367064,770286,770286,770286,770286,770286
643,2,2.000,157787,157787,744919,451353,744919,744919,744919,744919,744919
644,3,3.000,57982,57982,144212,377889,931475,931475,931475,931475,931475
645,1,1.000,974798,974798,974798,974798,974798,974798,974798,974798,974798
646,3,3.000,159716,159716,210061,433003,929233,929233,929233,929233,929233
647,2,2.000,155021,155021,855995,505508,855995,855995,855995,855995,855995
648,3,3.000,56808,56808,157042,216770,436461,436461,436461,436461,436461
649,3,3.000,157672,157672,738344,569672,813002,813002,813002,813002,813002
650,1,1.000,492118,492118,492118,492118,492118,492118,492118,492118,492118
651,5,5.000,143297,143507,154608,151473,156803,159154,159154,159154,159154
652,8,8.000,54163,142873,143552,203343,153340,699861,699861,699861,699861
653,3,3.000,144432,144432,153999,152649,159517,159517,159517,159517,159517
654,5,5.000,56385,142235,157486,196059,193883,430306,430306,430306,430306
655,2,2.000,195612,195612,941123,568367,941123,941123,941123,941123,941123
656,1,1.000,902955,902955,902955,902955,902955,902955,902955,902955,902955
657,3,3.000,143981,143981,174841,332795,679565,679565,679565,679565,679565
658,2,2.000,607442,607442,977131,792286,977131,977131,977131,977131,977131
659,1,1.000,730032,730032,730032,730032,730032,730032,730032,730032,730032
660,2,2.000,154798,154798,659155,406976,659155,659155,659155,659155,659155
661,2,2.000,517744,517744,595619,556681,595619,595619,595619,595619,595619
662,2,2.000,548202,548202,975075,761638,975075,975075,975075,975075,975075
663,1,1.000,145204,145204,145204,145204,145204,145204,145204,145204,145204
664,3,3.000,160073,160073,162644,330698,669377,669377,669377,669377,669377
665,3,3.000,143264,143264,491615,391650,540073,540073,540073,540073,540073
666,4,4.000,154261,158862,202490,303283,697521,697521,697521,697521,697521
667,1,1.000,889298,889298,889298,889298,889298,889298,889298,889298,889298
668,3,3.000,155997,155997,494008,446264,688788,688788,688788,688788,688788
669,2,2.000,152424,152424,193289,172856,193289,193289,193289,193289,193289
670,3,3.000,141789,141789,142520,398994,912673,912673,912673,912673,912673
671,4,4.000,144245,154147,159204,220146,422988,422988,422988,422988,422988
672,5,5.000,142980,143268,155897,303981,208751,869009,869009,869009,869009
673,1,1.000,1003511,1003511,1003511,1003511,1003511,1003511,1003511,1003511,1003511
674,3,3.000,144459,144459,153621,168170,206430,206430,206430,206430,206430
675,1,1.000,949032,949032,949032,949032,949032,949032,949032,949032,949032
676,3,3.000,157944,157944,718512,562798,811939,811939,811939,811939,811939
677,2,2.000,145674,145674,157936,151805,157936,157936,157936,157936,157936
678,2,2.000,825954,825954,928111,877032,928111,928111,928111,928111,928111
679,1,1.000,612222,612222,612222,612222,612222,612222,612222,612222,612222
680,1,1.000,778858,778858,778858,778858,778858,778858,778858,778858,778858
681,3,3.000,202158,202158,462591,579359,1073330,1073330,1073330,1073330,1073330
682,1,1.000,147873,147873,147873,147873,147873,147873,147873,147873,147873
683,4,4.000,58723,146837,586009,374457,706260,706260,706260,706260,706260
684,3,3.000,146990,146990,162597,369146,797853,797853,797853,797853,797853
685,3,3.000,58695,58695,151409,254339,552913,552913,552913,552913,552913
686,3,3.000,147066,147066,162748,442656,1018156,1018156,1018156,1018156,1018156
687,2,2.000,71922,71922,161641,116781,161641,161641,161641,161641,161641
688,3,3.000,145508,145508,147031,438861,1024046,1024046,1024046,1024046,1024046
689,3,3.000,58865,58865,568108,429221,660691,660691,660691,660691,660691
690,1,1.000,730229,730229,730229,730229,730229,730229,730229,730229,730229
691,2,2.000,439987,439987,746923,593455,746923,746923,746923,746923,746923
692,1,1.000,609582,609582,609582,609582,609582,609582,609582,609582,609582
693,4,4.000,143228,146432,196257,340716,876948,876948,876948,876948,876948
694,3,3.000,143607,143607,172980,171594,198195,198195,198195,198195,198195
695,4,4.000,145750,156497,490094,374007,703690,703690,703690,703690,703690
696,1,1.000,549036,549036,549036,549036,549036,549036,549036,549036,549036
697,1,1.000,1091408,1091408,1091408,1091408,1091408,1091408,1091408,1091408,1091408
698,1,1.000,995743,995743,995743,995743,995743,995743,995743,995743,995743
699,3,3.000,143011,143011,435715,411760,656554,656554,656554,656554,656554
700,2,2.000,143250,143250,496057,319653,496057,496057,496057,496057,496057
701,4,4.000,53931,68480,205663,287063,820180,820180,820180,820180,820180
702,4,4.000,54753,69766,207557,309420,905605,905605,905605,905605,905605
703,2,2.000,146233,146233,767998,457115,767998,767998,767998,767998,767998
704,3,3.000,54957,54957,143358,270186,612245,612245,612245,612245,612245
705,5,5.000,144109,157560,158098,328286,160506,1021161,1021161,1021161,1021161
706,2,2.000,142835,142835,464640,303737,464640,464640,464640,464640,464640
707,2,2.000,143813,143813,607914,375863,607914,607914,607914,607914,607914
708,4,4.000,145734,148165,565051,455418,962724,962724,962724,962724,962724
709,1,1.000,158705,158705,158705,158705,158705,158705,158705,158705,158705
710,6,6.000,57925,152902,160756,276267,209522,919196,919196,919196,919196
711,2,2.000,53628,53628,482033,267830,482033,482033,482033,482033,482033
712,2,2.000,607567,607567,940377,773972,940377,940377,940377,940377,940377
713,1,1.000,143543,143543,143543,143543,143543,143543,143543,143543,143543
714,2,2.000,695835,695835,971711,833773,971711,971711,971711,971711,971711
715,3,3.000,143590,143590,147013,410337,940408,940408,940408,940408,940408
716,1,1.000,431876,431876,431876,431876,431876,431876,431876,431876,431876
717,4,4.000,143378,147872,156856,179333,269228,269228,269228,269228,269228
718,8,8.000,73117,143480,148991,137532,155730,191819,191819,191819,191819
719,2,2.000,142583,142583,748699,445641,748699,748699,748699,748699,748699
720,2,2.000,155021,155021,911359,533190,911359,911359,911359,911359,911359
721,6,6.000,56460,57682,145431,169250,163047,447949,447949,447949,447949
722,2,2.000,673895,673895,749889,711892,749889,749889,749889,749889,749889
723,1,1.000,710260,710260,710260,710260,710260,710260,710260,710260,710260
724,3,3.000,56915,56915,546824,495544,882893,882893,882893,882893,882893
725,3,3.000,53097,53097,156458,373006,909463,909463,909463,909463,909463
726,1,1.000,196092,196092,196092,196092,196092,196092,196092,196092,196092
727,3,3.000,143541,143541,154477,336953,712843,712843,712843,712843,712843
728,2,2.000,485693,485693,747900,616796,747900,747900,747900,747900,747900
729,3,3.000,142432,142432,155321,349098,749542,749542,749542,749542,749542
730,2,2.000,153688,153688,906687,530187,906687,906687,906687,906687,906687
731,4,4.000,146616,156451,156631,292835,711645,711645,711645,711645,711645
732,2,2.000,146311,146311,562841,354576,562841,562841,562841,562841,562841
733,1,1.000,858032,858032,858032,858032,858032,858032,858032,858032,858032
734,3,3.000,150450,150450,680304,585196,924836,924836,924836,924836,924836
735,1,1.000,155754,155754,155754,155754,155754,155754,155754,155754,155754
736,4,4.000,156455,196180,198904,360808,891695,891695,891695,891695,891695
737,1,1.000,613608,613608,613608,613608,613608,613608,613608,613608,613608
738,3,3.000,58775,58775,147450,300027,693856,693856,693856,693856,693856
739,2,2.000,147851,147851,868652,508251,868652,868652,868652,868652,868652
740,2,2.000,824427,824427,1075982,950204,1075982,1075982,1075982,1075982,1075982
741,1,1.000,636253,636253,636253,636253,636253,636253,636253,636253,636253
742,2,2.000,149832,149832,878775,514303,878775,878775,878775,878775,878775
743,3,3.000,148076,148076,170006,262689,469986,469986,469986,469986,469986
744,5,5.000,70762,157154,157219,285110,166262,874157,874157,874157,874157
745,1,1.000,213937,213937,213937,213937,213937,213937,213937,213937,213937
746,4,4.000,58013,155677,167241,310825,862370,862370,862370,862370,862370
747,3,3.000,146488,146488,153294,268963,507109,507109,507109,507109,507109
748,4,4.000,143965,155738,595524,415167,765442,765442,765442,765442,765442
749,1,1.000,647944,647944,647944,647944,647944,647944,647944,647944,647944
750,2,2.000,208951,208951,808622,508786,808622,808622,808622,808622,808622
751,5,5.000,57880,144247,157548,199917,196389,443525,443525,443525,443525
752,3,3.000,53290,53290,143035,402043,1009805,1009805,1009805,1009805,1009805
753,1,1.000,443998,443998,443998,443998,443998,443998,443998,443998,443998
754,3,3.000,54499,54499,157642,400295,988744,988744,988744,988744,988744
755,1,1.000,981028,981028,981028,981028,981028,981028,981028,981028,981028
756,3,3.000,56296,56296,662050,549185,929211,929211,929211,929211,929211
757,1,1.000,641416,641416,641416,641416,641416,641416,641416,641416,641416
758,4,4.000,56211,143478,172928,243810,602624,602624,602624,602624,602624
759,2,2.000,146571,146571,762917,454744,762917,762917,762917,762917,762917
760,2,2.000,502232,502232,593113,547672,593113,593113,593113,593113,593113
761,1,1.000,810683,810683,810683,810683,810683,810683,810683,810683,810683
762,2,2.000,145397,145397,541724,343560,541724,541724,541724,541724,541724
763,2,2.000,492660,492660,624785,558722,624785,624785,624785,624785,624785
764,3,3.000,156024,156024,174970,381360,813086,813086,813086,813086,813086
765,3,3.000,143577,143577,489460,479257,804735,804735,804735,804735,804735
766,1,1.000,591378,591378,591378,591378,591378,591378,591378,591378,591378
767,4,4.000,53657,142833,492324,392649,881784,881784,881784,881784,881784
768,1,1.000,194393,194393,194393,194393,194393,194393,194393,194393,194393
769,4,4.000,142529,144880,157623,252593,565342,565342,565342,565342,565342
770,3,3.000,146359,146359,441047,386993,573573,573573,573573,573573,573573
771,4,4.000,144612,159323,443411,353583,666986,666986,666986,666986,666986
772,1,1.000,927268,927268,927268,927268,927268,927268,927268,927268,927268
773,1,1.000,827922,827922,827922,827922,827922,827922,827922,827922,827922
774,2,2.000,452113,452113,599109,525611,599109,599109,599109,599109,599109
775,3,3.000,69774,69774,143514,215438,433026,433026,433026,433026,433026
776,1,1.000,907885,907885,907885,907885,907885,907885,907885,907885,907885
777,3,3.000,156176,156176,605156,521552,803326,803326,803326,803326,803326
778,1,1.000,874573,874573,874573,874573,874573,874573,874573,874573,874573
779,3,3.000,144689,144689,145009,248970,457213,457213,457213,457213,457213
780,2,2.000,541378,541378,592231,566804,592231,592231,592231,592231,592231
781,6,6.000,52812,58042,142706,113621,142727,143249,143249,143249,143249
782,3,3.000,154743,154743,462219,435092,688316,688316,688316,688316,688316
783,2,2.000,154507,154507,706964,430735,706964,706964,706964,706964,706964
784,3,3.000,143474,143474,156378,298917,596901,596901,596901,596901,596901
785,4,4.000,142983,156016,203323,248481,491603,491603,491603,491603,491603
786,1,1.000,996541,996541,996541,996541,996541,996541,996541,996541,996541
787,2,2.000,153412,153412,847610,500511,847610,847610,847610,847610,847610
788,2,2.000,146273,146273,885500,515886,885500,885500,885500,885500,885500
789,2,2.000,455875,455875,555572,505723,555572,555572,555572,555572,555572
790,3,3.000,52875,52875,144556,300369,703678,703678,703678,703678,703678
791,2,2.000,690379,690379,798545,744462,798545,798545,798545,798545,798545
792,1,1.000,543808,543808,543808,543808,543808,543808,543808,543808,543808
793,2,2.000,156666,156666,875806,516236,875806,875806,875806,875806,875806
794,5,5.000,55247,57425,142697,291328,210917,990358,990358,990358,990358
795,2,2.000,145209,145209,709441,427325,709441,709441,709441,709441,709441
796,2,2.000,159334,159334,609507,384420,609507,609507,609507,609507,609507
797,6,6.000,143413,147350,163077,259631,229266,711815,711815,711815,711815
798,1,1.000,767105,767105,767105,767105,767105,767105,767105,767105,767105
799,4,4.000,147645,160347,160452,157686,162301,162301,162301,162301,162301
800,3,3.000,147628,147628,149498,351942,758700,758700,758700,758700,758700
801,5,5.000,59323,149727,149839,242274,163604,688878,688878,688878,688878
802,4,4.000,58270,145855,162152,330672,956414,956414,956414,956414,956414
803,3,3.000,145652,145652,147116,436545,1016869,1016869,1016869,1016869,1016869
804,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
805,2,2.000,614726,614726,844809,729767,844809,844809,844809,844809,844809
806,2,2.000,59170,59170,957518,508344,957518,957518,957518,957518,957518
807,1,1.000,1042049,1042049,1042049,1042049,1042049,1042049,1042049,1042049,1042049
808,1,1.000,770562,770562,770562,770562,770562,770562,770562,770562,770562
809,2,2.000,57020,57020,691742,374381,691742,691742,691742,691742,691742
810,4,4.000,56777,142708,201042,242987,571424,571424,571424,571424,571424
811,3,3.000,146923,146923,657811,489542,663892,663892,663892,663892,663892
812,3,3.000,158783,158783,161875,348889,726011,726011,726011,726011,726011
813,1,1.000,915050,915050,915050,915050,915050,915050,915050,915050,915050
814,1,1.000,742882,742882,742882,742882,742882,742882,742882,742882,742882
815,3,3.000,53611,53611,155228,339664,810154,810154,810154,810154,810154
816,4,4.000,53670,142672,377615,291321,591329,591329,591329,591329,591329
817,1,1.000,698519,698519,698519,698519,698519,698519,698519,698519,698519
818,4,4.000,144460,144918,157896,309176,789431,789431,789431,789431,789431
819,3,3.000,144066,144066,194884,262485,448506,448506,448506,448506,448506
820,3,3.000,146623,146623,194031,432719,957503,957503,957503,957503,957503
821,1,1.000,857046,857046,857046,857046,857046,857046,857046,857046,857046
822,3,3.000,56410,56410,465748,356196,546432,546432,546432,546432,546432
823,4,4.000,58438,197105,209830,264554,592844,592844,592844,592844,592844
824,3,3.000,143874,143874,196847,275235,484984,484984,484984,484984,484984
825,2,2.000,215443,215443,588734,402088,588734,588734,588734,588734,588734
826,3,3.000,143191,143191,158788,365866,795620,795620,795620,795620,795620
827,4,4.000,154626,159447,167205,324516,816787,816787,816787,816787,816787
828,1,1.000,942939,942939,942939,942939,942939,942939,942939,942939,942939
829,2,2.000,142946,142946,646008,394477,646008,646008,646008,646008,646008
830,5,5.000,67900,142652,160040,299862,487046,641676,641676,641676,641676
831,2,2.000,166473,166473,959961,563217,959961,959961,959961,959961,959961
832,2,2.000,199937,199937,747761,473849,747761,747761,747761,747761,747761
833,1,1.000,948075,948075,948075,948075,948075,948075,948075,948075,948075
834,3,3.000,56966,56966,144018,118445,154351,154351,154351,154351,154351
835,5,5.000,57377,142878,143939,218877,156966,593228,593228,593228,593228
836,2,2.000,430406,430406,477033,453719,477033,477033,477033,477033,477033
837,5,5.000,52126,141564,158678,199118,160046,483176,483176,483176,483176
838,3,3.000,155524,155524,158403,333725,687249,687249,687249,687249,687249
839,4,4.000,143898,144531,156285,261112,599736,599736,599736,599736,599736
840,3,3.000,145408,145408,154371,356554,769885,769885,769885,769885,769885
841,3,3.000,154565,154565,585003,496424,749704,749704,749704,749704,749704
842,2,2.000,161867,161867,436646,299256,436646,436646,436646,436646,436646
843,2,2.000,156396,156396,827354,491875,827354,827354,827354,827354,827354
844,2,2.000,442756,442756,763604,603180,763604,763604,763604,763604,763604
845,3,3.000,56913,56913,144744,214192,440921,440921,440921,440921,440921
846,2,2.000,552905,552905,641677,597291,641677,641677,641677,641677,641677
847,3,3.000,69985,69985,428102,380154,642376,642376,642376,642376,642376
848,1,1.000,747820,747820,747820,747820,747820,747820,747820,747820,747820
849,2,2.000,536988,536988,731863,634425,731863,731863,731863,731863,731863
850,1,1.000,696202,696202,696202,696202,696202,696202,696202,696202,696202
851,2,2.000,143145,143145,959939,551542,959939,959939,959939,959939,959939
852,2,2.000,426252,426252,879871,653061,879871,879871,879871,879871,879871
853,4,4.000,144102,144993,156646,233634,488796,488796,488796,488796,488796
854,2,2.000,157045,157045,862703,509874,862703,862703,862703,862703,862703
855,2,2.000,449645,449645,659660,554652,659660,659660,659660,659660,659660
856,2,2.000,144834,144834,442181,293507,442181,442181,442181,442181,442181
857,2,2.000,159649,159649,766639,463144,766639,766639,766639,766639,766639
858,1,1.000,1025230,1025230,1025230,1025230,1025230,1025230,1025230,1025230,1025230
859,3,3.000,160570,160570,164589,339593,693620,693620,693620,693620,693620
860,2,2.000,470942,470942,702290,586616,702290,702290,702290,702290,702290
861,3,3.000,148104,148104,150010,272985,520843,520843,520843,520843,520843
862,2,2.000,147343,147343,1044977,596160,1044977,1044977,1044977,1044977,1044977
863,3,3.000,149874,149874,150870,444106,1031574,1031574,1031574,1031574,1031574
864,2,2.000,147441,147441,813181,480311,813181,813181,813181,813181,813181
865,1,1.000,943256,943256,943256,943256,943256,943256,943256,943256,943256
866,3,3.000,157037,157037,157920,415606,931862,931862,931862,931862,931862
867,2,2.000,145801,145801,159576,152688,159576,159576,159576,159576,159576
868,1,1.000,952802,952802,952802,952802,952802,952802,952802,952802,952802
869,3,3.000,55104,55104,156992,358758,864180,864180,864180,864180,864180
870,2,2.000,161837,161837,865658,513747,865658,865658,865658,865658,865658
871,3,3.000,143712,143712,157365,341426,723202,723202,723202,723202,723202
872,2,2.000,156295,156295,678438,417366,678438,678438,678438,678438,678438
873,4,4.000,144878,146861,656812,447552,841660,841660,841660,841660,841660
874,1,1.000,495936,495936,495936,495936,495936,495936,495936,495936,495936
875,3,3.000,144174,144174,210270,282710,493688,493688,493688,493688,493688
876,4,4.000,56518,156211,156902,276556,736595,736595,736595,736595,736595
877,3,3.000,157179,157179,572811,529123,857381,857381,857381,857381,857381
878,1,1.000,658746,658746,658746,658746,658746,658746,658746,658746,658746
879,3,3.000,142839,142839,163020,168582,199889,199889,199889,199889,199889
880,2,2.000,490740,490740,562104,526422,562104,562104,562104,562104,562104
881,2,2.000,700011,700011,753671,726841,753671,753671,753671,753671,753671
882,4,4.000,142507,143331,154181,347116,948445,948445,948445,948445,948445
883,1,1.000,969022,969022,969022,969022,969022,969022,969022,969022,969022
884,1,1.000,975144,975144,975144,975144,975144,975144,975144,975144,975144
885,2,2.000,144732,144732,147064,145898,147064,147064,147064,147064,147064
886,4,4.000,52740,154502,188228,220108,484965,484965,484965,484965,484965
887,2,2.000,645193,645193,804298,724745,804298,804298,804298,804298,804298
888,1,1.000,1003642,1003642,1003642,1003642,1003642,1003642,1003642,1003642,1003642
889,4,4.000,148575,155180,159274,166147,201559,201559,201559,201559,201559
890,2,2.000,143848,143848,757418,450633,757418,757418,757418,757418,757418
891,4,4.000,144938,145030,159485,375892,1054116,1054116,1054116,1054116,1054116
892,3,3.000,146692,146692,173457,172292,196729,196729,196729,196729,196729
893,2,2.000,163189,163189,786253,474721,786253,786253,786253,786253,786253
894,3,3.000,158251,158251,654370,606487,1006841,1006841,1006841,1006841,1006841
895,1,1.000,180063,180063,180063,180063,180063,180063,180063,180063,180063
896,4,4.000,146340,155520,158838,280148,659896,659896,659896,659896,659896
897,3,3.000,156397,156397,159458,310499,615642,615642,615642,615642,615642
898,2,2.000,701976,701976,904024,803000,904024,904024,904024,904024,904024
899,2,2.000,164359,164359,607523,385941,607523,607523,607523,607523,607523
900,2,2.000,69602,69602,720305,394953,720305,720305,720305,720305,720305
901,4,4.000,54050,143258,157373,316165,909982,909982,909982,909982,909982
902,1,1.000,548178,548178,548178,548178,548178,548178,548178,548178,548178
903,2,2.000,144872,144872,932789,538830,932789,932789,932789,932789,932789
904,1,1.000,991379,991379,991379,991379,991379,991379,991379,991379,991379
905,1,1.000,914248,914248,914248,914248,914248,914248,914248,914248,914248
906,2,2.000,757578,757578,906420,831999,906420,906420,906420,906420,906420
907,3,3.000,143099,143099,143431,149712,162606,162606,162606,162606,162606
908,3,3.000,143228,143228,154277,330919,695254,695254,695254,695254,695254
909,2,2.000,698863,698863,964416,831639,964416,964416,964416,964416,964416
910,2,2.000,143330,143330,231650,187490,231650,231650,231650,231650,231650
911,1,1.000,911187,911187,911187,911187,911187,911187,911187,911187,911187
912,4,4.000,56909,153799,587260,442709,972869,972869,972869,972869,972869
913,2,2.000,143701,143701,926206,534953,926206,926206,926206,926206,926206
914,1,1.000,432456,432456,432456,432456,432456,432456,432456,432456,432456
915,3,3.000,143600,143600,495067,502185,867888,867888,867888,867888,867888
916,1,1.000,145307,145307,145307,145307,145307,145307,145307,145307,145307
917,2,2.000,643663,643663,825207,734435,825207,825207,825207,825207,825207
918,1,1.000,757704,757704,757704,757704,757704,757704,757704,757704,757704
919,3,3.000,163417,163417,534950,570439,1012952,1012952,1012952,1012952,1012952
920,1,1.000,149844,149844,149844,149844,149844,149844,149844,149844,149844
921,2,2.000,693437,693437,878849,786143,878849,878849,878849,878849,878849
922,1,1.000,886800,886800,886800,886800,886800,886800,886800,886800,886800
923,3,3.000,148161,148161,160577,258127,465643,465643,465643,465643,465643
924,3,3.000,147896,147896,162884,401872,894837,894837,894837,894837,894837
925,4,4.000,54594,169252,203941,251923,579906,579906,579906,579906,579906
926,1,1.000,875523,875523,875523,875523,875523,875523,875523,875523,875523
927,3,3.000,141688,141688,192355,372118,782313,782313,782313,782313,782313
928,2,2.000,155471,155471,666212,410841,666212,666212,666212,666212,666212
929,3,3.000,144227,144227,159787,352388,753152,753152,753152,753152,753152
930,4,4.000,143961,144838,156617,271292,639753,639753,639753,639753,639753
931,1,1.000,991112,991112,991112,991112,991112,991112,991112,991112,991112
932,2,2.000,156139,156139,432133,294136,432133,432133,432133,432133,432133
933,2,2.000,552561,552561,606235,579398,606235,606235,606235,606235,606235
934,4,4.000,57302,143196,158790,211979,488631,488631,488631,488631,488631
935,2,2.000,666931,666931,954218,810574,954218,954218,954218,954218,954218
936,2,2.000,143353,143353,156113,149733,156113,156113,156113,156113,156113
937,3,3.000,143652,143652,817290,632023,935129,935129,935129,935129,935129
938,1,1.000,837549,837549,837549,837549,837549,837549,837549,837549,837549
939,2,2.000,145732,145732,693410,419571,693410,693410,693410,693410,693410
940,1,1.000,905872,905872,905872,905872,905872,905872,905872,905872,905872
941,4,4.000,143150,147491,163177,156259,171221,171221,171221,171221,171221
942,3,3.000,207653,207653,493912,434893,603116,603116,603116,603116,603116
943,3,3.000,145361,145361,157967,477885,1130329,1130329,1130329,1130329,1130329
944,1,1.000,155003,155003,155003,155003,155003,155003,155003,155003,155003
945,3,3.000,142912,142912,484803,391542,546912,546912,546912,546912,546912
946,2,2.000,431475,431475,645217,538346,645217,645217,645217,645217,645217
947,4,4.000,56485,146530,161496,247875,626990,626990,626990,626990,626990
948,3,3.000,152214,152214,156694,265134,486494,486494,486494,486494,486494
949,4,4.000,143931,154401,157321,259318,581619,581619,581619,581619,581619
950,5,5.000,69437,180468,205366,328694,440473,747728,747728,747728,747728
951,1,1.000,961852,961852,961852,961852,961852,961852,961852,961852,961852
952,2,2.000,160360,160360,162626,161493,162626,162626,162626,162626,162626
953,3,3.000,153341,153341,560923,517335,837741,837741,837741,837741,837741
954,1,1.000,928076,928076,928076,928076,928076,928076,928076,928076,928076
955,1,1.000,590539,590539,590539,590539,590539,590539,590539,590539,590539
956,3,3.000,53375,53375,757484,587442,951467,951467,951467,951467,951467
957,2,2.000,154629,154629,543915,349272,543915,543915,543915,543915,543915
958,3,3.000,155930,155930,207536,372662,754520,754520,754520,754520,754520
959,3,3.000,54341,54341,143744,265941,599738,599738,599738,599738,599738
960,3,3.000,57809,57809,144483,233262,497496,497496,497496,497496,497496
961,2,2.000,146530,146530,756056,451293,756056,756056,756056,756056,756056
962,3,3.000,143182,143182,155920,425265,976694,976694,976694,976694,976694
963,4,4.000,142811,143684,161328,263311,605424,605424,605424,605424,605424
964,2,2.000,143862,143862,483018,313440,483018,483018,483018,483018,483018
965,2,2.000,702839,702839,893343,798091,893343,893343,893343,893343,893343
966,3,3.000,143694,143694,144131,295824,599648,599648,599648,599648,599648
967,2,2.000,230077,230077,490670,360373,490670,490670,490670,490670,490670
968,5,5.000,54748,142424,144021,211301,154209,561107,561107,561107,561107
969,2,2.000,493856,493856,856323,675089,856323,856323,856323,856323,856323
970,3,3.000,142407,142407,158393,165355,195265,195265,195265,195265,195265
971,4,4.000,69341,164363,210673,292690,726383,726383,726383,726383,726383
972,2,2.000,612320,612320,696344,654332,696344,696344,696344,696344,696344
973,1,1.000,917102,917102,917102,917102,917102,917102,917102,917102,917102
974,1,1.000,887209,887209,887209,887209,887209,887209,887209,887209,887209
975,2,2.000,145346,145346,729929,437637,729929,729929,729929,729929,729929
976,4,4.000,145908,157106,196650,324273,797429,797429,797429,797429,797429
977,3,3.000,146547,146547,146856,151512,161134,161134,161134,161134,161134
978,2,2.000,160236,160236,838923,499579,838923,838923,838923,838923,838923
979,4,4.000,148210,161052,581314,371960,597264,597264,597264,597264,597264
980,1,1.000,528960,528960,528960,528960,528960,528960,528960,528960,528960
981,3,3.000,74499,74499,530616,434134,697288,697288,697288,697288,697288
982,2,2.000,149291,149291,693332,421311,693332,693332,693332,693332,693332
983,4,4.000,145682,148914,165917,334685,878230,878230,878230,878230,878230
984,1,1.000,742683,742683,742683,742683,742683,742683,742683,742683,742683
985,3,3.000,148112,148112,179206,428994,959665,959665,959665,959665,959665
986,3,3.000,143147,143147,159196,416259,946434,946434,946434,946434,946434
987,1,1.000,699942,699942,699942,699942,699942,699942,699942,699942,699942
988,1,1.000,942533,942533,942533,942533,942533,942533,942533,942533,942533
989,2,2.000,214750,214750,596714,405732,596714,596714,596714,596714,596714
990,2,2.000,155771,155771,679206,417488,679206,679206,679206,679206,679206
991,3,3.000,143976,143976,144108,371957,827788,827788,827788,827788,827788
992,2,2.000,164452,164452,964203,564327,964203,964203,964203,964203,964203
993,2,2.000,157311,157311,987971,572641,987971,987971,987971,987971,987971
994,2,2.000,144529,144529,972001,558265,972001,972001,972001,972001,972001
995,1,1.000,756692,756692,756692,756692,756692,756692,756692,756692,756692
996,1,1.000,895771,895771,895771,895771,895771,895771,895771,895771,895771
997,4,4.000,144118,144146,144798,218687,441687,441687,441687,441687,441687
998,1,1.000,978801,978801,978801,978801,978801,978801,978801,978801,978801
999,3,3.000,144411,144411,145125,327228,692148,692148,692148,692148,692148
1000,1,1.000,909001,909001,909001,909001,909001,909001,909001,909001,909001
1001,3,3.000,156651,156651,486137,430865,649807,649807,649807,649807,649807
1002,2,2.000,154275,154275,985972,570123,985972,985972,985972,985972,985972
1003,1,1.000,978841,978841,978841,978841,978841,978841,978841,978841,978841
1004,3,3.000,142809,142809,158261,246096,437219,437219,437219,437219,437219
1005,5,5.000,89064,143916,145008,216380,158452,545461,545461,545461,545461
1006,4,4.000,56628,144552,156840,224038,538135,538135,538135,538135,538135
1007,4,4.000,57831,143664,154125,243523,618475,618475,618475,618475,618475
1008,3,3.000,155078,155078,633069,586950,972703,972703,972703,972703,972703
1009,1,1.000,852541,852541,852541,852541,852541,852541,852541,852541,852541
1010,2,2.000,142465,142465,654559,398512,654559,654559,654559,654559,654559
1011,1,1.000,997695,997695,997695,997695,997695,997695,997695,997695,997695
1012,2,2.000,154173,154173,483124,318648,483124,483124,483124,483124,483124
1013,3,3.000,144460,144460,592105,456286,632295,632295,632295,632295,632295
1014,1,1.000,1033865,1033865,1033865,1033865,1033865,1033865,1033865,1033865,1033865
1015,1,1.000,669845,669845,669845,669845,669845,669845,669845,669845,669845
