Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.400,144.461,107.300,124.537,125.795,137.175,137.267,351.023,351.023,351.023,0.007
5,1.000,117.102,109.145,110.125,115.140,119.430,131.670,131.670,131.670,131.670,0.009
10,2.600,121.699,104.226,108.881,117.086,126.927,150.003,161.936,161.936,161.936,0.008
15,2.600,118.276,104.666,110.816,114.561,128.694,129.769,142.232,142.232,142.232,0.008
20,2.600,123.290,101.081,112.142,125.350,131.632,142.545,150.501,150.501,150.501,0.008
25,2.600,152.057,136.381,145.410,151.995,160.343,165.519,167.460,167.460,167.460,0.007
30,1.600,165.449,139.134,161.586,172.252,179.384,179.434,179.434,179.434,179.434,0.006
35,2.000,165.711,151.236,152.738,167.650,171.411,193.222,193.222,193.222,193.222,0.006
40,1.200,151.911,132.998,135.800,160.082,160.608,169.794,169.794,169.794,169.794,0.007
45,1.000,153.166,128.940,146.225,158.587,160.042,172.037,172.037,172.037,172.037,0.007
50,1.800,126.920,104.012,118.458,127.883,137.427,147.416,147.416,147.416,147.416,0.008
55,2.000,132.706,124.926,126.506,131.666,141.185,146.438,146.438,146.438,146.438,0.008
60,1.200,150.005,128.597,145.629,152.322,153.120,171.691,171.691,171.691,171.691,0.007
65,1.000,121.793,103.645,116.259,119.662,125.327,144.073,144.073,144.073,144.073,0.008
70,2.400,121.978,104.448,116.348,119.888,133.899,136.847,143.789,143.789,143.789,0.008
75,2.400,129.231,109.738,120.834,131.720,138.322,143.623,147.447,147.447,147.447,0.008
80,2.200,138.591,104.510,127.147,133.622,157.445,159.484,180.404,180.404,180.404,0.007
85,1.600,149.975,131.620,145.668,150.584,157.108,167.560,167.560,167.560,167.560,0.007
90,2.600,132.748,105.865,124.520,125.703,144.915,155.474,173.364,173.364,173.364,0.008
95,2.400,120.237,105.007,113.203,119.701,131.208,131.282,138.072,138.072,138.072,0.008
100,1.200,124.971,110.340,113.401,123.115,127.735,155.396,155.396,155.396,155.396,0.008
105,1.400,129.570,114.156,120.631,123.078,144.214,151.957,151.957,151.957,151.957,0.008
110,1.800,144.324,109.838,131.350,137.509,143.758,201.572,201.572,201.572,201.572,0.007
115,1.800,144.043,118.232,130.967,144.918,155.568,167.413,167.413,167.413,167.413,0.007
120,2.600,146.199,121.837,133.494,143.618,159.840,161.543,175.440,175.440,175.440,0.007
125,2.400,148.105,127.638,139.133,152.390,155.583,158.633,176.982,176.982,176.982,0.007
130,0.200,129.697,129.697,129.697,129.697,129.697,129.697,129.697,129.697,129.697,0.008
135,1.600,299.565,113.680,131.646,360.826,508.546,589.034,589.034,589.034,589.034,0.003
140,3.200,133.387,105.202,124.103,132.837,143.916,158.926,162.745,162.745,162.745,0.007
145,2.000,143.318,125.004,134.584,142.287,155.461,161.416,161.416,161.416,161.416,0.007
150,3.000,125.302,103.590,108.901,127.752,141.642,145.490,145.549,145.549,145.549,0.008
155,3.000,127.262,107.699,113.541,131.536,137.552,138.431,143.652,143.652,143.652,0.008
160,3.600,125.519,108.582,113.860,125.777,134.227,144.417,147.412,147.412,147.412,0.008
165,2.800,118.036,101.227,110.671,115.662,125.929,131.633,137.669,137.669,137.669,0.008
170,3.400,139.675,111.123,122.188,137.602,149.642,171.077,195.370,195.370,195.370,0.007
175,2.400,148.645,117.658,137.821,150.130,156.884,163.991,179.542,179.542,179.542,0.007
180,2.200,140.839,113.519,124.776,139.267,149.448,164.895,189.340,189.340,189.340,0.007
185,2.400,150.898,125.505,144.412,149.677,163.336,167.498,173.494,173.494,173.494,0.007
190,1.600,143.872,109.356,141.820,148.675,156.810,161.663,161.663,161.663,161.663,0.007
195,2.800,146.603,118.901,134.632,145.240,164.298,173.513,176.672,176.672,176.672,0.007
200,1.600,132.518,110.749,126.761,136.003,140.653,161.611,161.611,161.611,161.611,0.008
205,2.000,143.013,123.947,127.646,144.411,149.395,177.545,177.545,177.545,177.545,0.007
210,1.800,137.747,113.011,118.534,143.705,155.523,158.961,158.961,158.961,158.961,0.007
215,1.800,178.600,107.580,118.583,125.731,149.634,521.215,521.215,521.215,521.215,0.006
220,1.200,129.997,112.097,115.822,125.603,141.841,161.648,161.648,161.648,161.648,0.008
225,2.400,148.959,119.368,133.689,153.891,164.686,169.215,179.553,179.553,179.553,0.007
230,1.800,152.386,122.541,144.195,153.411,163.704,181.219,181.219,181.219,181.219,0.007
235,2.400,121.398,101.767,113.689,123.113,126.858,130.285,143.621,143.621,143.621,0.008
240,2.200,135.618,108.336,115.104,129.612,153.703,159.478,193.269,193.269,193.269,0.007
245,2.600,158.499,137.241,151.198,154.156,161.670,175.536,183.459,183.459,183.459,0.006
250,3.000,160.175,129.219,150.947,160.904,167.497,179.494,190.050,190.050,190.050,0.006
255,2.000,123.292,100.100,113.487,123.239,131.578,141.340,141.340,141.340,141.340,0.008
260,2.800,137.563,103.910,113.688,120.952,173.521,179.448,201.367,201.367,201.367,0.007
265,2.200,158.212,142.454,155.764,158.886,165.472,166.564,167.491,167.491,167.491,0.006
270,2.000,146.844,113.937,128.431,158.364,161.448,173.382,173.382,173.382,173.382,0.007
275,3.000,118.955,97.442,110.879,118.186,126.205,137.656,143.652,143.652,143.652,0.008
280,2.800,146.419,114.437,129.592,134.432,161.671,179.483,203.815,203.815,203.815,0.007
285,2.000,161.108,143.219,158.042,163.036,164.746,173.454,173.454,173.454,173.454,0.006
290,0.400,151.498,135.659,135.659,167.336,167.336,167.336,167.336,167.336,167.336,0.007
295,2.800,123.394,103.304,115.108,121.445,131.671,137.644,141.475,141.475,141.475,0.008
300,1.800,114.401,97.713,109.269,113.669,121.815,127.188,127.188,127.188,127.188,0.009
305,2.200,153.691,104.872,126.403,158.447,166.687,176.076,197.655,197.655,197.655,0.007
310,1.600,155.851,116.442,136.825,157.531,192.823,197.897,197.897,197.897,197.897,0.006
315,2.800,130.958,106.531,117.841,131.765,137.672,149.776,176.903,176.903,176.903,0.008
320,1.800,179.251,114.713,131.588,143.703,184.167,372.673,372.673,372.673,372.673,0.006
325,2.200,157.956,141.489,146.694,154.825,167.569,179.213,179.703,179.703,179.703,0.006
330,2.600,164.441,131.401,156.223,162.567,172.552,186.480,197.281,197.281,197.281,0.006
335,1.600,165.724,157.275,159.247,167.535,171.089,173.503,173.503,173.503,173.503,0.006
340,2.000,157.478,136.456,151.520,159.464,163.379,176.429,176.429,176.429,176.429,0.006
345,2.200,131.658,109.696,112.133,122.238,128.371,132.768,243.044,243.044,243.044,0.008
350,3.200,131.093,105.619,114.730,127.859,151.904,159.124,170.793,170.793,170.793,0.008
355,2.200,176.157,157.561,158.125,167.180,191.255,197.399,208.948,208.948,208.948,0.006
360,0.600,189.768,136.960,136.960,203.180,229.163,229.163,229.163,229.163,229.163,0.005
365,1.800,166.946,144.145,150.711,170.801,174.974,191.554,191.554,191.554,191.554,0.006
370,1.800,172.382,154.816,166.117,173.541,174.939,191.502,191.502,191.502,191.502,0.006
375,3.200,159.456,135.934,143.536,161.569,170.111,185.537,188.761,188.761,188.761,0.006
380,2.800,138.764,114.288,127.034,134.032,143.660,169.728,185.154,185.154,185.154,0.007
385,1.200,155.879,114.924,123.891,168.874,172.920,199.148,199.148,199.148,199.148,0.006
390,2.400,132.266,116.040,119.664,134.184,147.963,148.124,155.468,155.468,155.468,0.008
395,3.200,127.939,107.368,125.638,129.491,134.572,137.617,138.327,138.327,138.327,0.008
400,2.000,134.490,110.330,114.711,118.084,164.393,184.816,184.816,184.816,184.816,0.007
405,2.400,125.797,110.034,119.083,122.385,137.653,137.982,150.334,150.334,150.334,0.008
410,3.400,141.627,110.595,120.338,131.812,158.194,189.975,198.358,198.358,198.358,0.007
415,1.600,139.398,119.363,128.387,141.093,153.423,165.152,165.152,165.152,165.152,0.007
420,2.200,144.457,115.183,124.778,145.966,161.845,165.971,173.592,173.592,173.592,0.007
425,1.200,165.605,150.032,156.674,168.140,168.935,185.389,185.389,185.389,185.389,0.006
430,1.000,153.693,140.618,146.460,150.097,155.515,175.777,175.777,175.777,175.777,0.007
435,2.800,128.220,112.876,116.191,125.727,131.692,151.146,167.080,167.080,167.080,0.008
440,3.200,127.336,108.550,121.768,131.125,132.907,137.613,141.350,141.350,141.350,0.008
445,2.000,124.360,111.750,113.877,124.740,139.089,140.300,140.300,140.300,140.300,0.008
450,2.200,140.090,115.726,120.870,136.712,157.482,167.718,189.156,189.156,189.156,0.007
455,2.000,167.085,156.085,157.461,169.772,175.705,179.588,179.588,179.588,179.588,0.006
460,2.000,154.778,118.356,140.656,161.327,168.150,179.484,179.484,179.484,179.484,0.006
465,1.600,126.878,110.299,117.544,128.248,143.003,147.581,147.581,147.581,147.581,0.008
470,1.800,137.013,119.786,126.384,133.355,145.287,171.188,171.188,171.188,171.188,0.007
475,2.000,150.003,125.307,128.936,131.635,137.701,298.175,298.175,298.175,298.175,0.007
480,2.400,139.279,119.124,128.934,131.808,149.211,151.989,201.914,201.914,201.914,0.007
485,2.800,130.766,118.562,123.337,129.547,133.817,139.782,163.215,163.215,163.215,0.008
490,1.600,129.095,88.314,109.114,123.338,143.600,217.081,217.081,217.081,217.081,0.008
495,2.600,135.962,117.383,127.506,131.643,137.505,163.465,169.610,169.610,169.610,0.007
500,2.600,133.236,118.977,123.781,130.805,138.999,147.415,157.585,157.585,157.585,0.008
505,1.600,124.316,95.213,118.069,121.686,141.691,147.244,147.244,147.244,147.244,0.008
510,1.600,143.210,110.740,119.448,134.391,179.447,183.153,183.153,183.153,183.153,0.007
515,2.800,126.001,111.784,116.798,127.931,133.970,137.716,147.242,147.242,147.242,0.008
520,1.400,129.146,115.155,119.716,126.905,133.889,152.306,152.306,152.306,152.306,0.008
525,2.000,136.130,121.726,122.447,132.621,149.459,161.586,161.586,161.586,161.586,0.007
530,3.400,143.395,114.330,122.543,139.893,157.098,173.133,196.516,196.516,196.516,0.007
535,2.800,130.222,115.566,121.817,135.842,137.805,138.945,139.035,139.035,139.035,0.008
540,2.400,132.386,115.715,125.655,131.608,141.026,147.006,149.612,149.612,149.612,0.008
545,3.000,127.503,113.761,119.643,125.646,135.375,143.644,143.928,143.928,143.928,0.008
550,2.200,128.312,113.510,120.486,125.641,137.654,138.452,143.558,143.558,143.558,0.008
555,1.600,125.887,108.985,113.835,137.562,138.042,141.947,141.947,141.947,141.947,0.008
560,1.600,135.163,112.136,118.077,141.441,149.503,184.456,184.456,184.456,184.456,0.007
565,2.800,128.250,107.719,120.852,129.259,137.829,144.231,145.461,145.461,145.461,0.008
570,1.600,123.216,105.279,111.721,128.137,131.998,150.741,150.741,150.741,150.741,0.008
575,2.000,127.849,117.321,120.535,127.539,137.358,143.839,143.839,143.839,143.839,0.008
580,3.400,122.255,100.122,112.392,121.133,136.085,137.612,137.689,137.689,137.689,0.008
585,3.400,102.001,81.514,89.931,108.151,111.838,121.179,121.624,121.624,121.624,0.010
590,1.400,124.936,98.791,107.480,125.002,150.569,151.302,151.302,151.302,151.302,0.008
595,1.800,123.764,101.781,114.754,115.681,123.131,159.564,159.564,159.564,159.564,0.008
600,1.400,264.488,121.597,123.235,127.436,357.970,835.826,835.826,835.826,835.826,0.004
605,2.200,166.098,141.700,149.397,169.700,179.486,183.515,185.462,185.462,185.462,0.006
610,2.200,151.061,114.636,125.685,145.311,174.595,179.474,197.612,197.612,197.612,0.007
615,1.400,124.423,115.812,116.973,117.901,135.316,139.814,139.814,139.814,139.814,0.008
620,1.800,141.876,102.270,122.018,127.244,167.917,178.867,178.867,178.867,178.867,0.007
625,1.600,161.683,143.052,149.649,161.412,178.859,185.685,185.685,185.685,185.685,0.006
630,2.000,144.127,119.111,137.737,150.384,155.110,156.994,156.994,156.994,156.994,0.007
635,1.200,124.649,118.065,118.863,125.625,125.636,134.239,134.239,134.239,134.239,0.008
640,3.200,139.083,112.919,120.815,137.583,151.122,185.563,188.509,188.509,188.509,0.007
645,2.000,171.832,155.814,160.602,170.866,182.089,189.399,189.399,189.399,189.399,0.006
650,1.800,148.692,109.931,137.681,153.817,156.054,190.772,190.772,190.772,190.772,0.007
655,2.200,132.491,124.898,128.784,131.792,137.664,138.133,138.315,138.315,138.315,0.008
660,1.800,123.757,112.881,115.476,121.618,131.395,137.675,137.675,137.675,137.675,0.008
665,2.600,139.054,118.815,127.513,139.644,147.743,149.530,175.379,175.379,175.379,0.007
670,1.800,149.250,125.596,135.643,151.658,154.596,181.166,181.166,181.166,181.166,0.007
675,1.800,157.974,129.256,141.015,165.269,173.586,185.550,185.550,185.550,185.550,0.006
680,2.800,135.287,113.917,123.797,130.243,147.547,167.669,171.567,171.567,171.567,0.007
685,2.000,128.238,117.706,120.022,131.732,133.801,137.779,137.779,137.779,137.779,0.008
690,1.400,131.582,101.546,115.524,137.529,142.776,149.633,149.633,149.633,149.633,0.008
