Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
885,6,6.000,117181,123859,136000,144245,139282,217338,217338,217338,217338
886,6,6.000,114057,192076,195166,195700,217271,262873,262873,262873,262873
887,6,6.000,120767,125710,133560,143742,137756,212380,212380,212380,212380
888,2,2.000,319685,319685,664636,492160,664636,664636,664636,664636,664636
889,5,5.000,113688,123511,143485,204625,313289,329155,329155,329155,329155
890,5,5.000,63997,95874,251921,196106,255107,313634,313634,313634,313634
891,5,5.000,120438,177375,248058,217692,254162,288428,288428,288428,288428
892,5,5.000,178657,190165,191149,211062,216843,278498,278498,278498,278498
893,6,6.000,123789,125868,194754,185545,200426,296054,296054,296054,296054
894,5,5.000,10438,136411,159307,174304,253333,312032,312032,312032,312032
895,5,5.000,130514,146494,161508,181702,167547,302448,302448,302448,302448
896,2,2.000,227348,227348,699383,463365,699383,699383,699383,699383,699383
897,4,4.000,185261,299866,318847,382070,724309,724309,724309,724309,724309
898,4,4.000,125761,137599,143582,155632,215589,215589,215589,215589,215589
899,5,5.000,10532,131227,222868,190356,265022,322132,322132,322132,322132
900,5,5.000,119428,164567,188455,181809,215854,220741,220741,220741,220741
901,6,6.000,58001,110423,172517,166159,192543,335769,335769,335769,335769
902,6,6.000,58729,112242,143672,225064,205748,688740,688740,688740,688740
903,4,4.000,126319,150583,242877,192065,248484,248484,248484,248484,248484
904,5,5.000,118141,118832,217280,204944,259379,311089,311089,311089,311089
905,7,7.000,115951,131641,137502,138838,143662,173657,173657,173657,173657
906,4,4.000,123781,237011,257006,219905,261822,261822,261822,261822,261822
907,7,7.000,107921,111988,137612,153076,181295,270791,270791,270791,270791
908,5,5.000,185071,197742,221522,235067,282888,288114,288114,288114,288114
909,5,5.000,61168,95099,97281,167605,270629,313849,313849,313849,313849
910,5,5.000,13199,172227,207232,209574,295044,360169,360169,360169,360169
911,5,5.000,117558,119273,145692,185542,216067,329121,329121,329121,329121
912,6,6.000,113607,115461,131690,172654,230042,313498,313498,313498,313498
913,6,6.000,124748,147903,158891,180612,159862,343704,343704,343704,343704
914,3,3.000,295701,295701,295954,308945,335182,335182,335182,335182,335182
915,4,4.000,118672,149606,272191,308355,692952,692952,692952,692952,692952
916,3,3.000,133055,133055,229877,226050,315218,315218,315218,315218,315218
917,4,4.000,48433,194514,222020,312495,785014,785014,785014,785014,785014
918,4,4.000,160250,171806,293898,232003,302059,302059,302059,302059,302059
919,3,3.000,128586,128586,178084,365107,788651,788651,788651,788651,788651
920,1,1.000,809896,809896,809896,809896,809896,809896,809896,809896,809896
921,6,6.000,47819,50038,293842,262006,311043,751616,751616,751616,751616
922,2,2.000,157917,157917,391795,274856,391795,391795,391795,391795,391795
923,3,3.000,206439,206439,275391,278450,353522,353522,353522,353522,353522
924,2,2.000,456460,456460,491287,473873,491287,491287,491287,491287,491287
925,2,2.000,389042,389042,636974,513008,636974,636974,636974,636974,636974
926,6,6.000,15042,121768,274628,201043,323474,334858,334858,334858,334858
927,5,5.000,9786,125404,175940,174865,250908,312288,312288,312288,312288
928,5,5.000,120913,136312,229889,205055,255031,283132,283132,283132,283132
929,4,4.000,197292,210590,235923,225052,256404,256404,256404,256404,256404
930,6,6.000,112583,131635,154382,165778,197499,266879,266879,266879,266879
931,4,4.000,173247,219920,295337,254126,328001,328001,328001,328001,328001
932,5,5.000,111631,137215,279345,235042,320549,326471,326471,326471,326471
933,6,6.000,45078,52533,147485,170116,313447,316836,316836,316836,316836
934,4,4.000,200079,233190,253355,241578,279691,279691,279691,279691,279691
935,2,2.000,135928,135928,694100,415014,694100,694100,694100,694100,694100
936,3,3.000,150134,150134,245534,385380,760473,760473,760473,760473,760473
937,3,3.000,205533,205533,313191,445663,818266,818266,818266,818266,818266
938,3,3.000,141948,141948,189706,191392,242522,242522,242522,242522,242522
939,5,5.000,51640,133814,146801,178040,245327,312622,312622,312622,312622
940,7,7.000,52298,52958,171392,169652,251204,341165,341165,341165,341165
941,6,6.000,9970,145593,151720,253975,275549,792698,792698,792698,792698
942,2,2.000,143754,143754,231939,187846,231939,231939,231939,231939,231939
943,6,6.000,46985,143516,191497,170023,210884,249951,249951,249951,249951
944,5,5.000,135216,179517,179552,209075,205596,345496,345496,345496,345496
945,3,3.000,322478,322478,342932,351318,388544,388544,388544,388544,388544
946,5,5.000,27352,143884,164334,186630,191436,406146,406146,406146,406146
947,5,5.000,12656,131760,198729,171187,246391,266403,266403,266403,266403
948,6,6.000,11535,149360,173500,172631,185959,353808,353808,353808,353808
949,6,6.000,10188,87925,175271,174515,305471,340623,340623,340623,340623
950,5,5.000,126434,137622,167498,193450,230833,304867,304867,304867,304867
951,6,6.000,9110,144325,222240,191778,298745,315522,315522,315522,315522
952,5,5.000,121145,164068,209015,303221,236972,784909,784909,784909,784909
953,2,2.000,187228,187228,199638,193433,199638,199638,199638,199638,199638
954,5,5.000,195088,197762,213353,226343,243044,282469,282469,282469,282469
955,4,4.000,144145,185807,242429,206992,255590,255590,255590,255590,255590
956,7,7.000,53987,137730,144091,148652,193148,217209,217209,217209,217209
957,6,6.000,117019,132517,179801,178043,197438,282579,282579,282579,282579
958,3,3.000,165319,165319,284680,275252,375759,375759,375759,375759,375759
959,8,8.000,48628,61572,127252,136634,257635,264848,264848,264848,264848
960,4,4.000,179777,197760,197844,234592,362990,362990,362990,362990,362990
961,5,5.000,44729,158724,231680,203787,259095,324711,324711,324711,324711
962,5,5.000,9401,11127,121636,234730,299741,731745,731745,731745,731745
963,4,4.000,139924,147278,199802,199633,311528,311528,311528,311528,311528
964,6,6.000,51539,117555,212285,185848,262311,293135,293135,293135,293135
965,6,6.000,117752,123031,169030,182812,233369,298421,298421,298421,298421
966,3,3.000,227765,227765,274974,268145,301696,301696,301696,301696,301696
967,6,6.000,115885,128290,177305,173079,217103,235070,235070,235070,235070
968,7,7.000,11793,117208,131615,145385,197825,301946,301946,301946,301946
969,2,2.000,239526,239526,700691,470108,700691,700691,700691,700691,700691
970,4,4.000,122125,275399,313243,258558,323466,323466,323466,323466,323466
971,3,3.000,169836,169836,319671,390625,682368,682368,682368,682368,682368
972,4,4.000,122750,135623,235974,198399,299252,299252,299252,299252,299252
973,2,2.000,301291,301291,715534,508412,715534,715534,715534,715534,715534
974,5,5.000,172404,179523,189909,315503,222660,813022,813022,813022,813022
975,2,2.000,226764,226764,271331,249047,271331,271331,271331,271331,271331
976,6,6.000,9848,53983,252351,162533,261455,277716,277716,277716,277716
977,5,5.000,169672,172077,179502,198651,185509,286495,286495,286495,286495
978,4,4.000,143674,174297,262149,237916,371544,371544,371544,371544,371544
979,4,4.000,154798,155711,335995,248626,348002,348002,348002,348002,348002
980,5,5.000,167621,173466,173598,211463,214563,328070,328070,328070,328070
981,6,6.000,51466,157638,179555,172134,185440,291093,291093,291093,291093
982,4,4.000,169301,207791,285857,254637,355602,355602,355602,355602,355602
983,6,6.000,49445,169787,186043,165098,195064,213095,213095,213095,213095
984,4,4.000,117291,211454,245717,317297,694726,694726,694726,694726,694726
985,3,3.000,116102,116102,257310,221554,291251,291251,291251,291251,291251
986,5,5.000,56002,127401,211049,191087,241790,319194,319194,319194,319194
987,6,6.000,111059,131609,215675,185722,215734,244347,244347,244347,244347
988,5,5.000,121385,137588,214912,216574,299573,309414,309414,309414,309414
989,4,4.000,118738,121459,211048,193478,322667,322667,322667,322667,322667
990,4,4.000,122643,241184,296480,250533,341828,341828,341828,341828,341828
991,5,5.000,119767,193326,220337,224736,257966,332284,332284,332284,332284
992,6,6.000,13837,118366,143655,155651,217430,311559,311559,311559,311559
993,5,5.000,12519,137929,166500,192517,303569,342068,342068,342068,342068
994,5,5.000,123047,125168,289490,231390,302882,316364,316364,316364,316364
995,3,3.000,133783,133783,157522,344909,743423,743423,743423,743423,743423
996,4,4.000,135697,150837,227332,209853,325549,325549,325549,325549,325549
997,5,5.000,108996,112289,159770,284726,261343,781232,781232,781232,781232
998,3,3.000,160604,160604,261492,255065,343099,343099,343099,343099,343099
999,4,4.000,122044,147714,235246,204113,311450,311450,311450,311450,311450
1000,5,5.000,128481,177212,223374,207054,248738,257469,257469,257469,257469
1001,4,4.000,112717,221524,305260,241942,328268,328268,328268,328268,328268
1002,3,3.000,153704,153704,163474,331687,677885,677885,677885,677885,677885
1003,6,6.000,121755,137588,187751,184360,222961,261055,261055,261055,261055
1004,6,6.000,12267,51659,203904,144309,210007,270413,270413,270413,270413
1005,7,7.000,46552,119389,140856,160495,222850,251550,251550,251550,251550
1006,5,5.000,115179,119444,170926,170956,174720,274511,274511,274511,274511
1007,5,5.000,125466,157908,317229,252102,323773,336138,336138,336138,336138
1008,4,4.000,131023,159592,287331,228865,337516,337516,337516,337516,337516
1009,5,5.000,119375,124882,164287,194736,217536,347602,347602,347602,347602
1010,3,3.000,244576,244576,264218,277887,324867,324867,324867,324867,324867
1011,5,5.000,116143,126865,212098,203482,269214,293091,293091,293091,293091
1012,3,3.000,125102,125102,288166,367811,690165,690165,690165,690165,690165
1013,5,5.000,159165,160391,181414,200019,208151,290977,290977,290977,290977
1014,4,4.000,209682,226497,250880,268431,386667,386667,386667,386667,386667
1015,4,4.000,144656,151793,276522,218333,300362,300362,300362,300362,300362
1016,2,2.000,169109,169109,800855,484982,800855,800855,800855,800855,800855
1017,2,2.000,279145,279145,834126,556635,834126,834126,834126,834126,834126
1018,5,5.000,161511,167614,173531,199106,221638,271240,271240,271240,271240
1019,2,2.000,249591,249591,790624,520107,790624,790624,790624,790624,790624
1020,4,4.000,163361,198343,206659,232026,359741,359741,359741,359741,359741
1021,5,5.000,136197,156917,175309,179417,192677,235985,235985,235985,235985
1022,7,7.000,53714,131760,144620,147328,185183,217633,217633,217633,217633
1023,6,6.000,122098,139567,155118,168923,224217,224829,224829,224829,224829
1024,6,6.000,21539,130741,160761,158773,173381,327601,327601,327601,327601
1025,5,5.000,168370,173548,179556,206809,195542,317033,317033,317033,317033
1026,6,6.000,48278,148289,171136,178912,220427,320328,320328,320328,320328
1027,6,6.000,9278,45903,270473,178534,279442,286492,286492,286492,286492
1028,5,5.000,157414,161830,172453,189161,173523,280589,280589,280589,280589
1029,4,4.000,148841,238735,240642,225859,275220,275220,275220,275220,275220
1030,5,5.000,161825,163264,220402,256386,335778,400661,400661,400661,400661
1031,5,5.000,48582,81289,139676,152034,219793,270831,270831,270831,270831
1032,4,4.000,160197,213140,283979,253125,355185,355185,355185,355185,355185
1033,5,5.000,14613,152612,183865,182789,243865,318993,318993,318993,318993
1034,5,5.000,10433,175575,189553,201096,281891,348030,348030,348030,348030
1035,5,5.000,180296,212960,248036,232274,250650,269428,269428,269428,269428
1036,4,4.000,161639,163492,279435,236389,340991,340991,340991,340991,340991
1037,6,6.000,12898,13341,324036,272078,352565,786277,786277,786277,786277
1038,1,1.000,283660,283660,283660,283660,283660,283660,283660,283660,283660
1039,5,5.000,157107,188399,213563,220350,255907,286774,286774,286774,286774
1040,4,4.000,157500,164760,303161,243221,347464,347464,347464,347464,347464
1041,5,5.000,178716,187970,192725,197523,195213,232992,232992,232992,232992
1042,5,5.000,125628,149818,180190,190931,211522,287497,287497,287497,287497
1043,3,3.000,189838,189838,290897,394039,701384,701384,701384,701384,701384
1044,5,5.000,133140,153516,219890,201041,239297,259362,259362,259362,259362
1045,5,5.000,58519,122180,198318,176038,239316,261858,261858,261858,261858
1046,6,6.000,9890,113810,151584,172610,313937,328762,328762,328762,328762
1047,5,5.000,74996,137618,200089,286148,235889,782148,782148,782148,782148
1048,2,2.000,226369,226369,268575,247472,268575,268575,268575,268575,268575
1049,5,5.000,161407,164978,181712,211069,236211,311037,311037,311037,311037
1050,3,3.000,173450,173450,191445,391038,808220,808220,808220,808220,808220
1051,4,4.000,164119,177780,181531,190164,237226,237226,237226,237226,237226
1052,2,2.000,153414,153414,782475,467944,782475,782475,782475,782475,782475
1053,5,5.000,125969,241761,245614,244971,259969,351542,351542,351542,351542
1054,4,4.000,124921,229464,243737,228287,315029,315029,315029,315029,315029
1055,6,6.000,67271,116695,161749,163894,187467,301153,301153,301153,301153
1056,4,4.000,169959,179564,272297,225202,278991,278991,278991,278991,278991
1057,6,6.000,111565,128649,175616,180795,225976,267922,267922,267922,267922
1058,5,5.000,133020,163497,181992,213274,252785,335080,335080,335080,335080
1059,5,5.000,47526,151824,168048,182122,261882,281331,281331,281331,281331
1060,4,4.000,207226,219814,289105,251449,289652,289652,289652,289652,289652
1061,2,2.000,161332,161332,746940,454136,746940,746940,746940,746940,746940
1062,6,6.000,137646,145789,211848,196798,215302,298688,298688,298688,298688
1063,6,6.000,8423,41413,140566,254693,294031,922202,922202,922202,922202
1064,1,1.000,351604,351604,351604,351604,351604,351604,351604,351604,351604
1065,4,4.000,14437,343128,407960,317684,505212,505212,505212,505212,505212
1066,2,2.000,475189,475189,939228,707208,939228,939228,939228,939228,939228
1067,2,2.000,119695,119695,139919,129807,139919,139919,139919,139919,139919
1068,5,5.000,110562,131717,239777,217902,287532,319925,319925,319925,319925
1069,3,3.000,122342,122342,260446,356981,688157,688157,688157,688157,688157
1070,6,6.000,125681,133836,143704,140714,147274,159897,159897,159897,159897
1071,4,4.000,116339,278912,291346,252789,324560,324560,324560,324560,324560
1072,7,7.000,12648,96892,140355,151469,260770,287207,287207,287207,287207
1073,4,4.000,157538,173415,248811,334855,759657,759657,759657,759657,759657
1074,2,2.000,161567,161567,757035,459301,757035,757035,757035,757035,757035
1075,3,3.000,125672,125672,185610,343414,718960,718960,718960,718960,718960
1076,4,4.000,143132,163192,175265,168921,194097,194097,194097,194097,194097
1077,5,5.000,159164,162024,169993,209143,219179,335355,335355,335355,335355
1078,7,7.000,44931,112674,137631,144298,195211,226173,226173,226173,226173
1079,6,6.000,127114,137323,197306,179420,199588,263661,263661,263661,263661
1080,5,5.000,15730,131947,136588,172822,233757,346091,346091,346091,346091
1081,4,4.000,151370,167758,292363,243885,364049,364049,364049,364049,364049
1082,8,8.000,9981,122977,141820,137712,167766,319491,319491,319491,319491
1083,6,6.000,12638,118889,163771,146938,206775,229759,229759,229759,229759
1084,5,5.000,152030,163418,238768,226739,277829,301652,301652,301652,301652
1085,4,4.000,141088,257379,268708,343086,705171,705171,705171,705171,705171
1086,3,3.000,122113,122113,280653,234296,300124,300124,300124,300124,300124
1087,5,5.000,13667,119557,195762,180362,261441,311384,311384,311384,311384
1088,7,7.000,13354,46926,123604,135968,258346,269324,269324,269324,269324
1089,5,5.000,119597,137595,211885,190362,213519,269218,269218,269218,269218
1090,6,6.000,121785,124670,199649,178071,222121,240533,240533,240533,240533
1091,5,5.000,110750,113590,175948,183811,181427,337343,337343,337343,337343
1092,3,3.000,228669,228669,275091,422830,764732,764732,764732,764732,764732
1093,4,4.000,66551,134549,243789,201265,360173,360173,360173,360173,360173
1094,7,7.000,9825,105741,149086,153790,224277,233968,233968,233968,233968
1095,5,5.000,115108,131768,187311,180112,188787,277588,277588,277588,277588
1096,6,6.000,48197,111832,211465,243244,265350,696743,696743,696743,696743
1097,4,4.000,114105,137489,161386,157080,215341,215341,215341,215341,215341
1098,6,6.000,46685,119840,175104,180527,298699,321470,321470,321470,321470
1099,5,5.000,116799,118180,133875,187677,250531,319004,319004,319004,319004
1100,3,3.000,112934,112934,314115,378247,707694,707694,707694,707694,707694
1101,1,1.000,717537,717537,717537,717537,717537,717537,717537,717537,717537
1102,5,5.000,107911,117948,131170,199592,319080,321851,321851,321851,321851
1103,5,5.000,141218,141785,259117,218752,261801,289842,289842,289842,289842
1104,7,7.000,9918,12596,138719,131850,180133,284578,284578,284578,284578
1105,3,3.000,121589,121589,185292,348155,737585,737585,737585,737585,737585
1106,3,3.000,168619,168619,197984,349366,681496,681496,681496,681496,681496
1107,7,7.000,9152,135726,139709,155114,236272,242113,242113,242113,242113
1108,6,6.000,117048,131433,131876,137461,137818,174896,174896,174896,174896
1109,6,6.000,12046,113257,141278,165091,281896,323332,323332,323332,323332
1110,4,4.000,117357,131238,135989,270739,698372,698372,698372,698372,698372
1111,3,3.000,116506,116506,134207,312309,686216,686216,686216,686216,686216
1112,7,7.000,113620,126039,146739,170084,186035,286923,286923,286923,286923
1113,4,4.000,59572,117669,279494,191125,307765,307765,307765,307765,307765
1114,5,5.000,131498,195766,210001,201508,211819,258457,258457,258457,258457
1115,7,7.000,8849,119159,158084,153919,168444,335969,335969,335969,335969
1116,4,4.000,197179,317822,323412,299573,359881,359881,359881,359881,359881
1117,4,4.000,125016,132084,162068,177037,288980,288980,288980,288980,288980
1118,5,5.000,50171,211373,236002,218790,253591,342815,342815,342815,342815
1119,5,5.000,121574,131705,154794,204937,298356,318256,318256,318256,318256
1120,5,5.000,121104,141295,157272,204626,250122,353338,353338,353338,353338
1121,4,4.000,167877,213906,275229,248032,335117,335117,335117,335117,335117
1122,5,5.000,132541,156836,167514,195361,226769,293149,293149,293149,293149
1123,5,5.000,52590,153163,231513,205088,237519,350659,350659,350659,350659
1124,4,4.000,112784,197733,306129,330441,705118,705118,705118,705118,705118
1125,2,2.000,118609,118609,687326,402967,687326,687326,687326,687326,687326
1126,5,5.000,125587,135747,137724,205737,266581,363048,363048,363048,363048
1127,5,5.000,125876,127474,131357,155227,132304,259128,259128,259128,259128
1128,6,6.000,118083,126129,186989,199619,307727,327211,327211,327211,327211
1129,3,3.000,250793,250793,251309,272494,315380,315380,315380,315380,315380
1130,5,5.000,109361,120106,139302,253055,232055,664455,664455,664455,664455
1131,5,5.000,121547,121871,123734,134884,129723,177547,177547,177547,177547
1132,3,3.000,113856,113856,222897,339864,682840,682840,682840,682840,682840
1133,7,7.000,10353,99639,126139,144454,192938,289145,289145,289145,289145
1134,3,3.000,178452,178452,285309,399567,734941,734941,734941,734941,734941
1135,4,4.000,136026,153037,166497,198927,340149,340149,340149,340149,340149
1136,6,6.000,115715,119910,131679,165316,222025,275418,275418,275418,275418
1137,5,5.000,121031,145813,277174,233172,295883,325963,325963,325963,325963
1138,5,5.000,114806,121729,141891,165127,209038,238172,238172,238172,238172
1139,6,6.000,53677,99897,177596,162617,240517,288545,288545,288545,288545
1140,6,6.000,117126,137685,201791,201474,237767,371002,371002,371002,371002
1141,5,5.000,116305,117873,137880,260785,250719,681152,681152,681152,681152
1142,5,5.000,10046,48743,109680,101301,161093,176944,176944,176944,176944
1143,6,6.000,13162,121949,223400,184216,238576,288197,288197,288197,288197
1144,6,6.000,127584,136410,153993,145061,155320,157989,157989,157989,157989
1145,7,7.000,104212,125074,143477,184422,301643,338986,338986,338986,338986
1146,5,5.000,13286,115256,125733,147749,219472,265001,265001,265001,265001
1147,5,5.000,110962,116357,252265,199048,255198,260461,260461,260461,260461
1148,6,6.000,12986,111720,243810,193882,275146,289726,289726,289726,289726
1149,5,5.000,126198,126809,131765,166471,143324,304262,304262,304262,304262
1150,7,7.000,51962,109289,119020,147032,236212,267735,267735,267735,267735
1151,5,5.000,131484,131810,137630,193654,260511,306837,306837,306837,306837
1152,6,6.000,13553,121203,262781,200086,285238,297648,297648,297648,297648
1153,5,5.000,9237,136137,193600,271552,258723,760063,760063,760063,760063
1154,3,3.000,122025,122025,135639,139652,161292,161292,161292,161292,161292
1155,7,7.000,53515,109916,131640,157412,225823,297970,297970,297970,297970
1156,5,5.000,87420,90246,238071,273935,276748,677190,677190,677190,677190
1157,4,4.000,122753,133648,135544,149874,207552,207552,207552,207552,207552
1158,6,6.000,109977,114140,177063,166599,193790,263065,263065,263065,263065
1159,6,6.000,14893,50870,216394,158760,251485,252854,252854,252854,252854
1160,6,6.000,114380,119592,181740,182180,227704,325628,325628,325628,325628
1161,5,5.000,115223,119672,181872,211377,311114,329008,329008,329008,329008
1162,5,5.000,9813,109075,125592,173470,262642,360228,360228,360228,360228
1163,7,7.000,110186,132063,149591,154967,175402,219839,219839,219839,219839
1164,5,5.000,9718,127711,137453,189839,309137,365176,365176,365176,365176
1165,6,6.000,115521,131764,143656,160989,155630,285536,285536,285536,285536
1166,5,5.000,131890,143363,143624,214466,296289,357165,357165,357165,357165
1167,3,3.000,173344,173344,324042,399082,699860,699860,699860,699860,699860
1168,4,4.000,118834,119039,199044,178470,276963,276963,276963,276963,276963
1169,4,4.000,146380,167269,298962,245751,370396,370396,370396,370396,370396
1170,4,4.000,74944,157853,162509,301185,809436,809436,809436,809436,809436
1171,4,4.000,136546,145356,269889,222931,339936,339936,339936,339936,339936
1172,4,4.000,167561,281443,290458,268655,335158,335158,335158,335158,335158
1173,4,4.000,126932,221641,232060,222912,311015,311015,311015,311015,311015
1174,7,7.000,68052,115419,131594,147799,219385,239654,239654,239654,239654
1175,5,5.000,95718,119667,121667,191596,288174,332758,332758,332758,332758
1176,5,5.000,103803,105212,289982,227110,303285,333272,333272,333272,333272
1177,5,5.000,125572,125909,149562,173074,173634,290697,290697,290697,290697
1178,7,7.000,12662,111524,127375,149131,195119,291036,291036,291036,291036
1179,9,9.000,52508,99024,113768,135865,151157,341049,341049,341049,341049
1180,4,4.000,111562,125730,207726,170647,237572,237572,237572,237572,237572
1181,7,7.000,109267,121548,131568,156448,202010,217327,217327,217327,217327
1182,5,5.000,109927,130107,147388,188806,229286,327326,327326,327326,327326
1183,5,5.000,143097,157277,159558,210305,266892,324705,324705,324705,324705
1184,7,7.000,19748,109843,137545,131113,161434,208233,208233,208233,208233
1185,5,5.000,115274,164499,189801,201678,269063,269757,269757,269757,269757
1186,5,5.000,111628,215372,243494,228831,255064,318600,318600,318600,318600
1187,2,2.000,258541,258541,718268,488404,718268,718268,718268,718268,718268
1188,9,9.000,9784,49510,117031,98634,130156,196290,196290,196290,196290
1189,5,5.000,105416,136175,273331,232253,305074,341273,341273,341273,341273
1190,6,6.000,58372,97382,123386,136024,187740,234810,234810,234810,234810
1191,6,6.000,125314,125525,143726,182262,285346,287650,287650,287650,287650
1192,5,5.000,131084,132006,166156,177620,204125,254733,254733,254733,254733
1193,8,8.000,13060,113224,141637,159944,325605,357047,357047,357047,357047
1194,5,5.000,56383,75300,130399,150470,152868,337403,337403,337403,337403
1195,5,5.000,129546,178981,183093,217132,256281,337761,337761,337761,337761
1196,5,5.000,133484,139658,146925,189806,157880,371085,371085,371085,371085
1197,5,5.000,134656,160121,174077,199909,237940,292754,292754,292754,292754
1198,5,5.000,139775,150038,179508,216656,273464,340495,340495,340495,340495
1199,6,6.000,125863,129877,149646,159298,187419,223531,223531,223531,223531
1200,5,5.000,119567,141790,166688,190796,224010,301928,301928,301928,301928
1201,5,5.000,117389,137635,155285,284065,225926,784092,784092,784092,784092
1202,4,4.000,137629,141817,155660,185962,308745,308745,308745,308745,308745
1203,4,4.000,129657,194631,237131,223303,331796,331796,331796,331796,331796
1204,3,3.000,9223,9223,234680,319234,713800,713800,713800,713800,713800
1205,3,3.000,121360,121360,322165,402322,763442,763442,763442,763442,763442
1206,5,5.000,153450,154220,156603,167365,175496,197058,197058,197058,197058
1207,5,5.000,116904,169510,260322,236209,309103,325209,325209,325209,325209
1208,5,5.000,8534,143749,149550,156033,152881,325454,325454,325454,325454
1209,4,4.000,137682,153502,365213,360726,786510,786510,786510,786510,786510
1210,3,3.000,157563,157563,159479,181458,227334,227334,227334,227334,227334
1211,5,5.000,131614,159614,179497,213904,279521,319274,319274,319274,319274
1212,2,2.000,127069,127069,784510,455789,784510,784510,784510,784510,784510
1213,6,6.000,50710,126544,147743,162575,189852,327815,327815,327815,327815
1214,6,6.000,12442,51585,269229,180616,288312,339057,339057,339057,339057
1215,5,5.000,129592,221512,234727,224950,268249,270674,270674,270674,270674
1216,5,5.000,12741,113499,131709,170355,287433,306394,306394,306394,306394
1217,6,6.000,14320,127373,145713,170468,238692,361106,361106,361106,361106
1218,7,7.000,9689,118486,125671,129946,177809,213631,213631,213631,213631
1219,6,6.000,119766,132832,213457,180387,235422,243175,243175,243175,243175
1220,7,7.000,58507,115259,127651,149626,137700,345089,345089,345089,345089
1221,5,5.000,104992,118659,228559,209421,250918,343981,343981,343981,343981
1222,6,6.000,13106,117559,209785,235257,213845,736572,736572,736572,736572
1223,3,3.000,128221,128221,233262,199155,235983,235983,235983,235983,235983
1224,5,5.000,11206,144735,208947,196704,269421,349215,349215,349215,349215
1225,2,2.000,432272,432272,503779,468025,503779,503779,503779,503779,503779
1226,2,2.000,508635,508635,539611,524123,539611,539611,539611,539611,539611
1227,5,5.000,122919,137311,144892,265356,230510,691152,691152,691152,691152
1228,3,3.000,118293,118293,125582,186129,314512,314512,314512,314512,314512
1229,5,5.000,112958,117510,119550,187302,257431,329062,329062,329062,329062
1230,5,5.000,131687,149528,220147,213308,271883,293298,293298,293298,293298
1231,8,8.000,9871,128122,147213,142703,219228,264971,264971,264971,264971
1232,4,4.000,137386,219287,391918,383842,786778,786778,786778,786778,786778
1233,2,2.000,168726,168726,186784,177755,186784,186784,186784,186784,186784
1234,6,6.000,10182,116795,151334,153996,204480,297563,297563,297563,297563
1235,5,5.000,119654,211182,219351,220586,260462,292281,292281,292281,292281
1236,7,7.000,9600,54601,122658,127204,157302,290557,290557,290557,290557
1237,5,5.000,122050,135212,254028,298606,290891,690849,690849,690849,690849
1238,2,2.000,305156,305156,336308,320732,336308,336308,336308,336308,336308
1239,4,4.000,127756,206075,220584,212403,295199,295199,295199,295199,295199
1240,6,6.000,110763,112023,137604,172988,226239,335085,335085,335085,335085
1241,5,5.000,131680,239971,274901,329977,293503,709834,709834,709834,709834
1242,3,3.000,122265,122265,135861,146940,182696,182696,182696,182696,182696
1243,4,4.000,127949,245192,273302,237429,303273,303273,303273,303273,303273
1244,2,2.000,320204,320204,869879,595041,869879,869879,869879,869879,869879
1245,4,4.000,179438,179655,347025,263512,347932,347932,347932,347932,347932
1246,3,3.000,239178,239178,262310,261294,282395,282395,282395,282395,282395
1247,2,2.000,175158,175158,800525,487841,800525,800525,800525,800525,800525
1248,6,6.000,10374,162028,194099,200514,278352,381876,381876,381876,381876
1249,4,4.000,13360,166589,202146,183973,353800,353800,353800,353800,353800
1250,7,7.000,14561,165109,178096,182986,191581,377282,377282,377282,377282
1251,5,5.000,55598,167168,179683,196392,287450,292063,292063,292063,292063
1252,3,3.000,175385,175385,298179,271841,341961,341961,341961,341961,341961
1253,5,5.000,159922,162334,163069,186317,176378,269885,269885,269885,269885
1254,5,5.000,176974,206624,226311,233317,255442,301234,301234,301234,301234
1255,4,4.000,157832,227755,305194,254347,326609,326609,326609,326609,326609
1256,4,4.000,160510,182019,234816,225361,324099,324099,324099,324099,324099
1257,5,5.000,163427,179449,196350,205149,227788,258733,258733,258733,258733
1258,3,3.000,176194,176194,254125,446828,910166,910166,910166,910166,910166
1259,1,1.000,855690,855690,855690,855690,855690,855690,855690,855690,855690
1260,3,3.000,161198,161198,209403,233704,330513,330513,330513,330513,330513
1261,5,5.000,155447,179503,191444,208077,226421,287571,287571,287571,287571
1262,5,5.000,149953,179516,185365,219496,264093,318555,318555,318555,318555
1263,5,5.000,53097,71297,219025,171650,222675,292158,292158,292158,292158
1264,5,5.000,161426,191458,206130,245494,293390,375068,375068,375068,375068
1265,5,5.000,61598,153670,161485,190606,270882,305397,305397,305397,305397
1266,6,6.000,9653,142083,187994,152373,197372,197563,197563,197563,197563
1267,3,3.000,211174,211174,252534,420773,798613,798613,798613,798613,798613
1268,4,4.000,156598,159473,164368,165539,181717,181717,181717,181717,181717
1269,3,3.000,155526,155526,256402,392771,766387,766387,766387,766387,766387
1270,4,4.000,141722,148112,287264,219935,302645,302645,302645,302645,302645
1271,3,3.000,147724,147724,245526,398105,801066,801066,801066,801066,801066
1272,4,4.000,10529,219804,229624,176711,246888,246888,246888,246888,246888
