Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
66,8,8.000,10620,119519,166996,130305,193096,195227,195227,195227,195227
67,8,8.000,26143,135319,151161,136158,167560,186911,186911,186911,186911
68,6,6.000,113488,131152,156555,151634,179592,197849,197849,197849,197849
69,7,7.000,100604,102857,149949,144567,162937,209536,209536,209536,209536
70,6,6.000,103230,119152,135482,150891,191838,235610,235610,235610,235610
71,8,8.000,23410,144429,155715,151908,210510,227589,227589,227589,227589
72,7,7.000,8312,130616,148514,127274,150180,167584,167584,167584,167584
73,6,6.000,29709,130679,167351,151977,210588,217299,217299,217299,217299
74,6,6.000,141739,167624,190430,182615,204774,222717,222717,222717,222717
75,5,5.000,149587,153512,168438,186643,227123,234555,234555,234555,234555
76,6,6.000,142462,148806,156355,161687,162397,210705,210705,210705,210705
77,7,7.000,124919,137426,155330,158091,167434,203950,203950,203950,203950
78,5,5.000,148838,150395,167614,251680,209549,582008,582008,582008,582008
79,5,5.000,21161,149746,158233,151836,184570,245471,245471,245471,245471
80,6,6.000,100617,138029,164825,154785,186855,190139,190139,190139,190139
81,8,8.000,27377,106831,119694,116398,168563,174417,174417,174417,174417
82,7,7.000,103481,112821,155831,144687,176842,180542,180542,180542,180542
83,7,7.000,109384,113607,131726,143932,185634,192992,192992,192992,192992
84,9,9.000,8467,106679,117095,117104,129132,217798,217798,217798,217798
85,8,8.000,28599,101604,137828,122848,158394,174421,174421,174421,174421
86,5,5.000,95376,100954,125657,202242,197882,491343,491343,491343,491343
87,7,7.000,98544,119700,128849,144523,176180,198840,198840,198840,198840
88,8,8.000,85090,107718,119678,126460,155472,162887,162887,162887,162887
89,7,7.000,106750,107593,117771,130049,154405,187863,187863,187863,187863
90,9,9.000,7706,105873,125543,110657,142585,185703,185703,185703,185703
91,6,6.000,136728,141452,168449,172721,198152,229068,229068,229068,229068
92,9,9.000,10335,102537,119227,115844,141417,216672,216672,216672,216672
93,8,8.000,99371,126870,138564,131651,150555,161288,161288,161288,161288
94,7,7.000,41124,106772,138284,130985,175282,185619,185619,185619,185619
95,9,9.000,19477,101798,107023,107678,125584,210263,210263,210263,210263
96,8,8.000,23319,112715,142089,134611,192635,198415,198415,198415,198415
97,4,4.000,105923,113047,181489,223242,492512,492512,492512,492512,492512
98,7,7.000,106595,106832,137577,145354,179902,181415,181415,181415,181415
99,9,9.000,7863,105627,114654,113745,131401,186651,186651,186651,186651
100,5,5.000,24994,130275,175546,203830,180700,507638,507638,507638,507638
101,6,6.000,136679,148866,192478,186658,222742,245815,245815,245815,245815
102,6,6.000,23035,142426,150107,142642,167598,228737,228737,228737,228737
103,6,6.000,137563,142584,161566,163523,174203,209260,209260,209260,209260
104,9,9.000,9823,27820,148453,113009,151837,204385,204385,204385,204385
105,5,5.000,154528,162722,167525,245613,167538,575754,575754,575754,575754
106,2,2.000,156224,156224,580967,368595,580967,580967,580967,580967,580967
107,8,8.000,10594,131891,144847,142971,179690,235253,235253,235253,235253
108,6,6.000,136629,142798,181174,181523,208346,240727,240727,240727,240727
109,5,5.000,23568,142862,178181,157935,204373,240695,240695,240695,240695
110,4,4.000,138905,143330,191114,264438,584406,584406,584406,584406,584406
111,6,6.000,118374,119814,167550,161463,185779,228548,228548,228548,228548
112,6,6.000,34340,130592,198460,163494,215428,234603,234603,234603,234603
113,7,7.000,8953,117039,148641,140342,198099,209903,209903,209903,209903
114,8,8.000,6974,125134,163524,146024,204405,215979,215979,215979,215979
115,5,5.000,136679,157626,160154,164254,176277,190538,190538,190538,190538
116,7,7.000,7751,142877,167464,155268,209020,219058,219058,219058,219058
117,6,6.000,141999,166827,167760,172593,186374,205297,205297,205297,205297
118,6,6.000,141965,167481,173547,168538,173589,187142,187142,187142,187142
119,6,6.000,127619,131804,162203,164868,185892,229526,229526,229526,229526
120,9,9.000,7370,25007,160765,160361,164723,599264,599264,599264,599264
121,3,3.000,136381,136381,167247,157574,169094,169094,169094,169094,169094
122,5,5.000,144564,148394,209216,192673,214327,246866,246866,246866,246866
123,6,6.000,130744,137305,241101,246555,245738,575672,575672,575672,575672
124,3,3.000,179399,179399,192220,199283,226232,226232,226232,226232,226232
125,3,3.000,142214,142214,570041,431200,581347,581347,581347,581347,581347
126,4,4.000,143046,149413,167956,167691,210352,210352,210352,210352,210352
127,7,7.000,78976,131878,162464,154033,174140,221206,221206,221206,221206
128,6,6.000,142567,143206,167732,177149,202889,243883,243883,243883,243883
129,7,7.000,7904,132651,150653,131199,166707,167566,167566,167566,167566
130,8,8.000,7538,99602,149069,134167,204640,211987,211987,211987,211987
131,7,7.000,26364,105504,147455,134970,162420,215663,215663,215663,215663
132,5,5.000,130839,143310,167500,174799,199326,233021,233021,233021,233021
133,8,8.000,104364,116998,125065,133538,158989,192895,192895,192895,192895
134,6,6.000,137651,137685,146045,160188,157856,240399,240399,240399,240399
135,7,7.000,104678,110643,143059,140615,149882,199643,199643,199643,199643
136,4,4.000,133512,168238,494780,354994,623447,623447,623447,623447,623447
137,4,4.000,113142,127084,149657,157630,240638,240638,240638,240638,240638
138,6,6.000,52625,108929,149568,205170,228683,550161,550161,550161,550161
139,5,5.000,97289,119759,127473,146581,171865,216523,216523,216523,216523
140,7,7.000,136469,137799,153421,167492,204666,212114,212114,212114,212114
141,6,6.000,142656,143410,174779,172761,179467,247533,247533,247533,247533
142,6,6.000,28607,131686,161631,135361,172759,180307,180307,180307,180307
143,6,6.000,137591,149011,173053,172557,173529,234558,234558,234558,234558
144,7,7.000,8058,27073,179900,147361,214574,227022,227022,227022,227022
145,6,6.000,136372,143304,161522,165330,178634,222861,222861,222861,222861
146,6,6.000,25172,148437,181017,162637,208168,245429,245429,245429,245429
147,9,9.000,10511,26638,140848,111070,167839,179558,179558,179558,179558
148,8,8.000,10054,131896,162545,122664,174212,186468,186468,186468,186468
149,6,6.000,10214,145391,167563,159870,223945,249914,249914,249914,249914
150,6,6.000,127753,143627,179249,164473,183640,185010,185010,185010,185010
151,7,7.000,102138,119911,156723,201187,216114,492094,492094,492094,492094
152,7,7.000,9772,9900,100879,84522,122712,140677,140677,140677,140677
153,7,7.000,95491,125603,143730,143764,156812,210275,210275,210275,210275
154,8,8.000,107695,120026,133402,131794,150916,155066,155066,155066,155066
155,6,6.000,9697,10392,143987,164682,167228,520446,520446,520446,520446
156,8,8.000,9825,117385,125626,134742,192819,222039,222039,222039,222039
157,7,7.000,7540,107914,127714,126320,168625,197412,197412,197412,197412
158,9,9.000,7498,99791,125407,119765,139880,218379,218379,218379,218379
159,4,4.000,107761,161946,197443,241158,497484,497484,497484,497484,497484
160,8,8.000,25229,119631,136926,139209,186737,211250,211250,211250,211250
161,7,7.000,25833,119525,131682,124857,136609,200063,200063,200063,200063
162,5,5.000,89243,121087,125610,198612,166754,490368,490368,490368,490368
163,7,7.000,102674,113708,160682,152239,185741,190508,190508,190508,190508
164,7,7.000,104555,107526,130930,187301,189155,476747,476747,476747,476747
165,6,6.000,103687,108701,119588,128185,125122,198172,198172,198172,198172
166,7,7.000,10224,98757,111212,119534,167814,210949,210949,210949,210949
167,7,7.000,103049,112358,124362,139222,178437,192719,192719,192719,192719
168,9,9.000,100915,113657,119594,121183,125711,144547,144547,144547,144547
169,9,9.000,6780,105657,112865,108449,138505,185883,185883,185883,185883
170,6,6.000,132323,156449,167285,164822,175505,197084,197084,197084,197084
171,7,7.000,100512,106795,128624,135886,150768,200211,200211,200211,200211
172,5,5.000,101312,106660,144533,208560,216698,473598,473598,473598,473598
173,7,7.000,10157,106616,119814,177931,204742,493116,493116,493116,493116
174,6,6.000,9581,100825,127722,117871,138591,204952,204952,204952,204952
175,9,9.000,24911,106485,125685,123662,131429,198791,198791,198791,198791
176,4,4.000,126231,130764,130975,225885,515572,515572,515572,515572,515572
177,9,9.000,95728,107847,125673,127746,131800,190820,190820,190820,190820
178,7,7.000,100212,107260,125625,129092,131707,192869,192869,192869,192869
179,8,8.000,26867,104341,131573,126780,186696,206283,206283,206283,206283
180,3,3.000,179941,179941,377186,342260,469654,469654,469654,469654,469654
181,3,3.000,26331,26331,398512,310376,506286,506286,506286,506286,506286
182,8,8.000,31548,95472,115056,119609,172333,240141,240141,240141,240141
183,7,7.000,97173,106084,124121,142602,176917,230998,230998,230998,230998
184,7,7.000,107616,120660,159871,156963,177252,221655,221655,221655,221655
185,9,9.000,9516,97768,104284,102775,131999,173529,173529,173529,173529
186,8,8.000,9556,98983,141313,121622,199367,211298,211298,211298,211298
187,10,10.000,36556,98787,113743,110266,119667,152670,152670,152670,152670
188,8,8.000,56399,95760,113714,122896,149723,216037,216037,216037,216037
189,8,8.000,7738,102209,103884,114391,196324,217300,217300,217300,217300
190,8,8.000,37100,113699,119615,128741,180273,223129,223129,223129,223129
191,6,6.000,113962,117064,209126,178931,215761,217551,217551,217551,217551
192,6,6.000,105117,123844,159568,150758,179787,198311,198311,198311,198311
193,7,7.000,97329,99120,125787,146097,208026,229798,229798,229798,229798
194,7,7.000,113364,121299,127967,139155,154705,198795,198795,198795,198795
195,8,8.000,10396,137229,199711,145484,205815,229554,229554,229554,229554
196,5,5.000,119588,148999,197249,182644,220436,226952,226952,226952,226952
197,5,5.000,105973,119630,119656,198794,152081,496634,496634,496634,496634
198,7,7.000,100333,119730,137345,142828,169439,197766,197766,197766,197766
199,7,7.000,9624,111444,169623,143804,174809,226496,226496,226496,226496
200,8,8.000,10103,130867,166763,181938,215746,570897,570897,570897,570897
201,3,3.000,143444,143444,154339,178470,237629,237629,237629,237629,237629
202,7,7.000,34997,142101,155564,152496,168908,258246,258246,258246,258246
203,5,5.000,135780,161598,167488,178283,168561,257992,257992,257992,257992
204,6,6.000,141958,142502,169141,166703,179192,204645,204645,204645,204645
205,6,6.000,143393,150204,173518,174412,189764,235979,235979,235979,235979
206,7,7.000,37886,148456,167676,151423,179460,198315,198315,198315,198315
207,6,6.000,34019,35711,154866,185525,179514,581356,581356,581356,581356
208,5,5.000,136060,141238,163259,178627,211170,241412,241412,241412,241412
209,7,7.000,10605,134830,152102,141710,167542,218847,218847,218847,218847
210,5,5.000,145015,145700,180846,183959,200918,247318,247318,247318,247318
211,6,6.000,112387,149407,179061,175861,205629,252812,252812,252812,252812
212,5,5.000,139028,150671,165296,176838,208437,220761,220761,220761,220761
213,5,5.000,34816,149214,178146,227229,179771,594198,594198,594198,594198
214,5,5.000,125878,186386,186959,192058,227726,233344,233344,233344,233344
215,7,7.000,9978,146549,167796,151648,189233,229904,229904,229904,229904
216,5,5.000,141803,146017,155744,168242,197728,199919,199919,199919,199919
217,6,6.000,86792,149180,194707,170607,221843,221846,221846,221846,221846
218,4,4.000,143629,201976,229546,282958,556682,556682,556682,556682,556682
219,6,6.000,115978,124768,149456,152617,181231,213347,213347,213347,213347
220,6,6.000,111612,121796,161411,162451,198078,238811,238811,238811,238811
221,6,6.000,124467,137513,167422,158578,168901,205025,205025,205025,205025
222,6,6.000,156898,180045,204434,194949,210859,219721,219721,219721,219721
223,3,3.000,195742,195742,221867,335126,587769,587769,587769,587769,587769
224,6,6.000,34738,135480,167782,206457,168982,592574,592574,592574,592574
225,4,4.000,166338,167125,179485,186883,234586,234586,234586,234586,234586
226,3,3.000,156062,156062,222569,317514,573912,573912,573912,573912,573912
227,6,6.000,136399,143590,160135,161454,161804,217450,217450,217450,217450
228,9,9.000,9766,32090,141885,101723,167500,204830,204830,204830,204830
229,7,7.000,33961,133349,147969,142686,181160,184253,184253,184253,184253
230,7,7.000,143655,147336,166385,163118,167511,186406,186406,186406,186406
231,6,6.000,7887,141779,187403,158916,215429,235842,235842,235842,235842
232,6,6.000,10135,149574,180986,169330,225730,295926,295926,295926,295926
233,6,6.000,40524,141257,149560,150544,179293,247543,247543,247543,247543
234,6,6.000,167601,179499,193615,190780,202224,209048,209048,209048,209048
235,5,5.000,141700,142339,167570,169812,185459,211994,211994,211994,211994
236,6,6.000,154387,163039,168773,171725,173868,204569,204569,204569,204569
237,8,8.000,7567,137577,149516,135187,183875,245794,245794,245794,245794
238,4,4.000,167670,169281,208706,286538,600495,600495,600495,600495,600495
239,5,5.000,136824,141453,141709,163442,191972,205254,205254,205254,205254
240,6,6.000,124129,135421,167143,152415,170542,177939,177939,177939,177939
241,8,8.000,122833,126384,131635,129485,131906,137313,137313,137313,137313
242,7,7.000,117586,125636,129899,152956,191472,217561,217561,217561,217561
243,6,6.000,117509,119682,150673,158050,216901,217888,217888,217888,217888
244,8,8.000,7650,121704,145080,135435,178536,205930,205930,205930,205930
245,6,6.000,65011,124628,195486,155491,197296,199237,199237,199237,199237
246,5,5.000,36767,107475,137111,187707,137203,519979,519979,519979,519979
247,4,4.000,115230,144311,231848,250158,509245,509245,509245,509245,509245
248,6,6.000,101464,147762,199336,176997,210997,223460,223460,223460,223460
249,6,6.000,137214,149337,198802,184750,215234,241388,241388,241388,241388
250,3,3.000,131271,131271,154893,287951,577690,577690,577690,577690,577690
251,6,6.000,95452,136028,171409,161999,190596,221494,221494,221494,221494
252,6,6.000,97586,106355,130677,206183,215795,562869,562869,562869,562869
253,7,7.000,56563,101508,119668,114475,137047,142659,142659,142659,142659
254,8,8.000,103029,111591,130939,135366,179336,195789,195789,195789,195789
255,8,8.000,32674,119602,133115,135264,192345,224892,224892,224892,224892
256,7,7.000,10187,11290,102037,111725,195845,241613,241613,241613,241613
257,8,8.000,94012,117336,139631,144700,191092,226029,226029,226029,226029
258,4,4.000,147204,155997,173841,248224,515854,515854,515854,515854,515854
259,6,6.000,115588,146739,174940,172530,209687,227002,227002,227002,227002
260,4,4.000,31836,94626,172547,218254,574008,574008,574008,574008,574008
261,5,5.000,101342,119012,136881,212998,205834,501923,501923,501923,501923
262,5,5.000,116566,121283,125678,213301,200426,502556,502556,502556,502556
263,7,7.000,115748,131654,134471,143112,143739,200835,200835,200835,200835
264,6,6.000,116821,149459,182508,227245,191377,561254,561254,561254,561254
265,3,3.000,141275,141275,167665,175057,216233,216233,216233,216233,216233
266,6,6.000,150442,156521,179459,182280,212155,221573,221573,221573,221573
267,5,5.000,147415,161616,188927,186410,202396,231697,231697,231697,231697
268,6,6.000,142323,147533,171682,166219,173668,200190,200190,200190,200190
269,6,6.000,105617,130348,162418,160233,199259,201690,201690,201690,201690
270,7,7.000,10503,125426,142879,143110,197981,243134,243134,243134,243134
271,7,7.000,107320,111525,123741,145193,192126,193988,193988,193988,193988
272,7,7.000,37628,103725,165552,150582,197900,242070,242070,242070,242070
273,7,7.000,101407,111225,157180,147982,178528,204536,204536,204536,204536
274,6,6.000,100269,110923,163187,158619,224333,239754,239754,239754,239754
275,4,4.000,106108,149118,211414,242504,503378,503378,503378,503378,503378
276,5,5.000,149827,157357,172416,180061,209160,211548,211548,211548,211548
277,8,8.000,36355,111015,130201,126251,192243,235213,235213,235213,235213
278,7,7.000,107238,124561,149654,143956,157399,185554,185554,185554,185554
279,7,7.000,117693,124105,133085,150299,161767,229715,229715,229715,229715
280,6,6.000,35115,130150,168543,163748,227857,254604,254604,254604,254604
281,7,7.000,39122,113810,137635,139483,181319,236182,236182,236182,236182
282,5,5.000,122830,201372,209849,195838,221614,223527,223527,223527,223527
283,6,6.000,119652,147871,189519,177552,197529,233375,233375,233375,233375
284,7,7.000,10412,131706,136502,141325,217545,222395,222395,222395,222395
285,7,7.000,115702,131654,139957,164290,223641,223996,223996,223996,223996
286,7,7.000,37881,108983,117628,128782,182092,208712,208712,208712,208712
287,7,7.000,94364,102183,139320,142615,184193,221647,221647,221647,221647
288,6,6.000,99736,122232,179817,165481,210627,219348,219348,219348,219348
289,5,5.000,106115,109997,171763,214084,175707,506841,506841,506841,506841
290,6,6.000,93170,113803,147207,203946,232515,501604,501604,501604,501604
291,5,5.000,96003,100159,119654,125683,152700,159899,159899,159899,159899
292,7,7.000,101372,112110,119730,181992,202069,503469,503469,503469,503469
293,4,4.000,34104,97561,108960,184147,495964,495964,495964,495964,495964
294,10,10.000,10781,101200,118776,108049,151482,158720,158720,158720,158720
295,7,7.000,99834,108280,131671,136588,161148,192177,192177,192177,192177
296,7,7.000,104377,105521,119781,146192,212925,235673,235673,235673,235673
297,9,9.000,9878,107405,119678,104420,131561,183764,183764,183764,183764
298,7,7.000,101670,135494,138441,143690,170233,178412,178412,178412,178412
299,6,6.000,100469,149111,198645,173767,207696,235740,235740,235740,235740
300,7,7.000,9609,130633,160509,148699,193219,217694,217694,217694,217694
301,4,4.000,147583,155553,189341,246601,493927,493927,493927,493927,493927
302,8,8.000,7619,111595,143430,125239,193350,223586,223586,223586,223586
303,6,6.000,112037,119721,167827,158168,173107,250678,250678,250678,250678
304,4,4.000,117729,121616,203586,254564,575328,575328,575328,575328,575328
305,6,6.000,120966,151828,173376,168392,189882,212933,212933,212933,212933
306,8,8.000,7535,103768,121421,113343,150539,179667,179667,179667,179667
307,9,9.000,38490,99042,105074,117836,157264,178246,178246,178246,178246
308,10,10.000,7749,14484,115557,96934,155738,217459,217459,217459,217459
309,9,9.000,7694,99648,114451,116374,179581,214719,214719,214719,214719
310,8,8.000,36809,113561,118828,119969,143990,194815,194815,194815,194815
311,8,8.000,50617,102419,119718,124651,187777,207872,207872,207872,207872
312,10,10.000,7685,42333,100999,97193,177321,196119,196119,196119,196119
313,9,9.000,7555,106286,111589,121068,160179,183172,183172,183172,183172
314,7,7.000,100251,125579,125674,141601,157166,231180,231180,231180,231180
315,3,3.000,116035,116035,492704,376639,521178,521178,521178,521178,521178
316,6,6.000,105804,119649,129234,134403,158305,165391,165391,165391,165391
317,8,8.000,94685,100257,125660,127215,151464,176152,176152,176152,176152
318,6,6.000,99737,103929,137643,189271,169167,493570,493570,493570,493570
319,6,6.000,105592,114502,145795,149867,189737,213112,213112,213112,213112
320,6,6.000,131733,141476,175057,163414,180003,203898,203898,203898,203898
321,6,6.000,155198,155645,168034,167880,179679,181289,181289,181289,181289
322,5,5.000,140820,240951,244368,228605,246849,270040,270040,270040,270040
323,5,5.000,148251,169219,172288,185477,192946,244682,244682,244682,244682
324,5,5.000,34597,147516,186585,227709,187969,581882,581882,581882,581882
325,4,4.000,142424,162397,185484,182237,238645,238645,238645,238645,238645
326,5,5.000,9682,154072,167626,229899,236471,581646,581646,581646,581646
327,5,5.000,131618,147661,162497,173412,173540,251748,251748,251748,251748
328,6,6.000,147695,166652,173537,177695,174362,235450,235450,235450,235450
329,6,6.000,9988,143547,197969,236352,236760,649521,649521,649521,649521
330,2,2.000,263284,263284,334986,299135,334986,334986,334986,334986,334986
331,3,3.000,273404,273404,336602,338658,405970,405970,405970,405970,405970
332,4,4.000,131517,155257,222776,222081,378776,378776,378776,378776,378776
333,9,9.000,10060,101651,148671,137860,170313,254871,254871,254871,254871
334,2,2.000,134249,134249,618861,376555,618861,618861,618861,618861,618861
335,6,6.000,147971,154720,172571,177404,187268,233807,233807,233807,233807
336,7,7.000,38511,127157,143421,146912,173540,233578,233578,233578,233578
337,4,4.000,8483,178549,223869,246932,576829,576829,576829,576829,576829
338,7,7.000,34909,130424,173409,150127,179579,198293,198293,198293,198293
339,5,5.000,158843,174854,206859,205026,239553,245022,245022,245022,245022
340,5,5.000,118219,158649,177089,178778,205870,234065,234065,234065,234065
341,7,7.000,105689,128981,137645,201500,206068,494252,494252,494252,494252
342,5,5.000,55154,102231,125743,124640,137173,202901,202901,202901,202901
343,10,10.000,7401,38066,119660,101731,139980,195125,195125,195125,195125
344,6,6.000,103193,123779,178349,164112,196203,225601,225601,225601,225601
345,6,6.000,96354,106251,136162,203427,242388,503726,503726,503726,503726
346,6,6.000,11442,105907,184410,142281,215362,216631,216631,216631,216631
347,6,6.000,141539,142606,162458,161436,174843,202451,202451,202451,202451
348,6,6.000,35762,154422,174046,153162,179830,211526,211526,211526,211526
349,6,6.000,119767,139740,204704,176878,216004,216380,216380,216380,216380
350,6,6.000,8121,176236,181485,162338,194131,234297,234297,234297,234297
351,8,8.000,7643,112272,154195,127662,175814,214530,214530,214530,214530
352,7,7.000,10190,41224,143707,130355,182708,216468,216468,216468,216468
353,7,7.000,102029,103641,122988,149101,198055,227409,227409,227409,227409
354,7,7.000,99093,111608,120105,137059,175270,213141,213141,213141,213141
355,8,8.000,46356,101780,146693,135029,169028,228948,228948,228948,228948
356,8,8.000,8360,107105,131629,124910,171764,180269,180269,180269,180269
357,8,8.000,57456,105430,119726,124037,175899,177188,177188,177188,177188
358,6,6.000,98609,106182,187966,159657,196983,200719,200719,200719,200719
359,6,6.000,99841,125580,145745,210830,181805,586399,586399,586399,586399
360,4,4.000,119712,154698,183158,178006,254458,254458,254458,254458,254458
361,4,4.000,141821,142030,156431,264726,618625,618625,618625,618625,618625
362,7,7.000,39531,136108,139820,135818,167603,167691,167691,167691,167691
363,6,6.000,148401,155978,167419,167562,179666,187307,187307,187307,187307
364,6,6.000,140889,148656,167611,183577,228741,248000,248000,248000,248000
365,4,4.000,179492,203028,246177,219164,247959,247959,247959,247959,247959
366,7,7.000,39355,146075,161340,148666,179547,187521,187521,187521,187521
367,7,7.000,37313,141678,167565,159160,179620,272161,272161,272161,272161
368,5,5.000,128066,149368,165651,175423,168397,265633,265633,265633,265633
369,7,7.000,44027,141359,163279,153397,187590,216060,216060,216060,216060
370,7,7.000,37718,140158,149788,139866,166498,186196,186196,186196,186196
371,6,6.000,144138,167049,180298,179778,185902,234186,234186,234186,234186
372,3,3.000,142119,142119,167583,309093,617579,617579,617579,617579,617579
373,5,5.000,137562,140946,227624,197263,232762,247425,247425,247425,247425
374,6,6.000,135666,141530,186899,177951,224955,234803,234803,234803,234803
375,5,5.000,143214,197602,198808,195991,213909,226425,226425,226425,226425
376,5,5.000,130925,168054,201556,194530,230386,241731,241731,241731,241731
377,5,5.000,137070,161915,162704,174615,179866,231523,231523,231523,231523
378,5,5.000,148200,161697,173638,247752,187163,568063,568063,568063,568063
379,5,5.000,142115,147156,155230,176860,198945,240855,240855,240855,240855
380,5,5.000,136269,157877,165156,185724,209213,260109,260109,260109,260109
381,6,6.000,113564,123690,156848,163598,186108,250054,250054,250054,250054
382,8,8.000,7322,37815,137774,123486,238778,251596,251596,251596,251596
383,6,6.000,122905,136738,192591,178901,206722,234111,234111,234111,234111
384,4,4.000,131296,166540,166752,259923,575107,575107,575107,575107,575107
385,5,5.000,161660,167399,170648,186707,215885,217943,217943,217943,217943
386,6,6.000,147788,153165,166944,172126,168399,233409,233409,233409,233409
387,5,5.000,146633,148426,167617,184537,205569,254442,254442,254442,254442
388,6,6.000,144611,153508,167409,168433,186489,191893,191893,191893,191893
389,6,6.000,141243,171281,201977,189918,215573,229697,229697,229697,229697
390,5,5.000,138251,143530,159428,181882,213710,254491,254491,254491,254491
