Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.800,280.039,143.714,149.714,166.291,273.718,831.296,975.179,975.179,975.179,0.004
5,4.600,206.520,98.386,145.681,148.889,162.561,208.334,666.399,853.774,853.774,0.005
10,3.000,339.201,148.603,154.493,170.336,576.468,823.552,901.995,901.995,901.995,0.003
15,2.600,423.509,69.464,147.643,157.473,905.463,985.329,1002.681,1002.681,1002.681,0.002
20,2.400,363.720,141.732,155.389,184.353,705.550,760.689,784.646,784.646,784.646,0.003
25,2.000,501.025,143.779,155.259,593.278,903.200,1007.101,1007.101,1007.101,1007.101,0.002
30,2.400,475.658,148.523,157.650,437.814,978.815,992.773,1038.696,1038.696,1038.696,0.002
35,3.000,308.768,145.605,152.925,162.068,173.205,941.730,988.535,988.535,988.535,0.003
40,1.200,777.983,145.233,205.520,856.795,1360.025,1435.871,1435.871,1435.871,1435.871,0.001
45,1.200,873.893,148.789,545.653,876.970,1300.451,1523.711,1523.711,1523.711,1523.711,0.001
50,2.200,483.601,145.722,156.232,191.365,928.229,986.459,1349.977,1349.977,1349.977,0.002
55,1.800,488.421,144.483,157.458,648.613,725.793,996.804,996.804,996.804,996.804,0.002
60,2.400,450.959,69.393,144.383,474.215,760.921,915.785,1147.562,1147.562,1147.562,0.002
65,1.800,518.138,69.112,146.130,548.857,684.316,1369.775,1369.775,1369.775,1369.775,0.002
70,2.000,543.270,145.345,157.716,743.501,785.061,1004.778,1004.778,1004.778,1004.778,0.002
75,2.400,383.055,70.575,150.116,168.127,679.188,949.474,976.724,976.724,976.724,0.003
80,1.800,549.478,155.832,158.923,452.947,854.914,1321.800,1321.800,1321.800,1321.800,0.002
85,3.000,337.655,146.685,150.724,158.706,702.722,883.624,894.201,894.201,894.201,0.003
90,2.400,446.992,71.212,155.508,440.435,870.193,974.842,1008.276,1008.276,1008.276,0.002
95,1.400,723.275,146.235,147.849,672.494,1053.551,1373.771,1373.771,1373.771,1373.771,0.001
