Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1.600,209.628,149.010,159.735,175.321,204.708,486.884,486.884,486.884,486.884,0.005
5,2.800,160.392,144.668,147.792,155.321,162.561,187.673,208.334,208.334,208.334,0.006
10,1.200,166.168,149.218,150.344,170.336,186.062,186.554,186.554,186.554,186.554,0.006
15,1.000,147.764,146.974,147.101,147.643,147.753,149.348,149.348,149.348,149.348,0.007
20,1.000,158.157,145.189,148.236,155.389,157.618,184.353,184.353,184.353,184.353,0.006
25,1.000,151.619,143.779,144.609,155.259,155.952,158.496,158.496,158.496,158.496,0.007
30,1.200,157.944,148.523,149.999,157.650,167.464,172.671,172.671,172.671,172.671,0.006
35,2.000,158.973,145.605,151.008,158.849,167.963,173.205,173.205,173.205,173.205,0.006
40,0.400,175.377,145.233,145.233,205.520,205.520,205.520,205.520,205.520,205.520,0.006
45,0.200,148.789,148.789,148.789,148.789,148.789,148.789,148.789,148.789,148.789,0.007
50,1.200,161.703,145.722,147.003,158.161,171.732,191.365,191.365,191.365,191.365,0.006
55,0.600,157.614,144.483,144.483,145.791,182.567,182.567,182.567,182.567,182.567,0.006
60,0.600,162.328,144.383,144.383,165.172,177.429,177.429,177.429,177.429,177.429,0.006
65,0.600,146.366,145.539,145.539,146.130,147.428,147.428,147.428,147.428,147.428,0.007
70,0.800,152.777,145.345,149.209,157.716,158.836,158.836,158.836,158.836,158.836,0.007
75,1.000,156.128,149.313,150.116,153.720,159.362,168.127,168.127,168.127,168.127,0.006
80,0.600,157.826,155.832,155.832,158.723,158.923,158.923,158.923,158.923,158.923,0.006
85,2.200,155.755,146.685,150.563,157.313,159.013,159.735,170.726,170.726,170.726,0.006
90,1.000,155.086,146.766,146.785,155.508,160.377,165.996,165.996,165.996,165.996,0.006
95,0.400,147.042,146.235,146.235,147.849,147.849,147.849,147.849,147.849,147.849,0.007
100,1.800,165.147,145.678,146.850,157.221,183.488,206.065,206.065,206.065,206.065,0.006
105,0.800,163.753,158.886,159.185,163.255,173.686,173.686,173.686,173.686,173.686,0.006
110,0.800,148.387,145.181,145.343,145.474,157.550,157.550,157.550,157.550,157.550,0.007
115,0.800,157.392,144.863,148.116,160.229,176.359,176.359,176.359,176.359,176.359,0.006
120,0.600,152.595,145.562,145.562,153.621,158.603,158.603,158.603,158.603,158.603,0.007
125,1.600,161.148,146.041,156.566,157.440,173.142,188.756,188.756,188.756,188.756,0.006
130,1.000,158.688,144.947,147.385,149.878,174.538,176.690,176.690,176.690,176.690,0.006
135,0.600,151.987,146.203,146.203,150.472,159.286,159.286,159.286,159.286,159.286,0.007
140,0.600,146.007,145.308,145.308,145.774,146.940,146.940,146.940,146.940,146.940,0.007
145,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
150,0.600,145.581,145.296,145.296,145.517,145.931,145.931,145.931,145.931,145.931,0.007
155,1.200,150.143,145.048,145.641,147.867,156.933,159.369,159.369,159.369,159.369,0.007
160,0.200,146.741,146.741,146.741,146.741,146.741,146.741,146.741,146.741,146.741,0.007
165,1.600,158.534,145.944,149.106,150.422,183.046,185.391,185.391,185.391,185.391,0.006
170,0.400,151.036,145.596,145.596,156.475,156.475,156.475,156.475,156.475,156.475,0.007
175,0.400,148.108,146.751,146.751,149.465,149.465,149.465,149.465,149.465,149.465,0.007
180,0.400,148.216,143.156,143.156,153.276,153.276,153.276,153.276,153.276,153.276,0.007
185,1.400,153.999,145.663,146.313,154.938,157.378,172.015,172.015,172.015,172.015,0.006
190,0.800,147.783,145.829,146.964,147.146,151.191,151.191,151.191,151.191,151.191,0.007
195,1.000,166.307,159.223,161.590,161.889,164.092,184.741,184.741,184.741,184.741,0.006
200,1.400,157.769,143.644,145.346,146.971,182.055,183.038,183.038,183.038,183.038,0.006
205,0.600,145.260,143.808,143.808,144.506,147.467,147.467,147.467,147.467,147.467,0.007
