Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
997,2,2.000,154142,154142,462305,308223,462305,462305,462305,462305,462305
998,2,2.000,519503,519503,1032808,776155,1032808,1032808,1032808,1032808,1032808
999,1,1.000,1031602,1031602,1031602,1031602,1031602,1031602,1031602,1031602,1031602
1000,3,3.000,147845,147845,148587,334740,707789,707789,707789,707789,707789
1001,1,1.000,611580,611580,611580,611580,611580,611580,611580,611580,611580
1002,1,1.000,888616,888616,888616,888616,888616,888616,888616,888616,888616
1003,4,4.000,146604,148016,148674,314300,813908,813908,813908,813908,813908
1004,3,3.000,77858,77858,149165,255644,539909,539909,539909,539909,539909
1005,1,1.000,931512,931512,931512,931512,931512,931512,931512,931512,931512
1006,7,7.000,75989,146364,158629,331571,159180,1464009,1464009,1464009,1464009
1007,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1008,2,2.000,161036,161036,809079,485057,809079,809079,809079,809079,809079
1009,1,1.000,896278,896278,896278,896278,896278,896278,896278,896278,896278
1010,1,1.000,905949,905949,905949,905949,905949,905949,905949,905949,905949
1011,4,4.000,147904,148415,157242,223306,439665,439665,439665,439665,439665
1012,2,2.000,147886,147886,923751,535818,923751,923751,923751,923751,923751
1013,4,4.000,156899,157129,360643,687777,2076439,2076439,2076439,2076439,2076439
1014,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1015,1,1.000,624675,624675,624675,624675,624675,624675,624675,624675,624675
1016,3,3.000,145754,145754,159502,348680,740786,740786,740786,740786,740786
1017,2,2.000,162882,162882,1348890,755886,1348890,1348890,1348890,1348890,1348890
1018,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1019,1,1.000,1336749,1336749,1336749,1336749,1336749,1336749,1336749,1336749,1336749
1020,4,4.000,72180,148667,149682,626960,2137314,2137314,2137314,2137314,2137314
1021,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1022,1,1.000,1342959,1342959,1342959,1342959,1342959,1342959,1342959,1342959,1342959
1023,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1024,1,1.000,1354886,1354886,1354886,1354886,1354886,1354886,1354886,1354886,1354886
1025,1,1.000,553970,553970,553970,553970,553970,553970,553970,553970,553970
1026,4,4.000,87294,146652,446840,393540,893377,893377,893377,893377,893377
1027,1,1.000,569426,569426,569426,569426,569426,569426,569426,569426,569426
1028,1,1.000,1017418,1017418,1017418,1017418,1017418,1017418,1017418,1017418,1017418
1029,2,2.000,174309,174309,517721,346015,517721,517721,517721,517721,517721
1030,2,2.000,526740,526740,736217,631478,736217,736217,736217,736217,736217
1031,3,3.000,73750,73750,147197,254708,543179,543179,543179,543179,543179
1032,2,2.000,148103,148103,1338886,743494,1338886,1338886,1338886,1338886,1338886
1033,1,1.000,2441189,2441189,2441189,2441189,2441189,2441189,2441189,2441189,2441189
1034,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1035,1,1.000,454852,454852,454852,454852,454852,454852,454852,454852,454852
1036,1,1.000,1015162,1015162,1015162,1015162,1015162,1015162,1015162,1015162,1015162
1037,4,4.000,89845,150531,160232,346492,985363,985363,985363,985363,985363
1038,2,2.000,148697,148697,150345,149521,150345,150345,150345,150345,150345
1039,2,2.000,469638,469638,819638,644638,819638,819638,819638,819638,819638
1040,3,3.000,153764,153764,164886,304740,595570,595570,595570,595570,595570
1041,1,1.000,1746699,1746699,1746699,1746699,1746699,1746699,1746699,1746699,1746699
1042,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1043,2,2.000,77104,77104,882529,479816,882529,882529,882529,882529,882529
1044,2,2.000,407357,407357,739914,573635,739914,739914,739914,739914,739914
1045,2,2.000,150027,150027,783389,466708,783389,783389,783389,783389,783389
1046,2,2.000,825624,825624,1345163,1085393,1345163,1345163,1345163,1345163,1345163
1047,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1048,2,2.000,503641,503641,716859,610250,716859,716859,716859,716859,716859
1049,1,1.000,662793,662793,662793,662793,662793,662793,662793,662793,662793
1050,3,3.000,146346,146346,146674,392537,884592,884592,884592,884592,884592
1051,2,2.000,148708,148708,828283,488495,828283,828283,828283,828283,828283
1052,1,1.000,789670,789670,789670,789670,789670,789670,789670,789670,789670
1053,2,2.000,847490,847490,1394655,1121072,1394655,1394655,1394655,1394655,1394655
1054,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1055,2,2.000,495166,495166,820982,658074,820982,820982,820982,820982,820982
1056,2,2.000,159112,159112,921055,540083,921055,921055,921055,921055,921055
1057,1,1.000,1017698,1017698,1017698,1017698,1017698,1017698,1017698,1017698,1017698
1058,2,2.000,75461,75461,1013273,544367,1013273,1013273,1013273,1013273,1013273
1059,1,1.000,718342,718342,718342,718342,718342,718342,718342,718342,718342
1060,1,1.000,558658,558658,558658,558658,558658,558658,558658,558658,558658
1061,3,3.000,163103,163103,691299,564301,838502,838502,838502,838502,838502
1062,2,2.000,73937,73937,157955,115946,157955,157955,157955,157955,157955
1063,2,2.000,728929,728929,879965,804447,879965,879965,879965,879965,879965
1064,3,3.000,88909,88909,150703,139707,179510,179510,179510,179510,179510
1065,2,2.000,398441,398441,614647,506544,614647,614647,614647,614647,614647
1066,3,3.000,72108,72108,455111,833061,1971966,1971966,1971966,1971966,1971966
1067,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1068,2,2.000,148733,148733,907824,528278,907824,907824,907824,907824,907824
1069,1,1.000,578455,578455,578455,578455,578455,578455,578455,578455,578455
1070,1,1.000,789886,789886,789886,789886,789886,789886,789886,789886,789886
1071,5,5.000,146771,149034,161229,223847,210718,451483,451483,451483,451483
1072,1,1.000,894461,894461,894461,894461,894461,894461,894461,894461,894461
1073,2,2.000,754102,754102,804338,779220,804338,804338,804338,804338,804338
1074,2,2.000,182740,182740,559575,371157,559575,559575,559575,559575,559575
1075,2,2.000,169420,169420,647559,408489,647559,647559,647559,647559,647559
1076,1,1.000,907849,907849,907849,907849,907849,907849,907849,907849,907849
1077,5,5.000,73170,143136,147298,214339,154631,553461,553461,553461,553461
1078,4,4.000,86906,155586,160394,233822,532405,532405,532405,532405,532405
1079,4,4.000,146687,151202,151344,333794,885943,885943,885943,885943,885943
1080,1,1.000,709684,709684,709684,709684,709684,709684,709684,709684,709684
1081,4,4.000,162369,169965,172800,261887,542414,542414,542414,542414,542414
1082,1,1.000,940712,940712,940712,940712,940712,940712,940712,940712,940712
1083,4,4.000,85669,189311,618934,425033,806220,806220,806220,806220,806220
1084,1,1.000,996521,996521,996521,996521,996521,996521,996521,996521,996521
1085,1,1.000,1060874,1060874,1060874,1060874,1060874,1060874,1060874,1060874,1060874
1086,1,1.000,627373,627373,627373,627373,627373,627373,627373,627373,627373
1087,1,1.000,853249,853249,853249,853249,853249,853249,853249,853249,853249
1088,2,2.000,150429,150429,1002431,576430,1002431,1002431,1002431,1002431,1002431
1089,3,3.000,75860,75860,162587,380167,902054,902054,902054,902054,902054
1090,1,1.000,513315,513315,513315,513315,513315,513315,513315,513315,513315
1091,3,3.000,74033,74033,148221,385590,934517,934517,934517,934517,934517
1092,3,3.000,146946,146946,529362,500285,824548,824548,824548,824548,824548
1093,1,1.000,497344,497344,497344,497344,497344,497344,497344,497344,497344
1094,5,5.000,71952,131117,173164,211371,183752,496872,496872,496872,496872
1095,1,1.000,831780,831780,831780,831780,831780,831780,831780,831780,831780
1096,4,4.000,146113,146718,449904,365981,721190,721190,721190,721190,721190
1097,1,1.000,1387884,1387884,1387884,1387884,1387884,1387884,1387884,1387884,1387884
1098,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1099,3,3.000,149660,149660,157709,338568,708336,708336,708336,708336,708336
1100,2,2.000,148790,148790,1038493,593641,1038493,1038493,1038493,1038493,1038493
1101,1,1.000,827666,827666,827666,827666,827666,827666,827666,827666,827666
1102,2,2.000,509944,509944,853826,681885,853826,853826,853826,853826,853826
1103,3,3.000,147645,147645,152212,275823,527612,527612,527612,527612,527612
1104,1,1.000,794952,794952,794952,794952,794952,794952,794952,794952,794952
1105,3,3.000,77168,77168,153124,532696,1367797,1367797,1367797,1367797,1367797
1106,3,3.000,89982,89982,148086,133921,163695,163695,163695,163695,163695
1107,2,2.000,149214,149214,854365,501789,854365,854365,854365,854365,854365
1108,2,2.000,165828,165828,950845,558336,950845,950845,950845,950845,950845
1109,4,4.000,73650,149815,158811,276704,724543,724543,724543,724543,724543
1110,1,1.000,756979,756979,756979,756979,756979,756979,756979,756979,756979
1111,1,1.000,1332180,1332180,1332180,1332180,1332180,1332180,1332180,1332180,1332180
1112,1,1.000,762321,762321,762321,762321,762321,762321,762321,762321,762321
1113,2,2.000,69704,69704,1329654,699679,1329654,1329654,1329654,1329654,1329654
1114,1,1.000,881686,881686,881686,881686,881686,881686,881686,881686,881686
1115,2,2.000,148891,148891,551975,350433,551975,551975,551975,551975,551975
1116,3,3.000,158685,158685,605015,633063,1135489,1135489,1135489,1135489,1135489
1117,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1118,2,2.000,146611,146611,1340506,743558,1340506,1340506,1340506,1340506,1340506
1119,1,1.000,557916,557916,557916,557916,557916,557916,557916,557916,557916
1120,7,7.000,72189,147712,151695,198585,159526,558846,558846,558846,558846
1121,2,2.000,162673,162673,1328495,745584,1328495,1328495,1328495,1328495,1328495
1122,1,1.000,164977,164977,164977,164977,164977,164977,164977,164977,164977
1123,4,4.000,145813,147086,159002,293600,722500,722500,722500,722500,722500
1124,2,2.000,225256,225256,505037,365146,505037,505037,505037,505037,505037
1125,4,4.000,82864,155205,173552,269663,667034,667034,667034,667034,667034
1126,3,3.000,159843,159843,161446,330976,671641,671641,671641,671641,671641
1127,3,3.000,169713,169713,673144,610166,987642,987642,987642,987642,987642
1128,1,1.000,1862779,1862779,1862779,1862779,1862779,1862779,1862779,1862779,1862779
1129,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1130,1,1.000,716188,716188,716188,716188,716188,716188,716188,716188,716188
1131,2,2.000,160295,160295,933845,547070,933845,933845,933845,933845,933845
1132,3,3.000,146424,146424,157473,327993,680082,680082,680082,680082,680082
1133,1,1.000,945690,945690,945690,945690,945690,945690,945690,945690,945690
1134,3,3.000,146956,146956,188003,561011,1348075,1348075,1348075,1348075,1348075
1135,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1136,2,2.000,147734,147734,1002243,574988,1002243,1002243,1002243,1002243,1002243
1137,5,5.000,145543,148091,148152,158949,176449,176512,176512,176512,176512
1138,4,4.000,146798,148418,148724,225175,456762,456762,456762,456762,456762
1139,2,2.000,151894,151894,993182,572538,993182,993182,993182,993182,993182
1140,2,2.000,160371,160371,903183,531777,903183,903183,903183,903183,903183
1141,1,1.000,1349969,1349969,1349969,1349969,1349969,1349969,1349969,1349969,1349969
1142,1,1.000,1222955,1222955,1222955,1222955,1222955,1222955,1222955,1222955,1222955
1143,1,1.000,936487,936487,936487,936487,936487,936487,936487,936487,936487
1144,2,2.000,147331,147331,148175,147753,148175,148175,148175,148175,148175
1145,1,1.000,1337962,1337962,1337962,1337962,1337962,1337962,1337962,1337962,1337962
1146,1,1.000,900769,900769,900769,900769,900769,900769,900769,900769,900769
1147,5,5.000,144742,146272,148017,156456,158221,185028,185028,185028,185028
1148,1,1.000,937538,937538,937538,937538,937538,937538,937538,937538,937538
1149,2,2.000,521389,521389,701069,611229,701069,701069,701069,701069,701069
1150,1,1.000,822408,822408,822408,822408,822408,822408,822408,822408,822408
1151,3,3.000,145765,145765,146925,369987,817272,817272,817272,817272,817272
1152,3,3.000,146993,146993,150673,322193,668915,668915,668915,668915,668915
1153,4,4.000,157116,158819,159078,267833,596321,596321,596321,596321,596321
1154,2,2.000,442480,442480,556161,499320,556161,556161,556161,556161,556161
1155,2,2.000,553966,553966,712655,633310,712655,712655,712655,712655,712655
1156,4,4.000,73527,145572,146742,130653,156771,156771,156771,156771,156771
1157,2,2.000,698095,698095,779775,738935,779775,779775,779775,779775,779775
1158,1,1.000,1030151,1030151,1030151,1030151,1030151,1030151,1030151,1030151,1030151
1159,1,1.000,561430,561430,561430,561430,561430,561430,561430,561430,561430
1160,3,3.000,72437,72437,819604,616376,957087,957087,957087,957087,957087
1161,1,1.000,168304,168304,168304,168304,168304,168304,168304,168304,168304
1162,2,2.000,614059,614059,666226,640142,666226,666226,666226,666226,666226
1163,2,2.000,163401,163401,607003,385202,607003,607003,607003,607003,607003
1164,2,2.000,148318,148318,929875,539096,929875,929875,929875,929875,929875
1165,4,4.000,149561,152042,179515,264163,575535,575535,575535,575535,575535
1166,2,2.000,618651,618651,1067684,843167,1067684,1067684,1067684,1067684,1067684
1167,1,1.000,760462,760462,760462,760462,760462,760462,760462,760462,760462
1168,1,1.000,659592,659592,659592,659592,659592,659592,659592,659592,659592
1169,1,1.000,992443,992443,992443,992443,992443,992443,992443,992443,992443
1170,1,1.000,992535,992535,992535,992535,992535,992535,992535,992535,992535
1171,2,2.000,161928,161928,750779,456353,750779,750779,750779,750779,750779
1172,2,2.000,630871,630871,634903,632887,634903,634903,634903,634903,634903
1173,1,1.000,2206826,2206826,2206826,2206826,2206826,2206826,2206826,2206826,2206826
1174,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1175,2,2.000,145958,145958,146921,146439,146921,146921,146921,146921,146921
1176,2,2.000,161643,161643,816845,489244,816845,816845,816845,816845,816845
1177,2,2.000,76172,76172,990829,533500,990829,990829,990829,990829,990829
1178,4,4.000,69890,149825,160675,258385,653150,653150,653150,653150,653150
1179,2,2.000,157760,157760,779433,468596,779433,779433,779433,779433,779433
1180,2,2.000,156324,156324,945466,550895,945466,945466,945466,945466,945466
1181,1,1.000,878337,878337,878337,878337,878337,878337,878337,878337,878337
1182,2,2.000,149201,149201,979749,564475,979749,979749,979749,979749,979749
1183,3,3.000,155837,155837,158121,409259,913821,913821,913821,913821,913821
1184,2,2.000,69913,69913,868836,469374,868836,868836,868836,868836,868836
1185,2,2.000,447831,447831,816351,632091,816351,816351,816351,816351,816351
1186,1,1.000,491434,491434,491434,491434,491434,491434,491434,491434,491434
1187,2,2.000,157273,157273,850663,503968,850663,850663,850663,850663,850663
1188,5,5.000,68761,73137,144771,198365,147225,557933,557933,557933,557933
1189,2,2.000,151081,151081,938727,544904,938727,938727,938727,938727,938727
1190,2,2.000,183037,183037,711782,447409,711782,711782,711782,711782,711782
1191,2,2.000,157785,157785,866344,512064,866344,866344,866344,866344,866344
1192,4,4.000,146979,157689,163316,255785,555158,555158,555158,555158,555158
1193,1,1.000,1719409,1719409,1719409,1719409,1719409,1719409,1719409,1719409,1719409
1194,1,1.000,882841,882841,882841,882841,882841,882841,882841,882841,882841
1195,1,1.000,483984,483984,483984,483984,483984,483984,483984,483984,483984
1196,2,2.000,156547,156547,876038,516292,876038,876038,876038,876038,876038
1197,1,1.000,1005585,1005585,1005585,1005585,1005585,1005585,1005585,1005585,1005585
1198,2,2.000,176480,176480,605289,390884,605289,605289,605289,605289,605289
1199,2,2.000,156445,156445,871807,514126,871807,871807,871807,871807,871807
1200,5,5.000,145391,146400,147936,236797,155646,588614,588614,588614,588614
1201,1,1.000,928073,928073,928073,928073,928073,928073,928073,928073,928073
1202,3,3.000,154078,154078,154803,289714,560261,560261,560261,560261,560261
1203,1,1.000,1012541,1012541,1012541,1012541,1012541,1012541,1012541,1012541,1012541
1204,1,1.000,1358648,1358648,1358648,1358648,1358648,1358648,1358648,1358648,1358648
1205,4,4.000,143695,144488,178187,162962,185479,185479,185479,185479,185479
1206,3,3.000,144453,144453,156359,333190,698760,698760,698760,698760,698760
1207,4,4.000,70021,147310,148621,243123,606542,606542,606542,606542,606542
1208,2,2.000,157236,157236,828238,492737,828238,828238,828238,828238,828238
1209,1,1.000,1007131,1007131,1007131,1007131,1007131,1007131,1007131,1007131,1007131
1210,4,4.000,145442,157068,185082,302751,723413,723413,723413,723413,723413
1211,3,3.000,75117,75117,643265,501016,784666,784666,784666,784666,784666
1212,1,1.000,510033,510033,510033,510033,510033,510033,510033,510033,510033
1213,2,2.000,69941,69941,826556,448248,826556,826556,826556,826556,826556
1214,3,3.000,83893,83893,651934,513365,804269,804269,804269,804269,804269
1215,1,1.000,1377898,1377898,1377898,1377898,1377898,1377898,1377898,1377898,1377898
1216,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1217,2,2.000,532706,532706,998295,765500,998295,998295,998295,998295,998295
1218,1,1.000,947211,947211,947211,947211,947211,947211,947211,947211,947211
1219,1,1.000,1369777,1369777,1369777,1369777,1369777,1369777,1369777,1369777,1369777
1220,1,1.000,88496,88496,88496,88496,88496,88496,88496,88496,88496
1221,3,3.000,168565,168565,174724,815882,2104357,2104357,2104357,2104357,2104357
1222,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1223,1,1.000,941264,941264,941264,941264,941264,941264,941264,941264,941264
1224,3,3.000,87597,87597,456751,409850,685203,685203,685203,685203,685203
1225,1,1.000,462150,462150,462150,462150,462150,462150,462150,462150,462150
1226,5,5.000,75808,155167,158289,455496,509610,1378608,1378608,1378608,1378608
1227,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1228,1,1.000,874888,874888,874888,874888,874888,874888,874888,874888,874888
1229,3,3.000,149693,149693,171537,278464,514163,514163,514163,514163,514163
1230,1,1.000,1355287,1355287,1355287,1355287,1355287,1355287,1355287,1355287,1355287
1231,2,2.000,147094,147094,955840,551467,955840,955840,955840,955840,955840
1232,1,1.000,727713,727713,727713,727713,727713,727713,727713,727713,727713
1233,3,3.000,159902,159902,455744,376875,514980,514980,514980,514980,514980
1234,1,1.000,724424,724424,724424,724424,724424,724424,724424,724424,724424
1235,2,2.000,504749,504749,546947,525848,546947,546947,546947,546947,546947
1236,3,3.000,159447,159447,539131,549792,950800,950800,950800,950800,950800
1237,2,2.000,160214,160214,598214,379214,598214,598214,598214,598214,598214
1238,3,3.000,145545,145545,146361,150585,159851,159851,159851,159851,159851
1239,1,1.000,1365232,1365232,1365232,1365232,1365232,1365232,1365232,1365232,1365232
1240,4,4.000,150655,164103,168010,390896,1080816,1080816,1080816,1080816,1080816
1241,1,1.000,451139,451139,451139,451139,451139,451139,451139,451139,451139
1242,2,2.000,185958,185958,987759,586858,987759,987759,987759,987759,987759
1243,1,1.000,1402541,1402541,1402541,1402541,1402541,1402541,1402541,1402541,1402541
1244,1,1.000,1342782,1342782,1342782,1342782,1342782,1342782,1342782,1342782,1342782
1245,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1246,5,5.000,86892,145806,155034,267041,160742,786732,786732,786732,786732
1247,1,1.000,538981,538981,538981,538981,538981,538981,538981,538981,538981
1248,3,3.000,143786,143786,144616,348775,757924,757924,757924,757924,757924
1249,2,2.000,186385,186385,914810,550597,914810,914810,914810,914810,914810
1250,1,1.000,1382755,1382755,1382755,1382755,1382755,1382755,1382755,1382755,1382755
1251,1,1.000,966872,966872,966872,966872,966872,966872,966872,966872,966872
1252,2,2.000,172897,172897,708025,440461,708025,708025,708025,708025,708025
1253,1,1.000,1354025,1354025,1354025,1354025,1354025,1354025,1354025,1354025,1354025
1254,1,1.000,1369379,1369379,1369379,1369379,1369379,1369379,1369379,1369379,1369379
1255,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1256,2,2.000,146371,146371,598525,372448,598525,598525,598525,598525,598525
1257,5,5.000,86787,145863,146516,194104,148614,442743,442743,442743,442743
1258,3,3.000,173532,173532,708292,563653,809136,809136,809136,809136,809136
1259,2,2.000,155470,155470,158472,156971,158472,158472,158472,158472,158472
1260,2,2.000,566536,566536,615803,591169,615803,615803,615803,615803,615803
1261,1,1.000,1346820,1346820,1346820,1346820,1346820,1346820,1346820,1346820,1346820
1262,1,1.000,662084,662084,662084,662084,662084,662084,662084,662084,662084
1263,3,3.000,74263,74263,147719,537429,1390305,1390305,1390305,1390305,1390305
1264,1,1.000,646845,646845,646845,646845,646845,646845,646845,646845,646845
1265,1,1.000,552104,552104,552104,552104,552104,552104,552104,552104,552104
1266,2,2.000,148531,148531,2472828,1310679,2472828,2472828,2472828,2472828,2472828
1267,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1268,1,1.000,962320,962320,962320,962320,962320,962320,962320,962320,962320
1269,3,3.000,153311,153311,154788,565090,1387172,1387172,1387172,1387172,1387172
1270,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1271,4,4.000,144967,145382,155264,359184,991126,991126,991126,991126,991126
1272,1,1.000,560505,560505,560505,560505,560505,560505,560505,560505,560505
1273,4,4.000,74246,75520,145935,237684,655038,655038,655038,655038,655038
1274,4,4.000,75186,147537,437803,394437,917222,917222,917222,917222,917222
1275,1,1.000,868889,868889,868889,868889,868889,868889,868889,868889,868889
1276,2,2.000,183519,183519,930079,556799,930079,930079,930079,930079,930079
1277,2,2.000,69375,69375,157068,113221,157068,157068,157068,157068,157068
1278,6,6.000,69698,144458,155255,213718,156072,610357,610357,610357,610357
1279,2,2.000,149104,149104,604272,376688,604272,604272,604272,604272,604272
1280,1,1.000,1010542,1010542,1010542,1010542,1010542,1010542,1010542,1010542,1010542
1281,7,7.000,88096,147599,148848,146543,159425,174835,174835,174835,174835
1282,4,4.000,75743,148090,176554,223819,494892,494892,494892,494892,494892
1283,3,3.000,159092,159092,176949,339242,681685,681685,681685,681685,681685
1284,4,4.000,71659,162251,503226,407085,891204,891204,891204,891204,891204
1285,1,1.000,452305,452305,452305,452305,452305,452305,452305,452305,452305
1286,4,4.000,149272,150593,176283,239186,480598,480598,480598,480598,480598
1287,2,2.000,149232,149232,868998,509115,868998,868998,868998,868998,868998
1288,3,3.000,148424,148424,158727,416322,941816,941816,941816,941816,941816
1289,1,1.000,913000,913000,913000,913000,913000,913000,913000,913000,913000
1290,2,2.000,152165,152165,751078,451621,751078,751078,751078,751078,751078
1291,4,4.000,160385,161057,177637,272405,590541,590541,590541,590541,590541
1292,5,5.000,149248,162262,165499,167789,173399,188537,188537,188537,188537
1293,2,2.000,166366,166366,1041784,604075,1041784,1041784,1041784,1041784,1041784
1294,2,2.000,166255,166255,690043,428149,690043,690043,690043,690043,690043
1295,2,2.000,524327,524327,541172,532749,541172,541172,541172,541172,541172
1296,1,1.000,794369,794369,794369,794369,794369,794369,794369,794369,794369
1297,4,4.000,84120,143919,144786,257839,658534,658534,658534,658534,658534
1298,2,2.000,589558,589558,902526,746042,902526,902526,902526,902526,902526
1299,3,3.000,156715,156715,158089,166015,183243,183243,183243,183243,183243
1300,2,2.000,813224,813224,956922,885073,956922,956922,956922,956922,956922
1301,2,2.000,69461,69461,149141,109301,149141,149141,149141,149141,149141
1302,2,2.000,145644,145644,976327,560985,976327,976327,976327,976327,976327
1303,3,3.000,147223,147223,148780,338009,718025,718025,718025,718025,718025
1304,2,2.000,447987,447987,676878,562432,676878,676878,676878,676878,676878
1305,3,3.000,242576,242576,350656,328683,392819,392819,392819,392819,392819
1306,2,2.000,171371,171371,2059754,1115562,2059754,2059754,2059754,2059754,2059754
1307,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308,1,1.000,527881,527881,527881,527881,527881,527881,527881,527881,527881
1309,2,2.000,776027,776027,1861733,1318880,1861733,1861733,1861733,1861733,1861733
1310,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1311,1,1.000,857391,857391,857391,857391,857391,857391,857391,857391,857391
1312,2,2.000,155987,155987,1021055,588521,1021055,1021055,1021055,1021055,1021055
1313,1,1.000,697291,697291,697291,697291,697291,697291,697291,697291,697291
1314,5,5.000,90873,143987,155145,201548,158931,458805,458805,458805,458805
1315,2,2.000,145489,145489,681811,413650,681811,681811,681811,681811,681811
1316,6,6.000,76026,86170,158479,141808,162387,211729,211729,211729,211729
1317,2,2.000,559101,559101,862178,710639,862178,862178,862178,862178,862178
1318,4,4.000,69212,144490,144830,128848,156861,156861,156861,156861,156861
1319,3,3.000,154634,154634,536603,684471,1362176,1362176,1362176,1362176,1362176
1320,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1321,4,4.000,149296,151569,160313,316061,803068,803068,803068,803068,803068
1322,1,1.000,1054999,1054999,1054999,1054999,1054999,1054999,1054999,1054999,1054999
1323,3,3.000,72950,72950,378805,297096,439533,439533,439533,439533,439533
1324,1,1.000,916010,916010,916010,916010,916010,916010,916010,916010,916010
1325,2,2.000,159130,159130,1353155,756142,1353155,1353155,1353155,1353155,1353155
1326,3,3.000,83213,83213,144472,391976,948244,948244,948244,948244,948244
1327,1,1.000,852021,852021,852021,852021,852021,852021,852021,852021,852021
1328,2,2.000,145763,145763,153318,149540,153318,153318,153318,153318,153318
1329,5,5.000,145659,146172,156485,369637,436974,962898,962898,962898,962898
1330,1,1.000,146531,146531,146531,146531,146531,146531,146531,146531,146531
1331,3,3.000,145313,145313,488408,516046,914418,914418,914418,914418,914418
1332,1,1.000,911693,911693,911693,911693,911693,911693,911693,911693,911693
1333,1,1.000,965422,965422,965422,965422,965422,965422,965422,965422,965422
1334,1,1.000,905192,905192,905192,905192,905192,905192,905192,905192,905192
1335,1,1.000,654013,654013,654013,654013,654013,654013,654013,654013,654013
1336,3,3.000,145442,145442,147044,369277,815345,815345,815345,815345,815345
1337,2,2.000,600290,600290,1348724,974507,1348724,1348724,1348724,1348724,1348724
1338,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1339,5,5.000,144544,145474,148610,272527,170545,753465,753465,753465,753465
1340,1,1.000,712245,712245,712245,712245,712245,712245,712245,712245,712245
1341,2,2.000,496034,496034,884349,690191,884349,884349,884349,884349,884349
1342,4,4.000,74191,144911,160346,342184,989290,989290,989290,989290,989290
1343,1,1.000,462882,462882,462882,462882,462882,462882,462882,462882,462882
1344,1,1.000,862391,862391,862391,862391,862391,862391,862391,862391,862391
1345,3,3.000,150187,150187,160351,409939,919280,919280,919280,919280,919280
1346,2,2.000,73442,73442,634724,354083,634724,634724,634724,634724,634724
1347,1,1.000,848659,848659,848659,848659,848659,848659,848659,848659,848659
1348,5,5.000,73071,148217,162125,452354,511044,1367316,1367316,1367316,1367316
1349,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1350,6,6.000,69415,146264,158857,256485,199296,818229,818229,818229,818229
1351,1,1.000,710071,710071,710071,710071,710071,710071,710071,710071,710071
1352,3,3.000,170572,170572,182385,343975,678970,678970,678970,678970,678970
1353,5,5.000,69287,73660,143043,282579,150591,976315,976315,976315,976315
1354,1,1.000,74073,74073,74073,74073,74073,74073,74073,74073,74073
1355,3,3.000,145884,145884,454165,537707,1013072,1013072,1013072,1013072,1013072
1356,3,3.000,146725,146725,156645,161251,180383,180383,180383,180383,180383
1357,2,2.000,142665,142665,747979,445322,747979,747979,747979,747979,747979
1358,2,2.000,169705,169705,861079,515392,861079,861079,861079,861079,861079
1359,6,6.000,144897,149070,154034,270874,155004,872849,872849,872849,872849
1360,1,1.000,701677,701677,701677,701677,701677,701677,701677,701677,701677
1361,1,1.000,1366377,1366377,1366377,1366377,1366377,1366377,1366377,1366377,1366377
1362,2,2.000,146303,146303,147831,147067,147831,147831,147831,147831,147831
1363,4,4.000,144882,147473,170917,267447,606517,606517,606517,606517,606517
1364,2,2.000,157346,157346,1349925,753635,1349925,1349925,1349925,1349925,1349925
1365,3,3.000,144103,144103,146606,157705,182407,182407,182407,182407,182407
1366,1,1.000,1336249,1336249,1336249,1336249,1336249,1336249,1336249,1336249,1336249
