Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.400,299.041,145.636,151.998,176.268,358.303,612.939,1110.234,1110.234,1110.234,0.003
5,3.200,309.371,144.816,160.552,165.028,265.599,994.959,1289.724,1289.724,1289.724,0.003
10,2.600,402.520,80.864,159.675,193.046,707.243,862.179,977.846,977.846,977.846,0.002
15,3.000,319.584,160.425,162.310,164.108,199.397,1010.717,1125.649,1125.649,1125.649,0.003
20,2.400,471.818,143.666,158.607,178.827,844.990,890.816,1333.296,1333.296,1333.296,0.002
25,2.600,392.529,145.200,159.301,174.565,663.584,982.418,1042.326,1042.326,1042.326,0.003
30,2.800,392.301,150.349,166.709,179.597,638.095,750.325,1396.368,1396.368,1396.368,0.003
35,2.200,334.467,81.989,166.258,178.926,624.983,735.379,1060.117,1060.117,1060.117,0.003
40,3.000,368.452,77.275,163.591,177.641,862.880,958.566,1039.744,1039.744,1039.744,0.003
45,3.000,307.446,89.944,166.001,168.252,214.882,960.961,1018.860,1018.860,1018.860,0.003
50,3.200,370.109,77.913,176.338,199.638,604.967,920.193,1074.446,1074.446,1074.446,0.003
55,1.600,564.580,167.613,181.633,856.043,954.434,1083.918,1083.918,1083.918,1083.918,0.002
60,1.400,654.338,165.271,177.756,673.031,850.220,1393.912,1393.912,1393.912,1393.912,0.002
65,2.200,471.283,164.721,166.782,563.201,744.657,757.596,1010.544,1010.544,1010.544,0.002
70,1.800,568.461,151.698,521.268,573.901,721.013,907.319,907.319,907.319,907.319,0.002
75,2.000,456.812,164.485,176.471,193.288,731.111,1416.229,1416.229,1416.229,1416.229,0.002
80,3.200,332.462,88.045,163.618,177.552,642.785,679.190,1030.312,1030.312,1030.312,0.003
85,1.600,675.048,165.742,441.410,828.934,1020.888,1369.487,1369.487,1369.487,1369.487,0.001
90,1.600,531.767,162.111,176.533,455.128,878.000,1374.815,1374.815,1374.815,1374.815,0.002
95,2.600,386.495,98.345,166.528,190.677,453.157,929.580,1377.811,1377.811,1377.811,0.003
100,2.400,416.828,163.807,164.527,198.336,778.934,887.841,895.836,895.836,895.836,0.002
105,2.200,460.256,117.004,166.328,517.298,753.945,787.600,795.366,795.366,795.366,0.002
110,2.600,409.640,165.763,176.541,182.458,658.461,960.164,968.569,968.569,968.569,0.002
115,2.000,517.408,165.809,185.005,644.001,919.507,1106.217,1106.217,1106.217,1106.217,0.002
120,2.000,453.914,134.463,164.045,177.661,936.350,999.938,999.938,999.938,999.938,0.002
125,2.000,532.207,161.516,164.358,508.879,898.038,1394.586,1394.586,1394.586,1394.586,0.002
130,2.000,501.544,75.300,174.426,615.979,823.746,931.892,931.892,931.892,931.892,0.002
135,2.200,427.315,163.055,164.162,225.359,525.962,789.835,1387.338,1387.338,1387.338,0.002
140,2.000,526.473,162.891,178.768,562.967,815.804,1391.494,1391.494,1391.494,1391.494,0.002
145,1.400,666.735,164.042,166.012,777.581,829.455,1398.461,1398.461,1398.461,1398.461,0.001
150,2.400,412.479,89.879,161.961,162.755,612.589,860.098,1374.743,1374.743,1374.743,0.002
155,3.000,355.411,162.523,163.560,177.178,559.948,733.536,1019.074,1019.074,1019.074,0.003
160,2.200,489.722,163.180,174.984,517.700,797.801,836.391,948.811,948.811,948.811,0.002
165,1.600,575.818,162.513,471.038,570.200,974.176,993.562,993.562,993.562,993.562,0.002
170,1.200,790.296,178.876,611.482,866.225,1013.716,1395.678,1395.678,1395.678,1395.678,0.001
175,1.600,700.100,161.786,551.964,823.821,1088.892,1112.330,1112.330,1112.330,1112.330,0.001
180,3.800,248.177,77.320,172.444,179.715,206.059,522.283,835.150,835.150,835.150,0.004
185,1.800,522.117,163.321,175.533,468.546,858.541,990.371,990.371,990.371,990.371,0.002
190,1.200,893.030,200.233,640.346,1018.444,1384.374,1397.679,1397.679,1397.679,1397.679,0.001
195,2.200,473.039,87.102,168.348,204.215,808.639,1010.724,1025.943,1025.943,1025.943,0.002
200,1.800,485.047,76.326,173.368,526.184,720.398,982.976,982.976,982.976,982.976,0.002
205,2.200,457.930,164.355,166.033,310.481,840.928,858.874,912.477,912.477,912.477,0.002
210,2.400,419.950,156.972,181.981,192.740,890.723,930.030,1008.167,1008.167,1008.167,0.002
215,1.800,555.012,176.663,208.063,660.674,761.277,886.361,886.361,886.361,886.361,0.002
220,2.600,381.983,78.653,170.552,187.089,557.821,1007.595,1033.014,1033.014,1033.014,0.003
225,3.600,314.780,164.553,169.153,179.331,524.346,766.792,963.891,963.891,963.891,0.003
230,1.400,760.296,165.532,183.698,694.488,1390.690,1400.443,1400.443,1400.443,1400.443,0.001
235,1.400,612.394,89.579,92.722,470.386,1055.271,1427.325,1427.325,1427.325,1427.325,0.002
240,1.400,809.318,170.666,182.735,904.557,1431.292,1519.895,1519.895,1519.895,1519.895,0.001
245,1.800,481.092,172.839,180.569,493.995,705.552,1031.353,1031.353,1031.353,1031.353,0.002
250,2.000,504.804,177.218,185.892,234.379,847.327,1486.358,1486.358,1486.358,1486.358,0.002
255,2.000,474.073,163.851,164.798,509.826,794.272,1055.683,1055.683,1055.683,1055.683,0.002
260,2.400,446.321,74.600,164.501,208.464,854.847,894.576,998.884,998.884,998.884,0.002
265,1.400,646.897,76.114,166.134,694.496,1024.285,1386.096,1386.096,1386.096,1386.096,0.002
270,2.200,452.198,163.478,165.883,191.336,780.903,1371.302,1381.070,1381.070,1381.070,0.002
275,2.000,532.767,92.410,176.294,201.079,859.604,1433.705,1433.705,1433.705,1433.705,0.002
280,2.000,482.220,162.024,166.232,470.230,799.028,1376.895,1376.895,1376.895,1376.895,0.002
285,3.000,386.880,117.355,162.782,176.451,748.614,946.362,1037.303,1037.303,1037.303,0.003
290,1.200,759.725,190.415,788.047,858.279,934.170,949.636,949.636,949.636,949.636,0.001
295,3.000,344.285,76.250,122.576,178.723,531.041,862.127,1130.579,1130.579,1130.579,0.003
300,1.200,819.626,164.373,713.115,920.040,947.379,1423.255,1423.255,1423.255,1423.255,0.001
305,1.200,741.136,168.655,238.204,1022.781,1027.105,1077.513,1077.513,1077.513,1077.513,0.001
310,2.400,455.220,75.478,178.287,454.813,663.178,844.265,1373.268,1373.268,1373.268,0.002
315,2.400,376.750,76.347,163.681,194.826,629.632,720.253,996.413,996.413,996.413,0.003
320,1.400,758.249,163.687,164.906,682.196,1379.627,1448.274,1448.274,1448.274,1448.274,0.001
325,3.000,312.927,87.794,164.201,176.885,518.233,743.344,928.305,928.305,928.305,0.003
330,2.200,511.512,162.169,171.238,178.700,911.300,969.317,1379.856,1379.856,1379.856,0.002
335,2.800,336.462,79.204,164.258,169.367,457.631,902.891,1122.039,1122.039,1122.039,0.003
340,2.800,350.262,145.893,171.460,201.607,550.671,742.514,1129.163,1129.163,1129.163,0.003
345,1.800,569.109,173.075,484.383,545.429,642.639,999.830,999.830,999.830,999.830,0.002
350,1.800,619.926,85.403,186.296,542.959,833.588,1487.122,1487.122,1487.122,1487.122,0.002
355,1.000,808.546,223.208,261.781,755.840,1208.740,1593.160,1593.160,1593.160,1593.160,0.001
360,2.200,462.440,168.192,173.922,204.067,776.277,1007.733,1438.275,1438.275,1438.275,0.002
365,2.600,378.111,81.492,169.266,184.805,540.061,863.413,998.439,998.439,998.439,0.003
370,2.400,477.201,167.665,170.097,585.610,795.311,829.366,887.674,887.674,887.674,0.002
375,1.000,920.173,576.582,725.611,860.404,1048.041,1390.228,1390.228,1390.228,1390.228,0.001
380,2.200,466.206,169.348,180.070,196.109,911.185,949.483,1060.156,1060.156,1060.156,0.002
385,2.200,439.135,75.666,164.034,512.207,596.679,676.505,1164.539,1164.539,1164.539,0.002
390,2.400,405.982,148.411,163.135,203.168,731.617,870.160,1062.885,1062.885,1062.885,0.002
395,2.400,413.154,166.294,176.928,449.084,676.615,680.982,959.592,959.592,959.592,0.002
400,1.600,707.335,165.023,180.815,679.347,1402.750,1455.870,1455.870,1455.870,1455.870,0.001
405,1.400,664.398,167.291,167.492,742.436,922.116,1128.843,1128.843,1128.843,1128.843,0.002
410,2.400,431.420,98.838,177.809,513.503,715.494,753.701,1033.336,1033.336,1033.336,0.002
415,2.400,431.007,163.329,175.184,181.555,848.513,964.322,1403.294,1403.294,1403.294,0.002
420,2.800,393.607,87.440,169.205,185.384,590.950,896.758,1827.148,1827.148,1827.148,0.003
425,1.200,691.925,168.520,169.854,718.682,984.475,1459.061,1459.061,1459.061,1459.061,0.001
430,1.000,915.045,168.128,986.994,994.247,1034.617,1391.241,1391.241,1391.241,1391.241,0.001
435,1.800,562.413,162.701,178.130,835.022,892.134,910.926,910.926,910.926,910.926,0.002
440,2.200,512.885,76.290,166.275,183.086,855.447,1214.535,1386.364,1386.364,1386.364,0.002
445,2.800,314.106,165.474,177.351,182.444,458.852,681.018,955.779,955.779,955.779,0.003
450,2.200,453.812,163.830,168.918,558.499,631.249,687.628,831.463,831.463,831.463,0.002
