Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1713964902.381782,667015,0,1
2,Payment,1713964903.048811,179439,0,1
5,StockLevel,1713964903.228264,117004,0,1
1,NewOrder,1713964903.345282,517298,0,1
1,NewOrder,1713964903.862594,787600,0,1
1,NewOrder,1713964904.650208,753945,0,1
1,NewOrder,1713964905.404167,795366,0,1
2,Payment,1713964906.199546,162531,0,1
2,Payment,1713964906.362091,180808,0,1
2,Payment,1713964906.542913,181129,0,1
2,Payment,1713964906.724057,166630,0,1
2,Payment,1713964906.890700,190803,0,1
1,NewOrder,1713964907.081517,754890,0,1
2,Payment,1713964907.836422,165763,0,1
1,NewOrder,1713964908.002199,571358,0,1
2,Payment,1713964908.573570,182458,0,1
2,Payment,1713964908.756042,166212,0,1
2,Payment,1713964908.922267,182337,0,1
1,NewOrder,1713964909.104618,968569,0,1
1,NewOrder,1713964910.073201,658461,0,1
2,Payment,1713964910.731675,176541,0,1
1,NewOrder,1713964910.908229,960164,0,1
2,Payment,1713964911.868407,186730,0,1
2,Payment,1713964912.055151,216381,0,1
1,NewOrder,1713964912.271546,644001,0,1
1,NewOrder,1713964912.915561,648803,0,1
2,Payment,1713964913.564378,181619,0,1
2,Payment,1713964913.746011,185005,0,1
1,NewOrder,1713964913.931030,920012,0,1
1,NewOrder,1713964914.851056,1106217,0,1
2,Payment,1713964915.957288,165809,0,1
1,NewOrder,1713964916.123110,919507,0,1
5,StockLevel,1713964917.042631,135505,0,1
2,Payment,1713964917.178150,177661,0,1
2,Payment,1713964917.355825,164045,0,1
2,Payment,1713964917.519883,165020,0,1
1,NewOrder,1713964917.684920,998449,0,1
1,NewOrder,1713964918.683383,999938,0,1
1,NewOrder,1713964919.683335,651482,0,1
5,StockLevel,1713964920.334831,134463,0,1
1,NewOrder,1713964920.469307,936350,0,1
2,Payment,1713964921.405671,176226,0,1
2,Payment,1713964921.581911,162543,0,1
2,Payment,1713964921.744467,161516,0,1
1,NewOrder,1713964921.905997,737740,0,1
4,Delivery,1713964922.643752,1394586,0,1
2,Payment,1713964924.038352,164358,0,1
1,NewOrder,1713964924.202724,508879,0,1
2,Payment,1713964924.711616,176012,0,1
1,NewOrder,1713964924.887641,898038,0,1
2,Payment,1713964925.785693,166376,0,1
1,NewOrder,1713964925.952083,952023,0,1
1,NewOrder,1713964926.904120,827923,0,1
1,NewOrder,1713964927.732060,745288,0,1
2,Payment,1713964928.477360,174448,0,1
1,NewOrder,1713964928.651819,560559,0,1
3,OrderStatus,1713964929.212389,85880,0,1
1,NewOrder,1713964929.298281,615979,0,1
2,Payment,1713964929.914270,174426,0,1
3,OrderStatus,1713964930.088708,75300,0,1
1,NewOrder,1713964930.164018,931892,0,1
1,NewOrder,1713964931.095921,823746,0,1
4,Delivery,1713964931.919678,1387338,0,1
2,Payment,1713964933.307031,163055,0,1
2,Payment,1713964933.470097,225359,0,1
1,NewOrder,1713964933.695468,789835,0,1
2,Payment,1713964934.485314,178984,0,1
2,Payment,1713964934.664309,163931,0,1
1,NewOrder,1713964934.828251,464896,0,1
2,Payment,1713964935.293158,174645,0,1
2,Payment,1713964935.467814,164162,0,1
1,NewOrder,1713964935.631988,525962,0,1
1,NewOrder,1713964936.157960,462301,0,1
2,Payment,1713964936.620272,180756,0,1
1,NewOrder,1713964936.801039,562967,0,1
2,Payment,1713964937.364017,164050,0,1
