Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
60,1,1.000,631147,631147,631147,631147,631147,631147,631147,631147,631147
61,1,1.000,850220,850220,850220,850220,850220,850220,850220,850220,850220
62,3,3.000,165271,165271,177756,344018,689029,689029,689029,689029,689029
63,1,1.000,1393912,1393912,1393912,1393912,1393912,1393912,1393912,1393912,1393912
64,1,1.000,673031,673031,673031,673031,673031,673031,673031,673031,673031
65,2,2.000,165040,165040,744657,454848,744657,744657,744657,744657,744657
66,4,4.000,166782,176236,193297,276158,568320,568320,568320,568320,568320
67,2,2.000,164721,164721,757596,461158,757596,757596,757596,757596,757596
68,1,1.000,1010544,1010544,1010544,1010544,1010544,1010544,1010544,1010544,1010544
69,2,2.000,563201,563201,673719,618460,673719,673719,673719,673719,673719
70,2,2.000,165495,165495,907319,536407,907319,907319,907319,907319,907319
71,2,2.000,151698,151698,637191,394444,637191,637191,637191,637191,637191
72,2,2.000,521268,521268,721013,621140,721013,721013,721013,721013,721013
73,1,1.000,896100,896100,896100,896100,896100,896100,896100,896100,896100
74,2,2.000,542166,542166,573901,558033,573901,573901,573901,573901,573901
75,2,2.000,164485,164485,509383,336934,509383,509383,509383,509383,509383
76,3,3.000,164972,164972,191123,362402,731111,731111,731111,731111,731111
77,1,1.000,842224,842224,842224,842224,842224,842224,842224,842224,842224
78,4,4.000,176471,178829,193288,491204,1416229,1416229,1416229,1416229,1416229
79,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,7,7.000,88045,123545,175780,158557,177571,204751,204751,204751,204751
81,3,3.000,175320,175320,642785,499098,679190,679190,679190,679190,679190
82,3,3.000,162933,162933,163618,163609,164278,164278,164278,164278,164278
83,2,2.000,676888,676888,1030312,853600,1030312,1030312,1030312,1030312,1030312
84,1,1.000,514157,514157,514157,514157,514157,514157,514157,514157,514157
85,2,2.000,165742,165742,1369487,767614,1369487,1369487,1369487,1369487,1369487
86,1,1.000,191296,191296,191296,191296,191296,191296,191296,191296,191296
87,2,2.000,441410,441410,828934,635172,828934,828934,828934,828934,828934
88,2,2.000,448433,448433,934190,691311,934190,934190,934190,934190,934190
89,1,1.000,1020888,1020888,1020888,1020888,1020888,1020888,1020888,1020888,1020888
90,2,2.000,176533,176533,455128,315830,455128,455128,455128,455128,455128
91,1,1.000,878000,878000,878000,878000,878000,878000,878000,878000,878000
92,1,1.000,855816,855816,855816,855816,855816,855816,855816,855816,855816
93,3,3.000,162111,162111,174196,570374,1374815,1374815,1374815,1374815,1374815
94,1,1.000,177535,177535,177535,177535,177535,177535,177535,177535,177535
95,3,3.000,163371,163371,724757,605902,929580,929580,929580,929580,929580
96,1,1.000,1377811,1377811,1377811,1377811,1377811,1377811,1377811,1377811,1377811
97,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,3,3.000,165088,165088,203292,273845,453157,453157,453157,453157,453157
99,6,6.000,98345,166528,178557,167896,190677,206078,206078,206078,206078
100,3,3.000,163807,163807,163994,407879,895836,895836,895836,895836,895836
101,3,3.000,164527,164527,177587,300294,558769,558769,558769,558769,558769
102,3,3.000,178773,178773,198336,421650,887841,887841,887841,887841,887841
103,1,1.000,669663,669663,669663,669663,669663,669663,669663,669663,669663
104,2,2.000,163873,163873,778934,471403,778934,778934,778934,778934,778934
105,3,3.000,166328,166328,667015,522942,735485,735485,735485,735485,735485
106,3,3.000,117004,117004,179439,271247,517298,517298,517298,517298,517298
107,1,1.000,787600,787600,787600,787600,787600,787600,787600,787600,787600
108,2,2.000,753945,753945,795366,774655,795366,795366,795366,795366,795366
109,2,2.000,162531,162531,180808,171669,180808,180808,180808,180808,180808
110,4,4.000,166630,181129,190803,323363,754890,754890,754890,754890,754890
111,2,2.000,165763,165763,571358,368560,571358,571358,571358,571358,571358
112,4,4.000,166212,182337,182458,374894,968569,968569,968569,968569,968569
113,1,1.000,658461,658461,658461,658461,658461,658461,658461,658461,658461
114,2,2.000,176541,176541,960164,568352,960164,960164,960164,960164,960164
115,3,3.000,186730,186730,216381,349037,644001,644001,644001,644001,644001
116,1,1.000,648803,648803,648803,648803,648803,648803,648803,648803,648803
117,3,3.000,181619,181619,185005,428878,920012,920012,920012,920012,920012
118,1,1.000,1106217,1106217,1106217,1106217,1106217,1106217,1106217,1106217,1106217
119,2,2.000,165809,165809,919507,542658,919507,919507,919507,919507,919507
120,3,3.000,135505,135505,164045,159070,177661,177661,177661,177661,177661
121,2,2.000,165020,165020,998449,581734,998449,998449,998449,998449,998449
122,1,1.000,999938,999938,999938,999938,999938,999938,999938,999938,999938
123,2,2.000,134463,134463,651482,392972,651482,651482,651482,651482,651482
124,2,2.000,176226,176226,936350,556288,936350,936350,936350,936350,936350
125,3,3.000,161516,161516,162543,353933,737740,737740,737740,737740,737740
126,1,1.000,1394586,1394586,1394586,1394586,1394586,1394586,1394586,1394586,1394586
127,2,2.000,164358,164358,508879,336618,508879,508879,508879,508879,508879
128,2,2.000,176012,176012,898038,537025,898038,898038,898038,898038,898038
129,2,2.000,166376,166376,952023,559199,952023,952023,952023,952023,952023
130,1,1.000,827923,827923,827923,827923,827923,827923,827923,827923,827923
131,1,1.000,745288,745288,745288,745288,745288,745288,745288,745288,745288
132,4,4.000,85880,174448,560559,359216,615979,615979,615979,615979,615979
133,3,3.000,75300,75300,174426,393872,931892,931892,931892,931892,931892
134,1,1.000,823746,823746,823746,823746,823746,823746,823746,823746,823746
135,1,1.000,1387338,1387338,1387338,1387338,1387338,1387338,1387338,1387338,1387338
136,1,1.000,163055,163055,163055,163055,163055,163055,163055,163055,163055
137,2,2.000,225359,225359,789835,507597,789835,789835,789835,789835,789835
138,4,4.000,163931,174645,178984,245614,464896,464896,464896,464896,464896
139,3,3.000,164162,164162,462301,384141,525962,525962,525962,525962,525962
140,3,3.000,164050,164050,180756,302591,562967,562967,562967,562967,562967
141,2,2.000,194958,194958,815804,505381,815804,815804,815804,815804,815804
142,1,1.000,1391494,1391494,1391494,1391494,1391494,1391494,1391494,1391494,1391494
143,2,2.000,162891,162891,670763,416827,670763,670763,670763,670763,670763
144,2,2.000,178768,178768,942274,560521,942274,942274,942274,942274,942274
145,2,2.000,166012,166012,829455,497733,829455,829455,829455,829455,829455
146,1,1.000,777581,777581,777581,777581,777581,777581,777581,777581,777581
147,1,1.000,1398461,1398461,1398461,1398461,1398461,1398461,1398461,1398461,1398461
148,1,1.000,503679,503679,503679,503679,503679,503679,503679,503679,503679
149,2,2.000,164042,164042,827914,495978,827914,827914,827914,827914,827914
150,3,3.000,162755,162755,453463,663653,1374743,1374743,1374743,1374743,1374743
151,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,4,4.000,89879,161692,161961,255713,609321,609321,609321,609321,609321
153,3,3.000,138883,138883,162061,387014,860098,860098,860098,860098,860098
154,2,2.000,162299,162299,612589,387444,612589,612589,612589,612589,612589
155,4,4.000,172747,175696,177178,244499,452378,452378,452378,452378,452378
156,3,3.000,162523,162523,218319,332062,615345,615345,615345,615345,615345
157,4,4.000,162928,163098,164196,262542,559948,559948,559948,559948,559948
158,3,3.000,163560,163560,390634,524422,1019074,1019074,1019074,1019074,1019074
159,1,1.000,733536,733536,733536,733536,733536,733536,733536,733536,733536
160,1,1.000,948811,948811,948811,948811,948811,948811,948811,948811,948811
161,3,3.000,170020,170020,179527,382449,797801,797801,797801,797801,797801
162,2,2.000,174984,174984,517700,346342,517700,517700,517700,517700,517700
163,3,3.000,163180,163180,201990,326476,614258,614258,614258,614258,614258
164,2,2.000,782285,782285,836391,809338,836391,836391,836391,836391,836391
165,2,2.000,162513,162513,471038,316775,471038,471038,471038,471038,471038
166,2,2.000,497476,497476,570200,533838,570200,570200,570200,570200,570200
167,1,1.000,993562,993562,993562,993562,993562,993562,993562,993562,993562
168,2,2.000,208827,208827,974176,591501,974176,974176,974176,974176,974176
169,1,1.000,728749,728749,728749,728749,728749,728749,728749,728749,728749
170,1,1.000,1395678,1395678,1395678,1395678,1395678,1395678,1395678,1395678,1395678
171,1,1.000,1013716,1013716,1013716,1013716,1013716,1013716,1013716,1013716,1013716
172,1,1.000,611482,611482,611482,611482,611482,611482,611482,611482,611482
173,1,1.000,675798,675798,675798,675798,675798,675798,675798,675798,675798
174,2,2.000,178876,178876,866225,522550,866225,866225,866225,866225,866225
175,2,2.000,600781,600781,823821,712301,823821,823821,823821,823821,823821
176,1,1.000,1088892,1088892,1088892,1088892,1088892,1088892,1088892,1088892,1088892
177,1,1.000,551964,551964,551964,551964,551964,551964,551964,551964,551964
178,2,2.000,161786,161786,1112330,637058,1112330,1112330,1112330,1112330,1112330
179,2,2.000,214796,214796,1046427,630611,1046427,1046427,1046427,1046427,1046427
180,2,2.000,172444,172444,516933,344688,516933,516933,516933,516933,516933
181,4,4.000,170320,171521,190862,184374,204796,204796,204796,204796,204796
182,3,3.000,189127,189127,210305,307238,522283,522283,522283,522283,522283
183,6,6.000,77320,165557,179715,167007,194296,206059,206059,206059,206059
184,4,4.000,175838,176458,177280,341181,835150,835150,835150,835150,835150
185,2,2.000,172923,172923,858541,515732,858541,858541,858541,858541,858541
186,4,4.000,163321,175533,179879,246819,468546,468546,468546,468546,468546
187,1,1.000,782156,782156,782156,782156,782156,782156,782156,782156,782156
188,1,1.000,907786,907786,907786,907786,907786,907786,907786,907786,907786
189,1,1.000,990371,990371,990371,990371,990371,990371,990371,990371,990371
190,1,1.000,1397679,1397679,1397679,1397679,1397679,1397679,1397679,1397679,1397679
191,2,2.000,200233,200233,717101,458667,717101,717101,717101,717101,717101
192,1,1.000,640346,640346,640346,640346,640346,640346,640346,640346,640346
193,1,1.000,1384374,1384374,1384374,1384374,1384374,1384374,1384374,1384374,1384374
194,1,1.000,1018444,1018444,1018444,1018444,1018444,1018444,1018444,1018444,1018444
195,1,1.000,1025943,1025943,1025943,1025943,1025943,1025943,1025943,1025943,1025943
196,1,1.000,747993,747993,747993,747993,747993,747993,747993,747993,747993
197,1,1.000,808639,808639,808639,808639,808639,808639,808639,808639,808639
198,3,3.000,174228,174228,177333,328166,632938,632938,632938,632938,632938
199,5,5.000,87102,165962,168348,327270,204215,1010724,1010724,1010724,1010724
200,1,1.000,982976,982976,982976,982976,982976,982976,982976,982976,982976
201,2,2.000,166504,166504,720398,443451,720398,720398,720398,720398,720398
202,1,1.000,738120,738120,738120,738120,738120,738120,738120,738120,738120
203,4,4.000,76326,173368,294259,267534,526184,526184,526184,526184,526184
204,1,1.000,687287,687287,687287,687287,687287,687287,687287,687287,687287
205,3,3.000,167501,167501,310481,394614,705862,705862,705862,705862,705862
206,2,2.000,165343,165343,858874,512108,858874,858874,858874,858874,858874
207,2,2.000,166762,166762,912477,539619,912477,912477,912477,912477,912477
208,1,1.000,840928,840928,840928,840928,840928,840928,840928,840928,840928
209,3,3.000,164355,164355,166033,303000,578612,578612,578612,578612,578612
210,4,4.000,165690,169660,181986,352014,890723,890723,890723,890723,890723
211,3,3.000,156972,156972,192740,186436,209598,209598,209598,209598,209598
212,2,2.000,181981,181981,1008167,595074,1008167,1008167,1008167,1008167,1008167
213,1,1.000,930030,930030,930030,930030,930030,930030,930030,930030,930030
214,2,2.000,185226,185226,766629,475927,766629,766629,766629,766629,766629
215,2,2.000,695389,695389,886361,790875,886361,886361,886361,886361,886361
216,1,1.000,761277,761277,761277,761277,761277,761277,761277,761277,761277
217,1,1.000,542035,542035,542035,542035,542035,542035,542035,542035,542035
218,2,2.000,208063,208063,883010,545536,883010,883010,883010,883010,883010
219,3,3.000,176663,176663,181639,339658,660674,660674,660674,660674,660674
220,2,2.000,180784,180784,829413,505098,829413,829413,829413,829413,829413
221,4,4.000,78653,170552,193428,362557,1007595,1007595,1007595,1007595,1007595
222,3,3.000,166014,166014,170326,298053,557821,557821,557821,557821,557821
223,3,3.000,187089,187089,209189,476430,1033014,1033014,1033014,1033014,1033014
224,1,1.000,181903,181903,181903,181903,181903,181903,181903,181903,181903
225,3,3.000,164553,164553,179331,318011,610150,610150,610150,610150,610150
226,5,5.000,166459,173401,179200,293315,180723,766792,766792,766792,766792
227,3,3.000,166151,166151,173053,287850,524346,524346,524346,524346,524346
228,2,2.000,169153,169153,527141,348147,527141,527141,527141,527141,527141
229,5,5.000,168781,170519,182011,337118,200388,963891,963891,963891,963891
230,1,1.000,1390690,1390690,1390690,1390690,1390690,1390690,1390690,1390690,1390690
231,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,2,2.000,183698,183698,807327,495512,807327,807327,807327,807327,807327
233,3,3.000,165532,165532,679895,513305,694488,694488,694488,694488,694488
234,1,1.000,1400443,1400443,1400443,1400443,1400443,1400443,1400443,1400443,1400443
235,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,3,3.000,89579,89579,470386,662430,1427325,1427325,1427325,1427325,1427325
237,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,3,3.000,92722,92722,176134,414732,975342,975342,975342,975342,975342
239,1,1.000,1055271,1055271,1055271,1055271,1055271,1055271,1055271,1055271,1055271
240,3,3.000,170666,170666,182735,594897,1431292,1431292,1431292,1431292,1431292
241,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,2,2.000,490357,490357,965723,728040,965723,965723,965723,965723,965723
243,1,1.000,904557,904557,904557,904557,904557,904557,904557,904557,904557
244,1,1.000,1519895,1519895,1519895,1519895,1519895,1519895,1519895,1519895,1519895
245,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,3,3.000,172839,172839,187026,355139,705552,705552,705552,705552,705552
247,3,3.000,173519,173519,180569,298594,541694,541694,541694,541694,541694
248,1,1.000,1031353,1031353,1031353,1031353,1031353,1031353,1031353,1031353,1031353
249,2,2.000,493995,493995,843279,668637,843279,843279,843279,843279,843279
250,4,4.000,177218,181004,216828,199212,221801,221801,221801,221801,221801
251,2,2.000,185892,185892,929543,557717,929543,929543,929543,929543,929543
252,1,1.000,847327,847327,847327,847327,847327,847327,847327,847327,847327
253,2,2.000,234379,234379,1486358,860368,1486358,1486358,1486358,1486358,1486358
254,1,1.000,567688,567688,567688,567688,567688,567688,567688,567688,567688
255,1,1.000,748148,748148,748148,748148,748148,748148,748148,748148,748148
256,1,1.000,1055683,1055683,1055683,1055683,1055683,1055683,1055683,1055683,1055683
257,2,2.000,509826,509826,808779,659302,808779,808779,808779,808779,808779
258,3,3.000,163854,163854,164798,164503,164859,164859,164859,164859,164859
259,3,3.000,163851,163851,166656,374926,794272,794272,794272,794272,794272
260,3,3.000,75257,75257,164224,412788,998884,998884,998884,998884,998884
261,2,2.000,74600,74600,782793,428696,782793,782793,782793,782793,782793
262,2,2.000,164501,164501,796024,480262,796024,796024,796024,796024,796024
263,2,2.000,208464,208464,854847,531655,854847,854847,854847,854847,854847
264,3,3.000,165693,165693,175994,412087,894576,894576,894576,894576,894576
265,1,1.000,1024285,1024285,1024285,1024285,1024285,1024285,1024285,1024285,1024285
266,3,3.000,166134,166134,167073,342567,694496,694496,694496,694496,694496
267,2,2.000,76114,76114,1386096,731105,1386096,1386096,1386096,1386096,1386096
268,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,1,1.000,1014079,1014079,1014079,1014079,1014079,1014079,1014079,1014079,1014079
270,2,2.000,176531,176531,1381070,778800,1381070,1381070,1381070,1381070,1381070
271,3,3.000,165883,165883,191336,187029,203868,203868,203868,203868,203868
272,3,3.000,163777,163777,199394,578157,1371302,1371302,1371302,1371302,1371302
273,1,1.000,780903,780903,780903,780903,780903,780903,780903,780903,780903
274,2,2.000,163478,163478,176639,170058,176639,176639,176639,176639,176639
275,1,1.000,1433705,1433705,1433705,1433705,1433705,1433705,1433705,1433705,1433705
276,3,3.000,92410,92410,183719,378577,859604,859604,859604,859604,859604
277,1,1.000,1178848,1178848,1178848,1178848,1178848,1178848,1178848,1178848,1178848
278,2,2.000,176294,176294,192934,184614,192934,192934,192934,192934,192934
279,3,3.000,162126,162126,201079,403384,846948,846948,846948,846948,846948
280,4,4.000,162964,166232,175376,170000,175430,175430,175430,175430,175430
281,3,3.000,162024,162024,470230,669716,1376895,1376895,1376895,1376895,1376895
282,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,2,2.000,473232,473232,799028,636130,799028,799028,799028,799028,799028
284,1,1.000,860788,860788,860788,860788,860788,860788,860788,860788,860788
285,2,2.000,174410,174410,804611,489510,804611,804611,804611,804611,804611
286,1,1.000,946362,946362,946362,946362,946362,946362,946362,946362,946362
287,5,5.000,117355,155798,178889,249899,181939,615516,615516,615516,615516
288,3,3.000,162517,162517,162782,357971,748614,748614,748614,748614,748614
289,4,4.000,164500,176160,176451,388603,1037303,1037303,1037303,1037303,1037303
290,1,1.000,788047,788047,788047,788047,788047,788047,788047,788047,788047
291,1,1.000,858279,858279,858279,858279,858279,858279,858279,858279,858279
292,2,2.000,190415,190415,837802,514108,837802,837802,837802,837802,837802
293,1,1.000,934170,934170,934170,934170,934170,934170,934170,934170,934170
294,1,1.000,949636,949636,949636,949636,949636,949636,949636,949636,949636
295,4,4.000,76250,77045,167919,124984,178723,178723,178723,178723,178723
296,4,4.000,122576,168582,194543,254185,531041,531041,531041,531041,531041
297,3,3.000,180866,180866,520597,466181,697081,697081,697081,697081,697081
298,2,2.000,165191,165191,862127,513659,862127,862127,862127,862127,862127
299,2,2.000,91158,91158,1130579,610868,1130579,1130579,1130579,1130579,1130579
300,1,1.000,749595,749595,749595,749595,749595,749595,749595,749595,749595
301,2,2.000,164373,164373,920040,542206,920040,920040,920040,920040,920040
302,1,1.000,947379,947379,947379,947379,947379,947379,947379,947379,947379
303,1,1.000,713115,713115,713115,713115,713115,713115,713115,713115,713115
304,1,1.000,1423255,1423255,1423255,1423255,1423255,1423255,1423255,1423255,1423255
305,1,1.000,1077513,1077513,1077513,1077513,1077513,1077513,1077513,1077513,1077513
306,2,2.000,168655,168655,912558,540606,912558,912558,912558,912558,912558
307,1,1.000,1027105,1027105,1027105,1027105,1027105,1027105,1027105,1027105,1027105
308,1,1.000,238204,238204,238204,238204,238204,238204,238204,238204,238204
309,1,1.000,1022781,1022781,1022781,1022781,1022781,1022781,1022781,1022781,1022781
310,3,3.000,176268,176268,454813,397604,561733,561733,561733,561733,561733
311,3,3.000,180139,180139,192263,405555,844265,844265,844265,844265,844265
312,1,1.000,663178,663178,663178,663178,663178,663178,663178,663178,663178
313,1,1.000,1373268,1373268,1373268,1373268,1373268,1373268,1373268,1373268,1373268
314,4,4.000,75478,176833,178287,254177,586110,586110,586110,586110,586110
315,1,1.000,614476,614476,614476,614476,614476,614476,614476,614476,614476
316,2,2.000,174853,174853,720253,447553,720253,720253,720253,720253,720253
317,4,4.000,163681,194826,448153,359073,629632,629632,629632,629632,629632
318,3,3.000,76347,76347,177244,416668,996413,996413,996413,996413,996413
319,2,2.000,161968,161968,163159,162563,163159,163159,163159,163159,163159
320,3,3.000,163687,163687,681649,741654,1379627,1379627,1379627,1379627,1379627
321,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,1,1.000,787407,787407,787407,787407,787407,787407,787407,787407,787407
323,3,3.000,164906,164906,682196,765125,1448274,1448274,1448274,1448274,1448274
324,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
325,4,4.000,164201,176885,177406,177768,192580,192580,192580,192580,192580
326,2,2.000,518233,518233,743344,630788,743344,743344,743344,743344,743344
327,2,2.000,167347,167347,928305,547826,928305,928305,928305,928305,928305
328,4,4.000,162053,170090,183643,299873,683708,683708,683708,683708,683708
329,3,3.000,87794,87794,163963,142036,174351,174351,174351,174351,174351
330,3,3.000,171238,171238,765309,635288,969317,969317,969317,969317,969317
331,1,1.000,178700,178700,178700,178700,178700,178700,178700,178700,178700
332,3,3.000,177922,177922,569056,552759,911300,911300,911300,911300,911300
333,2,2.000,166183,166183,175584,170883,175584,175584,175584,175584,175584
334,2,2.000,162169,162169,1379856,771012,1379856,1379856,1379856,1379856,1379856
335,2,2.000,166203,166203,457631,311917,457631,457631,457631,457631,457631
336,4,4.000,169367,179448,182759,290328,629738,629738,629738,629738,629738
337,4,4.000,163467,163817,164258,164031,164585,164585,164585,164585,164585
338,3,3.000,79204,79204,165067,382387,902891,902891,902891,902891,902891
339,1,1.000,1122039,1122039,1122039,1122039,1122039,1122039,1122039,1122039,1122039
340,3,3.000,163794,163794,179536,361948,742514,742514,742514,742514,742514
341,1,1.000,668152,668152,668152,668152,668152,668152,668152,668152,668152
342,5,5.000,167086,172863,201607,195590,202363,234034,234034,234034,234034
343,2,2.000,145893,145893,1129163,637528,1129163,1129163,1129163,1129163,1129163
344,3,3.000,171460,171460,174527,298886,550671,550671,550671,550671,550671
345,2,2.000,173075,173075,559338,366206,559338,559338,559338,559338,559338
346,2,2.000,542485,542485,642639,592562,642639,642639,642639,642639,642639
347,2,2.000,185503,185503,999830,592666,999830,999830,999830,999830,999830
348,2,2.000,484383,484383,545429,514906,545429,545429,545429,545429,545429
349,1,1.000,989300,989300,989300,989300,989300,989300,989300,989300,989300
350,2,2.000,179704,179704,528785,354244,528785,528785,528785,528785,528785
351,2,2.000,85403,85403,904342,494872,904342,904342,904342,904342,904342
352,2,2.000,831136,831136,833588,832362,833588,833588,833588,833588,833588
353,1,1.000,542959,542959,542959,542959,542959,542959,542959,542959,542959
354,2,2.000,186296,186296,1487122,836709,1487122,1487122,1487122,1487122,1487122
355,1,1.000,755840,755840,755840,755840,755840,755840,755840,755840,755840
356,1,1.000,261781,261781,261781,261781,261781,261781,261781,261781,261781
357,1,1.000,1208740,1208740,1208740,1208740,1208740,1208740,1208740,1208740,1208740
358,1,1.000,1593160,1593160,1593160,1593160,1593160,1593160,1593160,1593160,1593160
359,1,1.000,223208,223208,223208,223208,223208,223208,223208,223208,223208
360,3,3.000,195291,195291,233083,478702,1007733,1007733,1007733,1007733,1007733
361,2,2.000,177210,177210,1438275,807742,1438275,1438275,1438275,1438275,1438275
362,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
363,4,4.000,172809,173922,204067,272695,539984,539984,539984,539984,539984
364,2,2.000,168192,168192,776277,472234,776277,776277,776277,776277,776277
365,3,3.000,169266,169266,184805,298044,540061,540061,540061,540061,540061
366,2,2.000,182794,182794,863413,523103,863413,863413,863413,863413,863413
367,3,3.000,81492,81492,168491,332412,747254,747254,747254,747254,747254
368,4,4.000,82792,169756,187421,244857,539460,539460,539460,539460,539460
369,1,1.000,998439,998439,998439,998439,998439,998439,998439,998439,998439
370,2,2.000,585610,585610,590517,588063,590517,590517,590517,590517,590517
371,2,2.000,529922,529922,645671,587796,645671,645671,645671,645671,645671
372,3,3.000,167665,167665,169898,408412,887674,887674,887674,887674,887674
373,3,3.000,169073,169073,170097,174925,185606,185606,185606,185606,185606
374,2,2.000,795311,795311,829366,812338,829366,829366,829366,829366,829366
375,1,1.000,1390228,1390228,1390228,1390228,1390228,1390228,1390228,1390228,1390228
